,policy_id,incident_type_theft,policy_state_ca,policy_deductable,num_witnesses,policy_state_or,incident_month,customer_gender_female,num_insurers_past_5_years,customer_gender_male,total_claim_amount,authorities_contacted_police,incident_day,collision_type_side,customer_age,customer_education,driver_relationship_child,driver_relationship_spouse,injury_claim,incident_dow,collision_type_na,incident_severity,driver_relationship_self,num_claims_past_year,months_as_customer,auto_year,num_vehicles_involved,policy_state_nv,authorities_contacted_ambulance,num_injuries,policy_liability,police_report_available,driver_relationship_na,incident_type_breakin,authorities_contacted_none,authorities_contacted_fire,driver_relationship_other,policy_state_id,incident_hour,vehicle_claim,fraud,incident_type_collision,policy_annual_premium,policy_state_az,policy_state_wa,collision_type_rear,collision_type_front
6469,2659,0,1,750,0,0,5,0,1,1,39500.0,1,30,0,40,4,0,0,25000.0,3,0,1,0,0,62,2014,3,0,0,1,1,1,0,0,0,0,1,0,6,14500.0,0,1,3000,0,0,0,1
6470,4292,0,0,750,0,0,9,0,1,1,5500.0,0,28,1,20,3,0,0,0.0,5,0,0,1,2,28,2011,2,0,0,0,2,0,0,0,1,0,0,1,14,5500.0,0,1,3000,0,0,0,0
6471,4292,0,1,750,0,0,9,1,1,0,5500.0,0,28,1,33,3,0,0,0.0,5,0,0,1,0,170,2019,2,0,0,0,2,0,0,0,1,0,0,0,14,5500.0,0,1,3000,0,0,0,0
6472,4294,0,1,750,0,0,7,0,2,1,16000.0,1,15,0,28,3,0,0,3000.0,0,0,1,1,0,25,2014,2,0,0,2,1,0,0,0,0,0,0,0,13,13000.0,0,1,2950,0,0,0,1
6473,1001,0,1,750,1,0,10,0,1,1,16500.0,0,10,1,42,1,0,1,0.0,3,0,0,0,1,97,2017,2,0,0,0,0,0,0,0,1,0,0,0,3,16500.0,0,1,3000,0,0,0,0
6474,4296,0,0,750,0,0,5,1,2,0,5500.0,1,23,0,36,4,0,0,0.0,3,1,0,0,0,17,2016,1,0,0,0,0,0,1,1,0,0,0,0,13,5500.0,0,0,3000,1,0,0,0
6475,1002,0,1,750,0,0,10,0,1,1,11000.0,0,21,1,28,4,0,0,0.0,0,0,0,1,0,46,2019,1,0,0,0,0,0,0,0,1,0,0,0,21,11000.0,0,1,3000,0,0,0,0
6476,4298,0,1,750,1,0,4,1,1,0,15000.0,0,21,0,69,3,0,0,0.0,6,0,0,1,0,115,2019,2,0,0,0,3,0,0,0,1,0,0,0,2,15000.0,0,1,3000,0,0,1,0
6477,1015,0,0,750,1,0,7,0,1,1,33500.0,1,15,0,50,4,0,0,0.0,0,0,2,1,0,17,2014,4,0,0,0,2,1,0,0,0,0,0,0,13,33500.0,0,1,3000,0,1,0,1
6478,4315,1,0,750,0,0,7,0,1,1,23000.0,1,15,0,31,1,0,0,0.0,0,1,1,0,0,74,2020,1,0,0,0,3,1,1,0,0,0,0,0,6,23000.0,0,0,3000,0,1,0,0
6479,1019,0,1,800,0,0,4,1,1,0,26500.0,1,14,0,52,1,1,0,13500.0,6,0,1,0,0,146,2012,2,0,0,1,2,1,0,0,0,0,0,0,3,13000.0,0,1,3000,0,0,1,0
6480,4319,0,0,750,0,0,12,0,1,1,14500.0,0,11,0,63,1,0,0,0.0,2,0,0,1,0,56,2020,1,1,0,0,1,0,0,0,1,0,0,0,10,14500.0,0,1,3000,0,0,0,1
6481,2672,1,1,750,0,0,1,0,1,1,23000.0,1,27,0,43,2,0,0,0.0,6,1,1,0,0,142,2020,1,0,0,0,0,1,1,0,0,0,0,0,8,23000.0,0,0,2800,0,0,0,0
6482,2677,0,0,750,0,0,6,0,4,1,23500.0,0,20,0,24,0,0,0,6500.0,3,0,2,1,0,13,2003,1,0,0,1,1,0,0,0,0,1,0,0,11,17000.0,0,1,3000,0,1,1,0
6483,1047,0,1,750,0,0,4,1,4,0,30000.0,1,22,0,33,3,0,1,5500.0,0,0,2,0,0,27,2013,3,0,0,3,3,1,0,0,0,0,0,0,14,24500.0,0,1,3000,0,0,0,1
6484,2689,0,1,750,2,0,11,1,1,0,14000.0,1,6,0,61,3,0,0,0.0,2,0,1,1,0,142,2015,2,0,0,0,1,1,0,0,0,0,0,0,8,14000.0,0,1,2600,0,0,1,0
6485,2689,0,1,750,2,0,11,1,1,0,14000.0,1,6,0,40,3,0,0,0.0,2,0,1,1,0,91,2017,2,0,0,0,0,1,0,0,0,0,0,0,8,14000.0,0,1,3000,0,0,1,0
6486,1060,0,0,750,2,1,3,1,1,0,78000.0,1,18,0,55,4,0,1,44000.0,0,0,2,0,0,64,2020,3,0,0,1,1,1,0,0,0,0,0,0,8,34000.0,0,1,3000,0,0,0,1
6487,2695,0,0,750,0,0,2,1,1,0,64500.0,0,5,0,71,2,0,0,30000.0,1,0,2,1,0,182,2018,2,1,1,1,2,0,0,0,0,0,0,0,6,34500.0,0,1,3000,0,0,0,1
6488,1072,0,1,750,0,0,12,1,1,0,8000.0,0,6,0,38,3,0,0,0.0,4,0,0,1,0,76,2011,1,0,0,0,3,0,0,0,1,0,0,0,6,8000.0,0,1,3000,0,0,0,1
6489,4337,0,0,750,2,0,4,0,1,1,26500.0,1,10,0,23,3,0,1,0.0,2,0,2,0,0,38,2013,3,0,0,0,2,1,0,0,0,0,0,0,17,26500.0,0,1,3000,0,1,0,1
6490,1077,0,1,750,0,0,3,0,1,0,6000.0,1,22,0,43,1,0,0,0.0,4,1,0,0,0,67,2016,1,0,0,0,1,0,1,1,0,0,0,0,16,6000.0,0,0,3000,0,0,0,0
6491,4341,0,1,750,0,0,10,1,1,0,9500.0,1,7,0,39,4,0,0,0.0,0,1,0,0,0,28,2020,1,0,0,0,3,0,1,1,0,0,0,0,1,9500.0,0,0,3000,0,0,0,0
6492,4346,0,1,750,0,0,5,0,1,1,13500.0,1,9,0,39,3,0,0,0.0,3,1,0,0,0,91,2020,1,0,0,0,0,0,1,1,0,0,0,0,23,13500.0,0,0,3000,0,0,0,0
6493,4350,0,0,750,1,0,1,0,1,1,41000.0,1,15,0,58,3,0,0,5500.0,1,0,2,1,0,199,2018,3,1,0,4,1,1,0,0,0,0,0,0,14,35500.0,0,1,2750,0,0,0,1
6494,2715,0,1,750,4,0,8,0,1,0,14000.0,1,12,0,66,3,0,0,2500.0,0,0,1,1,0,257,2017,3,0,0,4,0,1,0,0,0,0,0,0,6,11500.0,0,1,2950,0,0,0,1
6495,4353,0,1,750,0,0,8,0,1,1,80000.0,1,15,0,48,4,0,0,50000.0,3,0,2,1,0,135,2016,2,0,0,2,2,1,0,0,0,0,0,0,10,30000.0,0,1,3000,0,0,1,0
6496,1091,0,1,750,0,0,5,1,2,0,33000.0,1,15,0,28,1,0,0,15000.0,2,0,1,1,0,47,2019,2,0,0,2,2,0,0,0,0,0,0,0,10,18000.0,0,1,3000,0,0,1,0
6497,4354,0,1,750,3,0,10,0,1,1,15000.0,0,9,0,47,1,0,0,0.0,2,0,0,1,0,137,2015,2,0,0,0,0,0,0,0,1,0,0,0,9,15000.0,0,1,2700,0,0,0,1
6498,2720,0,0,750,0,0,5,1,1,0,11500.0,0,13,0,54,4,0,0,0.0,0,0,0,0,0,144,2016,2,0,0,0,1,0,0,0,1,0,1,0,1,11500.0,0,1,2750,1,0,0,1
6499,1095,1,1,750,0,0,6,0,1,1,27000.0,1,11,0,44,3,0,0,0.0,1,1,1,0,0,169,2018,1,0,0,0,1,0,1,0,0,0,0,0,10,27000.0,0,0,3000,0,0,0,0
6500,2721,0,1,750,0,0,1,0,2,1,12000.0,1,12,0,20,3,0,0,0.0,5,0,1,1,0,24,2013,2,0,0,0,1,1,0,0,0,0,0,0,7,12000.0,0,1,3000,0,0,0,1
6501,2727,0,1,750,1,0,12,1,2,0,12500.0,1,5,1,58,4,0,1,500.0,3,0,1,0,0,48,2019,2,0,0,1,3,0,0,0,0,0,0,0,7,12000.0,0,1,2700,0,0,0,0
6502,2727,0,0,750,1,0,12,1,1,0,12500.0,1,5,1,41,4,0,1,500.0,3,0,1,0,0,130,2013,2,0,0,1,2,0,0,0,0,0,0,0,7,12000.0,0,1,3000,0,1,0,0
6503,2728,0,0,750,0,0,4,0,1,1,9000.0,0,14,0,37,1,0,0,0.0,6,0,0,1,0,72,2016,1,0,0,0,1,0,0,0,1,0,0,0,11,9000.0,0,1,3000,0,1,0,1
6504,2733,0,0,750,3,1,12,1,1,0,43000.0,1,31,0,25,3,0,0,12500.0,1,0,2,1,1,86,2008,3,0,0,1,1,1,0,0,0,0,0,0,2,30500.0,0,1,3000,0,0,1,0
6505,2741,0,0,750,1,0,5,0,1,1,13000.0,0,25,1,32,3,0,0,0.0,5,0,0,1,1,132,2014,2,0,0,0,1,0,0,0,1,0,0,0,8,13000.0,0,1,3000,0,1,0,0
6506,4378,0,1,750,0,0,12,0,2,1,15000.0,0,31,0,67,4,0,0,0.0,1,0,0,1,0,21,2017,1,0,0,0,1,0,0,0,1,0,0,0,19,15000.0,0,1,2850,0,0,0,1
6507,2746,0,1,750,3,0,9,0,2,0,82500.0,1,13,0,21,1,0,0,50000.0,4,0,2,0,0,9,2006,4,0,0,2,1,1,0,0,0,0,1,0,7,32500.0,0,1,3000,0,0,1,0
6508,4394,0,1,750,2,0,1,1,1,0,21500.0,1,18,0,36,3,0,0,0.0,4,0,0,1,0,143,2019,3,0,0,0,0,1,0,0,0,0,0,0,15,21500.0,0,1,3000,0,0,0,1
6509,4394,0,0,750,2,0,1,1,1,0,21500.0,1,18,0,53,3,0,0,0.0,4,0,0,1,0,103,2012,3,0,0,0,1,1,0,0,0,0,0,0,15,21500.0,0,1,2800,0,1,0,1
6510,2758,0,1,750,4,0,12,0,1,1,76000.0,1,29,0,23,3,0,0,30000.0,6,0,2,1,0,65,2019,3,0,0,1,2,1,0,0,0,0,0,0,0,46000.0,0,1,3000,0,0,1,0
6511,4399,0,1,850,2,0,12,0,1,1,33000.0,1,24,0,44,3,0,1,0.0,1,0,2,0,0,32,2014,4,0,0,0,0,1,0,0,0,0,0,0,3,33000.0,0,1,3000,0,0,0,1
6512,1101,0,1,750,2,0,2,0,1,1,47000.0,1,21,0,49,3,0,0,13000.0,3,0,2,1,1,124,2018,3,0,0,4,3,1,0,0,0,0,0,0,12,34000.0,0,1,3000,0,0,0,1
6513,1103,0,1,750,0,0,2,0,1,1,17000.0,1,28,0,31,2,0,0,0.0,3,1,0,0,0,87,2019,1,0,0,0,1,0,1,1,0,0,0,0,13,17000.0,0,0,3000,0,0,0,0
6514,1107,0,0,750,0,0,7,0,1,1,14000.0,0,27,0,55,1,0,0,0.0,5,0,0,1,0,224,2017,2,0,0,0,1,0,0,0,1,0,0,0,13,14000.0,0,1,3000,1,0,0,1
6515,1107,0,1,750,0,0,7,0,1,1,14000.0,0,27,0,56,1,0,0,0.0,5,0,0,1,0,133,2019,2,0,0,0,0,0,0,0,1,0,0,0,13,14000.0,0,1,3000,0,0,0,1
6516,4413,0,1,750,1,0,1,1,1,0,54000.0,0,18,0,65,3,0,0,25000.0,4,0,2,1,0,80,2015,2,0,0,1,1,0,0,0,0,1,0,0,12,29000.0,0,1,3000,0,0,0,1
6517,4419,0,1,750,2,0,8,1,4,0,6500.0,1,17,1,47,2,0,0,0.0,5,0,0,1,0,19,2011,3,0,0,0,0,1,0,0,0,0,0,0,8,6500.0,0,1,3000,0,0,0,0
6518,4419,0,1,750,2,0,8,1,1,0,6500.0,1,17,1,66,2,0,0,0.0,5,0,0,1,0,213,2017,3,0,0,0,1,1,0,0,0,0,0,0,8,6500.0,0,1,2850,0,0,0,0
6519,1114,0,0,750,0,0,3,1,2,0,55000.0,1,1,0,35,3,0,0,20500.0,4,0,2,1,0,21,2015,3,1,0,1,3,1,0,0,0,0,0,0,16,34500.0,0,1,2850,0,0,0,1
6520,4427,0,1,750,5,0,2,0,2,1,48000.0,1,9,0,22,1,0,0,13000.0,5,0,2,1,0,18,2017,3,0,0,4,2,1,0,0,0,0,0,0,10,35000.0,0,1,3000,0,0,0,1
6521,4430,0,0,750,0,0,6,0,1,1,10500.0,0,3,0,20,3,0,0,0.0,0,0,0,1,0,9,2018,1,0,0,0,1,0,0,0,1,0,0,1,5,10500.0,0,1,3000,0,0,0,1
6522,4434,0,1,750,2,0,8,1,1,0,9000.0,0,24,0,57,4,0,0,0.0,5,0,0,1,0,80,2020,2,0,0,0,1,0,0,0,1,0,0,0,18,9000.0,0,1,3000,0,0,0,1
6523,1139,0,0,750,0,0,1,0,1,1,10000.0,1,15,0,38,3,0,0,0.0,1,1,0,0,0,41,2015,1,0,0,0,0,0,1,1,0,0,0,0,13,10000.0,0,0,3000,1,0,0,0
6524,2770,1,1,750,0,0,1,0,2,1,19500.0,1,11,0,29,3,0,0,0.0,4,1,1,0,1,23,2015,1,0,0,0,0,0,1,0,0,0,0,0,21,19500.0,0,0,3000,0,0,0,0
6525,2770,1,1,750,0,0,1,0,3,1,19500.0,1,11,0,42,3,0,0,0.0,4,1,1,0,0,43,2019,1,0,0,0,0,0,1,0,0,0,0,0,21,19500.0,0,0,3000,0,0,0,0
6526,1147,0,1,750,0,0,5,0,1,1,10500.0,0,12,0,63,1,0,0,0.0,6,0,1,1,0,106,2013,1,0,1,0,0,0,0,0,0,0,0,0,15,10500.0,0,1,3000,0,0,0,1
6527,2777,0,0,750,0,0,7,0,1,1,3000.0,1,2,0,53,1,0,0,0.0,1,1,0,0,0,215,2013,1,0,0,0,3,0,1,1,0,0,0,0,1,3000.0,0,0,3000,0,1,0,0
6528,1160,0,0,750,3,1,5,0,1,1,62000.0,1,3,1,68,4,0,0,27500.0,4,0,2,1,1,87,2015,5,0,0,4,1,1,0,0,0,0,0,0,10,34500.0,0,1,3000,0,0,0,0
6529,4444,0,1,750,3,0,10,0,2,1,9500.0,0,31,0,43,1,0,0,0.0,3,0,0,1,0,31,2020,2,0,0,0,1,0,0,0,1,0,0,0,4,9500.0,0,1,3000,0,0,1,0
6530,4451,0,1,750,1,0,11,0,1,1,81500.0,1,24,0,42,3,0,0,50000.0,6,0,2,1,0,112,2017,4,0,0,2,1,1,0,0,0,0,0,0,14,31500.0,0,1,2900,0,0,0,1
6531,2801,0,1,750,0,0,8,0,1,1,8500.0,0,14,1,62,3,0,0,0.0,2,0,0,1,0,261,2015,1,0,0,0,1,0,0,0,1,0,0,0,18,8500.0,0,1,3000,0,0,0,0
6532,2804,0,1,750,1,0,6,1,1,0,25000.0,1,20,0,18,1,0,1,0.0,3,0,1,0,0,6,2017,2,0,0,0,3,1,0,0,0,0,0,0,18,25000.0,0,1,3000,0,0,1,0
6533,1176,0,0,750,0,0,6,0,1,1,20500.0,1,10,0,50,4,0,0,0.0,0,0,1,1,0,186,2020,1,0,0,0,2,0,0,0,0,0,0,1,16,20500.0,0,1,3000,0,0,1,0
6534,2809,0,1,750,0,0,8,1,1,0,20000.0,0,14,1,58,1,0,0,0.0,2,0,0,1,0,67,2016,2,0,0,0,0,0,0,0,1,0,0,0,9,20000.0,1,1,3000,0,0,0,0
6535,2810,1,0,750,0,0,7,1,1,0,7000.0,1,19,0,70,3,0,0,0.0,4,1,1,0,0,88,2012,1,0,0,0,1,0,1,0,0,0,0,0,14,7000.0,0,0,2950,0,1,0,0
6536,1184,0,1,750,0,0,1,1,1,0,40000.0,1,31,0,37,0,0,0,19500.0,3,0,1,1,0,50,2017,2,0,0,1,1,0,0,0,0,0,0,0,13,20500.0,0,1,3000,0,0,0,1
6537,2814,0,1,750,0,0,6,0,1,1,10500.0,0,19,0,25,3,1,0,0.0,2,0,0,0,0,25,2015,2,0,0,0,0,0,0,0,1,0,0,0,12,10500.0,0,1,3000,0,0,0,1
6538,2814,0,0,750,0,0,6,1,1,0,10500.0,0,19,0,36,3,1,0,0.0,2,0,0,0,0,182,2015,2,1,0,0,1,0,0,0,1,0,0,0,12,10500.0,0,1,3000,0,0,0,1
6539,2823,1,1,750,0,0,2,0,1,1,11500.0,1,22,0,47,3,0,0,0.0,4,1,1,0,0,131,2015,1,0,0,0,3,0,1,0,0,0,0,0,9,11500.0,0,0,3000,0,0,0,0
6540,4484,0,1,750,0,0,11,1,3,0,7000.0,0,24,1,31,4,0,0,0.0,6,0,0,1,0,16,2020,2,0,0,0,0,0,0,0,1,0,0,0,9,7000.0,0,1,3000,0,0,0,0
6541,1199,0,0,750,0,0,4,0,4,0,20000.0,1,11,0,28,4,0,0,0.0,3,1,0,0,0,12,2019,1,0,0,0,0,0,1,1,0,0,0,0,11,20000.0,0,0,2800,1,0,0,0
6542,4489,0,0,750,2,0,1,0,4,1,6500.0,1,13,0,20,3,0,0,0.0,6,0,1,1,0,21,2014,3,0,0,0,1,1,0,0,0,0,0,0,12,6500.0,0,1,3000,1,0,1,0
6543,4491,0,1,750,1,0,10,0,1,1,6000.0,0,16,1,32,3,0,0,0.0,2,0,0,1,0,121,2019,2,0,0,0,3,0,0,0,1,0,0,0,17,6000.0,0,1,3000,0,0,0,0
6544,2839,0,1,750,0,0,1,0,1,1,12000.0,0,20,1,44,0,0,0,0.0,6,0,0,1,0,161,2014,1,0,0,0,2,0,0,0,1,0,0,0,17,12000.0,0,1,3000,0,0,0,0
6545,2839,0,1,750,0,0,1,0,1,1,12000.0,0,20,1,37,0,0,0,0.0,6,0,0,1,0,127,2017,1,0,0,0,0,0,0,0,1,0,0,0,17,12000.0,0,1,2800,0,0,0,0
6546,2841,0,0,750,0,0,12,1,1,0,3000.0,0,2,0,22,1,0,1,0.0,0,0,0,0,0,52,2016,2,0,0,0,1,0,0,0,1,0,0,0,11,3000.0,0,1,3000,0,1,0,1
6547,1213,0,0,750,1,0,2,1,1,0,19500.0,1,20,0,48,1,0,0,0.0,2,0,1,1,0,120,2017,2,0,0,0,1,0,0,0,0,0,0,0,5,19500.0,0,1,3000,0,1,0,1
6548,4509,0,0,750,0,0,8,0,1,1,61000.0,1,8,1,57,3,1,0,30000.0,3,0,2,0,0,243,2012,3,0,0,3,0,1,0,0,0,0,0,0,10,31000.0,0,1,3000,1,0,0,0
6549,2854,0,1,750,2,0,3,1,1,0,19500.0,1,27,1,68,3,0,1,0.0,2,0,1,0,0,237,2016,2,0,0,0,0,0,0,0,0,0,0,0,7,19500.0,0,1,3000,0,0,0,0
6550,1230,0,1,750,4,0,6,1,2,0,79500.0,1,4,0,42,3,0,0,60000.0,1,0,2,1,0,47,2018,4,0,0,2,1,1,0,0,0,0,0,0,17,19500.0,0,1,3000,0,0,0,1
6551,2866,0,1,750,0,0,9,0,1,1,44500.0,1,12,0,30,1,0,0,3500.0,3,0,2,1,0,108,2020,3,0,0,1,0,1,0,0,0,0,0,0,12,41000.0,0,1,2950,0,0,1,0
6552,4528,0,0,750,0,1,10,0,1,1,4000.0,1,15,0,19,1,0,0,0.0,1,1,0,0,0,1,2016,1,0,0,0,1,0,1,1,0,0,0,0,21,4000.0,0,0,3000,0,0,0,0
6553,1239,0,1,750,3,0,7,1,1,0,23500.0,1,1,1,34,1,0,0,7500.0,0,0,1,1,0,127,2018,3,0,0,1,1,1,0,0,0,0,0,0,8,16000.0,0,1,3000,0,0,0,0
6554,1240,0,1,750,1,0,12,1,1,0,86500.0,1,25,1,22,3,1,0,45000.0,2,0,2,0,0,38,2009,2,0,0,1,0,0,0,0,0,0,0,0,6,41500.0,1,1,3000,0,0,0,0
6555,1253,0,1,750,2,0,12,0,1,1,7000.0,1,11,0,50,3,0,0,0.0,2,0,0,1,0,137,2020,2,0,0,0,3,1,0,0,0,0,0,0,7,7000.0,0,1,3000,0,0,1,0
6556,1254,0,1,750,1,0,10,0,1,1,9500.0,0,31,0,28,4,0,1,0.0,3,0,0,0,0,36,2014,2,0,0,0,2,0,0,0,1,0,0,0,11,9500.0,0,1,3000,0,0,0,1
6557,1271,0,1,750,1,0,1,0,1,1,34500.0,0,28,0,64,3,0,0,0.0,0,0,2,1,0,177,2014,1,0,0,0,0,0,0,0,0,1,0,0,4,34500.0,0,1,2950,0,0,1,0
6558,2871,0,0,750,3,1,3,0,1,1,48500.0,1,18,0,42,3,0,0,12000.0,0,0,2,1,0,81,2016,3,0,0,3,2,1,0,0,0,0,0,0,6,36500.0,0,1,2950,0,0,0,1
6559,1277,0,1,750,0,0,1,0,3,1,5500.0,0,4,0,41,4,0,0,0.0,4,0,0,1,1,12,2014,2,0,0,0,0,0,0,0,1,0,0,0,13,5500.0,0,1,3000,0,0,0,1
6560,1277,0,1,750,0,0,1,0,1,1,5500.0,0,4,0,43,4,0,0,0.0,4,0,0,1,0,110,2020,2,0,0,0,1,0,0,0,1,0,0,0,13,5500.0,0,1,2900,0,0,0,1
6561,2880,0,1,750,1,0,12,1,2,0,13000.0,1,1,0,43,3,0,0,0.0,6,0,1,1,0,48,2018,3,0,0,0,0,1,0,0,0,0,0,0,11,13000.0,0,1,3000,0,0,1,0
6562,4548,0,1,750,0,0,10,0,1,1,64000.0,1,7,0,45,1,0,0,45500.0,0,0,1,1,0,133,2013,2,0,0,2,0,1,0,0,0,0,0,0,9,18500.0,0,1,3000,0,0,1,0
6563,2888,0,1,750,2,0,6,0,1,1,6500.0,0,20,0,43,3,0,0,0.0,3,0,0,1,1,97,2008,2,0,0,0,0,0,0,0,1,0,0,0,15,6500.0,0,1,3000,0,0,0,1
6564,4553,1,0,750,0,0,11,0,1,1,20500.0,1,2,0,39,1,0,0,0.0,5,1,1,0,0,24,2015,1,0,0,0,1,0,1,0,0,0,0,0,7,20500.0,0,0,3000,1,0,0,0
6565,2892,1,0,750,0,0,9,0,1,1,16500.0,1,12,0,74,1,0,0,0.0,3,1,1,0,1,311,2019,1,0,0,0,1,0,1,0,0,0,0,0,7,16500.0,0,0,3000,0,1,0,0
6566,2892,1,1,750,0,0,9,0,1,1,16500.0,1,12,0,57,1,0,0,0.0,3,1,1,0,0,194,2019,1,0,0,0,2,0,1,0,0,0,0,0,7,16500.0,0,0,2850,0,0,0,0
6567,2896,1,1,750,0,0,7,1,1,0,20500.0,1,10,0,48,3,0,0,0.0,2,1,1,0,0,136,2017,1,0,0,0,1,0,1,0,0,0,0,0,12,20500.0,0,0,3000,0,0,0,0
6568,1303,0,1,750,1,0,3,0,2,1,41000.0,1,11,0,46,3,0,0,25000.0,0,0,1,1,0,29,2020,2,0,0,1,1,1,0,0,0,0,0,0,6,16000.0,0,1,3000,0,0,1,0
6569,2903,0,1,750,1,0,8,1,1,0,59500.0,1,2,0,48,3,0,0,25000.0,4,0,2,1,0,73,2018,3,0,0,1,1,1,0,0,0,0,0,0,15,34500.0,0,1,3000,0,0,1,0
6570,1306,0,1,750,0,0,1,1,2,0,18500.0,1,28,1,21,3,1,0,0.0,0,0,1,0,0,38,2018,1,0,0,0,0,0,0,0,0,0,0,0,17,18500.0,0,1,3000,0,0,0,0
6571,2907,0,1,750,1,0,4,0,1,0,29500.0,0,9,1,50,3,0,0,0.0,1,0,2,1,1,160,2015,2,0,0,0,1,0,0,0,0,1,0,0,11,29500.0,0,1,3000,0,0,0,0
6572,4570,0,1,750,1,0,11,0,1,1,55500.0,1,3,1,29,1,0,0,18000.0,6,0,2,0,0,103,2018,3,0,0,1,0,1,0,0,0,0,1,0,20,37500.0,0,1,3000,0,0,0,0
6573,4576,0,1,750,0,0,7,1,2,0,7000.0,1,23,1,30,3,0,0,0.0,1,0,1,1,0,9,2011,2,0,0,0,0,0,0,0,0,0,0,0,14,7000.0,0,1,2600,0,0,0,0
6574,2914,0,0,750,1,1,4,1,1,0,17500.0,1,28,1,52,2,0,0,0.0,6,0,1,1,0,62,2020,2,0,0,0,2,1,0,0,0,0,0,0,10,17500.0,0,1,2850,0,0,0,0
6575,1314,0,0,750,2,0,4,1,1,0,38000.0,1,5,0,69,1,0,0,9000.0,4,0,2,1,0,137,2013,3,0,0,1,1,1,0,0,0,0,0,0,12,29000.0,0,1,3000,1,0,0,1
6576,2921,0,1,750,0,0,7,1,1,0,10500.0,1,8,0,71,3,0,0,0.0,0,1,0,0,0,147,2019,1,0,0,0,1,0,1,1,0,0,0,0,17,10500.0,0,0,3000,0,0,0,0
6577,4587,0,1,750,0,0,9,0,1,1,11000.0,1,17,0,57,4,0,0,0.0,1,0,1,1,0,130,2005,2,0,0,0,0,0,0,0,0,0,0,0,6,11000.0,0,1,3000,0,0,0,1
6578,4592,0,1,750,1,0,11,1,1,0,30000.0,1,15,0,37,3,0,1,15000.0,4,0,1,0,0,204,2014,3,0,0,1,0,1,0,0,0,0,0,0,17,15000.0,0,1,3000,0,0,0,1
6579,1336,0,0,750,0,0,4,0,1,1,12000.0,0,15,0,53,1,0,0,0.0,0,0,0,1,0,138,2013,1,0,0,0,0,0,0,0,1,0,0,0,16,12000.0,0,1,3000,1,0,0,1
6580,1341,0,0,750,1,0,12,0,5,1,23500.0,1,1,0,48,4,0,0,6000.0,6,0,1,1,0,9,2018,2,0,0,2,2,0,0,0,0,0,0,0,11,17500.0,0,1,3000,0,1,0,1
6581,4607,0,1,750,0,0,1,1,1,0,31500.0,1,21,0,57,3,0,0,11500.0,0,0,1,1,0,166,2018,3,0,0,1,0,1,0,0,0,0,0,0,19,20000.0,0,1,3000,0,0,0,1
6582,2947,0,1,750,0,0,11,0,1,1,6500.0,0,21,0,64,1,0,0,0.0,3,0,0,1,0,89,2019,1,0,0,0,2,0,0,0,1,0,0,0,5,6500.0,0,1,3000,0,0,0,1
6583,1346,0,0,750,0,0,6,0,1,1,16500.0,0,7,0,70,2,0,0,0.0,4,0,0,1,0,150,2016,2,0,0,0,2,0,0,0,1,0,0,0,18,16500.0,0,1,3000,0,1,1,0
6584,2953,0,1,750,0,0,9,1,1,0,11500.0,0,5,0,31,4,0,0,0.0,3,1,0,0,0,51,2015,1,0,0,0,0,0,1,1,1,0,0,0,8,11500.0,0,0,3000,0,0,0,0
6585,2955,0,1,750,1,0,3,0,1,1,9000.0,0,7,0,31,3,0,0,0.0,3,0,0,1,0,71,2020,2,0,0,0,0,0,0,0,1,0,0,0,12,9000.0,0,1,2900,0,0,0,1
6586,2962,0,0,750,0,0,3,0,1,1,24500.0,1,30,0,42,3,0,0,8500.0,5,0,1,1,0,162,2013,2,0,0,1,1,0,0,0,0,0,0,1,15,16000.0,0,1,3000,0,0,1,0
6587,2966,0,1,750,0,0,9,1,4,0,12500.0,1,6,0,34,1,1,0,0.0,4,0,1,0,0,16,2013,3,0,0,0,1,1,0,0,0,0,0,0,10,12500.0,1,1,3000,0,0,1,0
6588,1361,0,0,750,1,0,11,1,1,0,12500.0,0,1,0,28,1,0,0,0.0,4,0,0,1,0,89,2016,2,0,0,0,0,0,0,0,1,0,0,0,9,12500.0,0,1,3000,1,0,0,1
6589,4628,0,0,750,2,0,4,1,1,0,54000.0,1,11,0,35,3,0,0,25000.0,3,0,2,1,0,60,2018,3,1,0,1,2,1,0,0,0,0,0,0,11,29000.0,0,1,3000,0,0,1,0
6590,2972,0,1,750,0,0,4,1,1,0,35000.0,1,9,1,60,2,0,0,18500.0,1,0,1,1,0,192,2010,2,0,0,2,2,1,0,0,0,0,0,0,17,16500.0,0,1,3000,0,0,0,0
6591,1369,0,1,750,0,0,7,0,1,1,11000.0,0,18,1,50,3,0,0,0.0,3,0,0,0,1,199,2020,1,0,0,0,0,0,0,0,1,0,1,0,15,11000.0,0,1,3000,0,0,0,0
6592,1371,0,0,750,0,0,5,1,1,0,15500.0,1,29,0,68,4,0,0,0.0,2,0,0,1,0,238,2015,3,0,0,0,2,1,0,0,0,0,0,0,5,15500.0,0,1,3000,0,1,0,1
6593,2981,0,0,750,3,0,9,0,1,1,63000.0,1,5,0,47,3,0,0,30000.0,3,0,2,1,0,140,2015,3,0,0,4,2,1,0,0,0,0,0,0,11,33000.0,0,1,2600,1,0,0,1
