policy_id,customer_age,customer_education,months_as_customer,policy_deductable,policy_annual_premium,policy_liability,auto_year,num_claims_past_year,num_insurers_past_5_years,customer_gender_male,customer_gender_female,policy_state_ca,policy_state_wa,policy_state_az,policy_state_or,policy_state_nv,policy_state_id
909,22,3,42,750,3000,1,2019,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
910,18,1,2,750,3000,2,2016,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
911,67,2,145,750,3000,1,2014,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
912,35,2,176,750,3000,0,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
913,51,3,144,750,3000,1,2015,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
914,43,3,183,750,3000,1,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
915,54,4,224,750,2950,1,2016,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
916,46,2,128,750,2850,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
917,18,1,9,750,3000,0,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
918,64,3,101,750,3000,0,2014,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
919,34,1,43,750,3000,0,2015,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
920,35,3,50,750,3000,3,2010,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
921,74,3,60,750,3000,0,2019,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
922,61,2,54,750,3000,2,2013,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
923,37,2,143,750,3000,0,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
924,37,3,149,750,3000,1,2019,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
925,38,1,68,750,3000,1,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
926,52,3,173,750,3000,2,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
927,53,4,132,750,3000,2,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
928,65,3,61,750,2600,0,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
929,49,3,56,750,3000,1,2016,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
930,39,1,84,750,3000,1,2014,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
931,40,4,113,750,3000,1,2017,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
932,43,2,112,750,2850,1,2020,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
933,43,3,143,750,2600,0,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
934,59,4,196,750,2600,0,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
935,45,3,80,750,3000,1,2016,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
936,59,3,182,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
937,42,3,122,750,3000,0,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
938,46,1,334,750,3000,0,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,62,3,111,750,3000,1,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
940,51,1,195,750,3000,1,2019,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
941,64,3,109,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
942,41,1,17,750,3000,2,2017,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
943,66,4,150,750,3000,0,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
944,23,1,40,750,3000,0,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
945,56,3,94,750,2800,0,2015,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
946,23,3,38,750,3000,2,2020,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
947,32,3,5,750,3000,0,2016,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
948,40,2,24,750,2850,1,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
949,48,3,126,750,3000,2,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
950,61,2,202,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
951,54,3,142,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
952,47,2,219,750,2750,2,2017,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
953,51,3,184,750,3000,2,2015,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
954,43,1,44,750,3000,3,2015,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
955,48,4,68,750,3000,3,2019,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
956,65,3,94,750,2750,1,2017,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
957,66,1,55,750,2500,0,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
958,68,3,115,750,2650,2,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
959,57,4,172,750,2400,3,2012,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
960,21,1,11,750,3000,0,2018,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
961,21,3,41,750,3000,0,2019,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
962,50,3,78,750,3000,1,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
963,29,1,90,750,3000,0,2014,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
964,43,4,134,750,3000,3,2013,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
965,51,2,121,750,3000,2,2017,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
966,50,2,109,750,3000,2,2017,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
967,52,4,38,750,2750,0,2016,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
968,53,3,77,750,3000,2,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
969,39,4,55,750,3000,1,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
970,63,3,93,750,3000,1,2007,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
971,68,3,200,750,3000,0,2013,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
972,19,1,5,750,3000,1,2014,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
973,56,1,180,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
974,58,3,202,750,2850,0,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
975,38,3,51,750,3000,0,2017,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
976,72,1,55,750,3000,3,2019,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
977,41,3,8,750,3000,3,2017,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
978,47,1,242,750,3000,2,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
979,41,3,41,750,3000,2,2018,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
980,44,3,48,750,3000,2,2018,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
981,22,3,4,750,3000,3,2011,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
982,27,1,37,750,2950,2,2010,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
983,24,3,24,750,3000,0,2020,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
984,31,1,56,750,3000,1,2016,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
985,18,1,2,750,3000,1,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
986,64,3,122,750,3000,1,2019,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
987,30,3,40,750,3000,1,2017,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
988,64,4,287,750,3000,3,2017,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
989,38,4,41,750,3000,2,2016,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
990,64,1,100,750,3000,0,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
991,72,2,160,750,2800,1,2014,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
992,55,3,149,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
993,56,3,255,750,3000,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
994,61,1,175,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
995,59,3,48,750,2900,2,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
996,50,3,63,750,3000,1,2019,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
997,46,3,155,750,2800,1,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
998,43,4,51,750,3000,0,2011,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999,29,3,4,750,3000,2,2016,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1000,38,1,82,750,3000,1,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1001,42,1,101,750,3000,1,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1002,24,4,26,750,3000,1,2015,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1003,22,2,20,750,3000,3,2017,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1004,48,3,36,750,3000,1,2020,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1005,72,2,89,750,3000,1,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1006,62,4,273,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1007,24,3,55,750,2650,3,2013,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1008,63,4,88,750,3000,1,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009,24,3,30,750,2900,2,2018,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1010,40,3,51,750,3000,1,2012,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1011,55,3,152,750,3000,2,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1012,25,1,69,750,2800,1,2004,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1013,46,2,72,750,2700,0,2005,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1014,32,3,63,750,2900,1,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1015,50,4,17,750,3000,2,2014,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1016,53,3,39,750,3000,0,2015,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1017,44,3,71,750,3000,0,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1018,55,1,163,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1019,48,1,131,750,3000,0,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1020,71,3,74,750,2900,3,2015,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1021,47,3,72,750,3000,0,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1022,35,3,44,750,2800,1,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1023,46,0,42,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1024,55,4,206,750,3000,0,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,45,2,94,750,3000,2,2011,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1026,45,4,123,750,3000,1,2018,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1027,30,3,71,750,3000,1,2018,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1028,31,1,104,750,2950,0,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1029,19,1,5,750,3000,2,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1030,30,3,22,750,3000,0,2017,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1031,30,3,2,750,3000,1,2020,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1032,62,3,118,750,3000,2,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1033,38,1,49,750,3000,3,2017,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1034,69,3,188,750,3000,2,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1035,31,4,35,750,3000,0,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1036,50,1,52,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1037,27,1,64,750,2850,2,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1038,20,3,2,750,3000,3,2013,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1039,50,2,137,750,3000,1,2015,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1040,57,3,40,750,2950,1,2015,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1041,52,3,102,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1042,40,3,112,750,2650,1,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1043,41,3,124,750,3000,0,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1044,45,2,99,750,3000,0,2019,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1045,41,1,86,750,3000,2,2014,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1046,63,3,106,750,2450,0,2014,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1047,33,3,27,750,3000,3,2013,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1048,42,3,81,750,2850,1,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1049,28,3,29,750,3000,0,2019,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1050,33,1,29,750,2800,1,2010,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1051,55,1,68,750,2750,2,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1052,36,4,85,750,2700,0,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1053,40,3,51,750,3000,1,2013,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1054,32,2,31,750,3000,1,2019,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1055,24,1,31,750,3000,0,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1056,31,1,21,750,3000,1,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1057,20,2,18,750,3000,1,2018,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1058,45,4,75,750,2500,1,2008,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1059,29,4,72,750,3000,3,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1060,49,4,6,750,3000,3,2017,0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1061,51,4,104,750,3000,2,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1062,61,4,219,750,2750,2,2018,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1063,51,3,163,750,2700,1,2015,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1064,69,1,49,750,2500,1,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1065,20,3,31,750,2900,0,2018,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1066,52,1,227,750,3000,1,2015,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1067,30,1,110,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1068,43,1,64,750,2550,2,2016,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1069,55,3,129,750,3000,2,2015,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1070,46,2,184,750,3000,3,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1071,55,1,170,750,3000,3,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1072,26,3,23,750,3000,2,2015,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1073,47,4,130,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1074,42,3,21,750,3000,1,2016,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1075,26,4,35,750,3000,0,2013,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1076,29,1,134,750,3000,1,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1077,69,1,217,850,2500,2,2009,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1078,66,3,201,750,3000,2,2017,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1079,56,3,70,750,3000,0,2009,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1080,22,3,22,750,3000,1,2004,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1081,38,3,14,750,3000,1,2017,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1082,68,3,34,750,3000,0,2014,0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1083,47,4,100,750,3000,3,2019,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1084,52,3,71,750,3000,0,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1085,48,1,55,750,3000,1,2013,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1086,38,3,30,750,2650,1,2015,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1087,47,1,123,750,3000,1,2018,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1088,41,2,114,750,3000,3,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1089,58,1,65,750,3000,2,2020,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1090,63,3,109,750,3000,2,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1091,28,1,47,750,3000,2,2019,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1092,54,1,80,750,3000,1,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1093,22,3,18,750,3000,0,2018,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1094,52,3,185,750,3000,2,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1095,44,3,169,750,3000,1,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1096,61,3,115,750,3000,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1097,46,1,63,750,3000,0,2008,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1098,42,2,36,750,2900,1,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1099,62,1,179,750,3000,3,2015,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1100,38,4,8,750,2600,1,2014,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1101,49,3,124,750,3000,3,2018,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1102,50,1,229,750,2750,2,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1103,31,2,87,750,3000,1,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1104,64,4,194,750,3000,1,2015,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1105,41,3,88,750,3000,3,2016,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1106,29,4,42,750,3000,1,2017,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1107,55,1,224,750,3000,1,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1108,26,1,81,750,2750,2,2011,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1109,45,3,60,750,3000,1,2020,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1110,44,3,68,750,3000,0,2019,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1111,66,3,60,750,2800,1,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1112,53,3,100,750,3000,3,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1113,43,3,56,750,3000,0,2019,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1114,60,3,152,750,2900,3,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1115,72,2,106,750,3000,0,2013,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1116,55,2,200,750,3000,2,2016,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1117,44,4,186,750,3000,0,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1118,18,1,3,750,3000,2,2018,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1119,23,3,6,750,3000,0,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1120,38,3,29,750,3000,0,2020,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1121,32,4,94,750,3000,2,2008,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1122,40,3,147,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1123,45,3,39,750,3000,0,2014,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1124,55,4,167,750,3000,3,2019,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1125,43,4,54,750,3000,1,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1126,54,3,87,750,3000,1,2016,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1127,45,3,62,750,3000,2,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1128,25,2,16,750,2900,0,2016,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1129,41,3,247,750,3000,2,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1130,20,1,31,750,3000,2,2020,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1131,56,4,110,750,3000,0,2019,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1132,75,1,150,750,3000,0,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1133,68,3,108,750,3000,2,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1134,40,3,238,750,3000,0,2018,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1135,74,4,128,750,2600,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1136,47,3,111,750,3000,1,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1137,37,3,52,750,2700,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1138,32,1,8,750,3000,0,2017,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1139,38,3,41,750,3000,0,2015,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1140,36,1,194,750,2700,3,2018,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1141,47,4,176,750,3000,1,2016,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1142,47,3,78,750,3000,0,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1143,44,3,180,750,2750,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1144,53,3,89,750,3000,1,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1145,68,4,190,750,2500,1,2015,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1146,63,2,141,750,2850,0,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1147,63,1,106,750,3000,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1148,40,4,227,750,3000,0,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1149,21,3,15,750,3000,0,2013,0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1150,55,4,97,750,3000,2,2019,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1151,59,1,150,750,3000,1,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1152,32,1,91,750,2750,2,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1153,33,1,87,750,3000,0,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1154,52,1,45,750,3000,1,2016,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1155,48,3,201,750,3000,1,2012,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1156,44,1,90,750,2900,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1157,56,3,252,750,3000,0,2015,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1158,46,1,32,750,3000,0,2017,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1159,25,3,67,750,3000,3,2019,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1160,68,4,87,750,3000,1,2015,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1161,41,1,85,750,2500,3,2006,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
