longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,0.135
-122.34,37.98,33.0,2014.0,410.0,1354.0,427.0,3.9773,0.2626
-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,0.2658
-122.34,37.97,19.0,392.0,109.0,287.0,81.0,6.0426,0.22
-122.35,37.96,32.0,1991.0,504.0,1139.0,423.0,2.0353,0.2272
-122.35,37.97,43.0,2178.0,482.0,1545.0,471.0,2.5863,0.2244
-122.35,37.97,31.0,2892.0,685.0,2104.0,641.0,3.2188,0.2276
-122.32,37.97,33.0,1595.0,292.0,991.0,300.0,4.6937,0.2682
-122.32,37.97,33.0,1156.0,190.0,643.0,209.0,4.5,0.3132
-122.33,37.97,19.0,5151.0,1335.0,2548.0,1165.0,3.3125,0.3176
-122.33,37.98,32.0,1967.0,348.0,1144.0,364.0,4.4135,0.3002
-122.33,37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,0.2616
-122.34,37.97,19.0,2237.0,580.0,1438.0,551.0,2.3382,0.2414
-122.33,37.96,46.0,1222.0,236.0,819.0,251.0,3.9118,0.2588
-122.35,37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,0.2284
-122.35,37.96,29.0,1899.0,524.0,1357.0,443.0,1.875,0.1944
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,0.1954
-122.35,37.95,31.0,2449.0,595.0,1801.0,548.0,2.6328,0.2206
-122.35,37.96,34.0,1428.0,335.0,1272.0,319.0,2.5461,0.1878
-122.36,37.96,30.0,950.0,317.0,1073.0,280.0,1.8664,0.2156
-122.32,37.96,25.0,1728.0,403.0,934.0,412.0,3.375,0.2674
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,0.3656
-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,0.2922
-122.33,37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,0.2416
-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,0.2666
-122.34,37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,0.2072
-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,0.3302
-122.32,37.94,46.0,1901.0,295.0,833.0,352.0,5.5196,0.4216
-122.32,37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,0.3738
-122.33,37.95,42.0,1627.0,336.0,848.0,316.0,3.7708,0.2892
-122.33,37.94,45.0,1226.0,279.0,590.0,260.0,2.8833,0.2808
-122.33,37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,0.2816
-122.33,37.94,43.0,1876.0,389.0,807.0,377.0,3.1571,0.2832
-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,0.2782
-122.33,37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,0.3016
-122.34,37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,0.2682
-122.33,37.95,45.0,1585.0,329.0,981.0,373.0,3.0313,0.2716
-122.33,37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,0.2852
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,0.2706
-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,0.2668
-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,0.2702
-122.34,37.95,38.0,1340.0,298.0,766.0,241.0,3.2833,0.2234
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,0.2232
-122.35,37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,0.2292
-122.36,37.95,38.0,1042.0,289.0,773.0,248.0,2.7714,0.2094
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,0.2866
-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,0.2806
-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,0.291
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,0.2878
-122.35,37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,0.2104
-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,0.2104
-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,0.1912
-122.36,37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,0.1634
-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,0.158
-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,0.2116
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,0.1458
-122.36,37.94,41.0,2591.0,585.0,1638.0,462.0,1.822,0.1594
-122.37,37.94,49.0,969.0,229.0,599.0,195.0,1.3167,0.1432
-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,0.176
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,0.1686
-122.36,37.94,43.0,369.0,107.0,371.0,111.0,1.6,0.1588
-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,0.2432
-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,0.1382
-122.37,37.93,45.0,3150.0,756.0,1798.0,749.0,1.75,0.0758
-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,0.5396
-122.42,37.93,47.0,3453.0,779.0,1353.0,728.0,4.016,0.549
-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,0.55
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,0.19
-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,0.183
-122.36,37.93,44.0,1891.0,449.0,1047.0,432.0,1.7727,0.1722
-122.36,37.93,42.0,1796.0,389.0,1107.0,372.0,1.9375,0.174
-122.37,37.93,37.0,709.0,190.0,644.0,174.0,0.8641,0.1684
-122.33,37.91,36.0,1954.0,513.0,1437.0,440.0,1.125,0.1876
-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,0.188
-122.36,37.92,52.0,215.0,41.0,126.0,43.0,1.3929,0.2084
-122.35,37.91,4.0,2851.0,798.0,1285.0,712.0,4.2895,0.3736
-122.33,37.93,34.0,2326.0,471.0,1356.0,441.0,2.3475,0.1806
-122.33,37.93,27.0,2158.0,424.0,1220.0,442.0,3.0156,0.223
-122.34,37.93,32.0,2389.0,652.0,1672.0,584.0,1.4423,0.1766
-122.34,37.93,45.0,2225.0,486.0,1304.0,459.0,2.64,0.2242
-122.35,37.93,41.0,268.0,75.0,198.0,82.0,3.2222,0.3126
-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,5.0187,0.2812
-122.33,37.92,26.0,3887.0,779.0,2512.0,740.0,2.2301,0.2448
-122.32,37.92,28.0,4649.0,977.0,2606.0,953.0,3.2674,0.2582
-122.32,37.91,34.0,2669.0,647.0,1341.0,555.0,2.6399,0.2392
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,0.3356
-122.31,37.91,43.0,2549.0,511.0,1060.0,528.0,3.6417,0.3568
-122.31,37.91,45.0,3924.0,834.0,1992.0,773.0,4.1146,0.3556
-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,0.573
-122.31,37.93,36.0,2403.0,408.0,917.0,404.0,5.0399,0.5068
-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,0.4946
-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,0.5354
-122.3,37.92,32.0,3943.0,605.0,1524.0,614.0,6.0677,0.6432
-122.29,37.92,35.0,583.0,88.0,235.0,84.0,5.943,0.5764
-122.29,37.92,32.0,1736.0,234.0,602.0,231.0,6.516,0.802
-122.3,37.93,34.0,2254.0,357.0,715.0,306.0,4.5,0.608
-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,0.5238
-122.32,37.93,33.0,296.0,73.0,216.0,63.0,2.675,0.045
-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,0.3666
-122.31,37.92,38.0,1250.0,236.0,631.0,279.0,3.724,0.4402
-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,0.3916
-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,0.3738
-122.31,37.92,43.0,2116.0,407.0,900.0,361.0,4.1587,0.4244
-122.3,37.92,33.0,1615.0,271.0,710.0,285.0,4.0804,0.478
-122.31,37.91,31.0,1432.0,348.0,681.0,348.0,2.7243,0.4362
-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,0.4008
-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,0.4182
-122.3,37.9,37.0,2125.0,489.0,912.0,462.0,2.9219,0.4344
-122.3,37.9,41.0,2053.0,435.0,873.0,415.0,3.4091,0.446
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,0.2834
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,0.325
-122.29,37.92,36.0,1450.0,235.0,568.0,234.0,6.0,0.6228
-122.29,37.91,38.0,2591.0,424.0,905.0,378.0,5.1691,0.5264
-122.29,37.91,46.0,2085.0,346.0,748.0,354.0,4.0536,0.524
-122.29,37.91,40.0,2085.0,329.0,796.0,339.0,5.5357,0.5474
-122.29,37.9,52.0,2657.0,500.0,1131.0,489.0,4.4286,0.4698
-122.28,37.91,38.0,2501.0,348.0,805.0,329.0,6.5576,0.717
-122.28,37.9,49.0,3191.0,516.0,1148.0,507.0,6.3538,0.6674
-122.28,37.9,52.0,1369.0,249.0,490.0,248.0,4.1212,0.575
-122.28,37.91,41.0,3009.0,482.0,1053.0,490.0,5.828,0.6488
-122.27,37.91,47.0,1930.0,315.0,692.0,296.0,6.3669,0.631
-122.28,37.91,48.0,2083.0,298.0,685.0,286.0,7.3089,0.6624
-124.17,41.8,16.0,2739.0,480.0,1259.0,436.0,3.7557,0.2188
-124.3,41.8,19.0,2672.0,552.0,1298.0,478.0,1.9797,0.1716
-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,0.1464
-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,0.1368
-124.19,41.78,15.0,3140.0,714.0,1645.0,640.0,1.6654,0.1492
-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,0.1566
-124.21,41.75,20.0,3810.0,787.0,1993.0,721.0,2.0074,0.1338
-124.17,41.76,20.0,2673.0,538.0,1282.0,514.0,2.4605,0.2118
-124.16,41.74,15.0,2715.0,569.0,1532.0,530.0,2.1829,0.139
-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,0.2448
-124.16,41.92,19.0,1668.0,324.0,841.0,283.0,2.1336,0.15
-124.3,41.84,17.0,2677.0,531.0,1244.0,456.0,3.0313,0.2072
-124.15,41.81,17.0,3276.0,628.0,3546.0,585.0,2.2868,0.2062
-123.91,41.68,22.0,1880.0,360.0,743.0,314.0,2.9688,0.3054
-123.83,41.88,18.0,1504.0,357.0,660.0,258.0,3.13,0.2334
-123.92,41.54,22.0,2920.0,636.0,1382.0,499.0,2.0202,0.1422
-119.94,38.96,20.0,1451.0,386.0,467.0,255.0,1.5536,0.425
-119.95,38.95,8.0,430.0,107.0,36.0,18.0,2.625,0.375
-119.95,38.95,22.0,1058.0,352.0,851.0,269.0,2.02,0.175
-119.95,38.95,21.0,2046.0,580.0,952.0,353.0,1.7245,0.1844
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,0.1826
-119.95,38.94,24.0,2180.0,517.0,755.0,223.0,2.5875,0.3468
-119.93,38.94,27.0,1709.0,408.0,97.0,44.0,2.4917,0.4
-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,1.9667,0.1692
-119.97,38.93,24.0,856.0,185.0,388.0,108.0,3.1806,0.2144
-119.98,38.96,25.0,2443.0,444.0,868.0,342.0,3.5417,0.2296
-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,0.2632
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,0.2084
-119.96,38.93,22.0,2731.0,632.0,1215.0,483.0,2.83,0.221
-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,0.2736
-119.98,38.94,25.0,1339.0,328.0,503.0,219.0,1.9018,0.2194
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,0.1986
-119.99,38.94,24.0,1216.0,289.0,421.0,185.0,3.1625,0.2072
-119.99,38.94,22.0,3119.0,640.0,786.0,351.0,3.0806,0.237
-119.99,38.93,23.0,1882.0,414.0,673.0,277.0,2.9091,0.2838
-119.98,38.93,28.0,1194.0,272.0,494.0,203.0,2.3281,0.1716
-119.98,38.93,25.0,1262.0,293.0,534.0,226.0,2.6607,0.1808
-119.98,38.92,27.0,2682.0,606.0,1010.0,399.0,3.15,0.1738
-119.98,38.92,28.0,1408.0,312.0,522.0,221.0,2.0708,0.1792
-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722,0.6268
-120.01,38.93,22.0,3080.0,610.0,1045.0,425.0,2.996,0.2522
-120.0,38.92,17.0,1106.0,207.0,466.0,180.0,3.3295,0.2532
-120.0,38.92,26.0,529.0,116.0,191.0,83.0,3.5,0.2072
-120.01,38.92,23.0,964.0,246.0,485.0,198.0,1.7188,0.1922
-120.01,38.92,25.0,1758.0,357.0,689.0,278.0,2.675,0.2084
-120.02,38.91,22.0,2138.0,493.0,829.0,330.0,2.2056,0.2144
-120.02,38.92,24.0,1194.0,246.0,414.0,151.0,3.2396,0.2038
-120.01,38.91,27.0,968.0,191.0,283.0,143.0,2.0938,0.1888
-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,0.1734
-120.01,38.89,24.0,1669.0,422.0,589.0,281.0,3.0089,0.2016
-120.0,38.9,21.0,1653.0,419.0,737.0,308.0,1.9727,0.2282
-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,0.2156
-119.98,38.9,16.0,3109.0,572.0,885.0,334.0,3.5,0.2694
-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,0.325
-120.0,38.87,12.0,1437.0,268.0,395.0,144.0,4.225,0.2552
-119.96,38.84,17.0,2722.0,512.0,828.0,289.0,3.5714,0.2194
-120.02,38.76,15.0,3142.0,618.0,725.0,285.0,4.3333,0.2428
-120.04,38.86,16.0,2708.0,481.0,712.0,261.0,3.7891,0.2354
-120.03,38.89,15.0,3042.0,588.0,918.0,336.0,3.8333,0.2376
-120.02,38.86,19.0,2429.0,459.0,883.0,300.0,3.017,0.1952
-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,0.175
-120.16,39.04,18.0,2040.0,402.0,350.0,129.0,4.0313,0.252
-120.16,39.01,16.0,1463.0,264.0,54.0,26.0,4.975,0.4126
-120.06,39.01,19.0,2967.0,528.0,112.0,48.0,4.0714,0.875
-120.1,38.91,33.0,1561.0,282.0,30.0,11.0,1.875,1.000002
-120.97,38.91,7.0,4341.0,716.0,1978.0,682.0,4.8311,0.3444
-121.04,38.81,11.0,3522.0,623.0,1456.0,544.0,3.93,0.3268
-120.72,38.94,10.0,1604.0,352.0,540.0,190.0,3.7625,0.2264
-120.88,38.91,15.0,3876.0,778.0,1960.0,691.0,2.902,0.2546
-120.92,38.86,11.0,1720.0,345.0,850.0,326.0,3.2027,0.2572
-120.87,38.83,12.0,2180.0,423.0,1070.0,377.0,2.8562,0.2564
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,0.2652
-120.81,38.89,17.0,1438.0,324.0,675.0,268.0,2.9444,0.2386
-120.79,38.83,15.0,1374.0,291.0,709.0,239.0,1.7222,0.237
-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,0.2402
-120.5,38.87,10.0,81.0,41.0,55.0,16.0,4.9583,0.175
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,0.191
-121.09,38.68,15.0,5218.0,711.0,1949.0,659.0,4.7083,0.4266
-121.08,38.67,10.0,2499.0,331.0,1040.0,333.0,6.844,0.4792
-121.07,38.66,22.0,1831.0,274.0,813.0,269.0,4.6394,0.3468
-121.06,38.7,9.0,13255.0,1739.0,5001.0,1627.0,6.314,0.4578
-121.0,38.58,12.0,3425.0,549.0,1357.0,451.0,5.3344,0.435
-121.01,38.73,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,0.395
-120.99,38.69,5.0,5743.0,1074.0,2651.0,962.0,4.1163,0.345
-121.02,38.66,4.0,7392.0,1155.0,3096.0,1065.0,4.5246,0.3978
-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,0.3758
-120.98,38.67,13.0,3432.0,516.0,1286.0,470.0,5.584,0.3732
-120.98,38.66,9.0,2073.0,404.0,916.0,373.0,3.225,0.3266
-120.98,38.68,5.0,4810.0,909.0,2242.0,900.0,3.2964,0.3538
-120.95,38.69,10.0,3421.0,563.0,1689.0,545.0,5.2032,0.4342
-120.96,38.66,11.0,2339.0,436.0,1062.0,380.0,3.9036,0.3616
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,0.6012
-120.93,38.65,12.0,2213.0,384.0,1097.0,351.0,4.5568,0.3402
-120.91,38.62,12.0,4545.0,748.0,2033.0,718.0,4.1843,0.4152
-120.95,38.79,12.0,3247.0,579.0,1459.0,517.0,4.3981,0.4056
-120.93,38.77,9.0,2229.0,355.0,788.0,341.0,5.5111,0.3926
-120.91,38.73,11.0,5460.0,859.0,2645.0,838.0,4.835,0.4612
-120.87,38.71,13.0,2692.0,470.0,1302.0,420.0,4.0,0.3348
-120.84,38.77,11.0,1013.0,188.0,410.0,158.0,4.825,0.3692
-120.86,38.75,15.0,1533.0,300.0,674.0,287.0,2.5625,0.2922
-120.83,38.74,17.0,3685.0,775.0,1714.0,734.0,2.2269,0.2566
-120.84,38.73,17.0,2616.0,492.0,1158.0,457.0,2.8807,0.2852
-120.81,38.73,38.0,2005.0,385.0,882.0,353.0,2.5104,0.241
-120.78,38.74,28.0,4236.0,877.0,2008.0,881.0,2.1603,0.2226
-120.81,38.74,29.0,2259.0,482.0,1099.0,463.0,2.3314,0.2432
-120.76,38.76,21.0,3509.0,606.0,1576.0,564.0,2.6392,0.297
-120.76,38.73,17.0,512.0,129.0,314.0,140.0,1.5625,0.2166
-120.78,38.73,31.0,3117.0,616.0,1606.0,588.0,2.9844,0.2558
-120.81,38.73,42.0,1276.0,260.0,799.0,259.0,2.7273,0.2572
-120.78,38.72,19.0,4414.0,767.0,1865.0,699.0,3.6406,0.3018
-120.67,38.76,35.0,2104.0,403.0,1060.0,400.0,2.1682,0.2762
-120.7,38.75,19.0,2325.0,430.0,967.0,376.0,2.9,0.3174
-120.71,38.73,17.0,2146.0,396.0,862.0,351.0,2.9219,0.2826
-120.58,38.77,15.0,2155.0,394.0,857.0,356.0,4.03,0.2824
-120.58,38.77,21.0,1661.0,406.0,789.0,319.0,2.3583,0.2174
-120.6,38.76,22.0,1236.0,273.0,615.0,248.0,3.0217,0.2138
-120.59,38.76,21.0,1728.0,417.0,731.0,334.0,1.7266,0.1894
-120.63,38.75,17.0,3145.0,621.0,1432.0,559.0,2.7201,0.235
-120.7,38.69,13.0,4492.0,821.0,2093.0,734.0,4.0709,0.3034
-120.63,38.73,11.0,4577.0,836.0,1944.0,700.0,4.0675,0.2804
-120.62,38.71,10.0,6305.0,1150.0,2597.0,921.0,4.0197,0.2644
-120.63,38.68,14.0,1821.0,316.0,769.0,266.0,3.0789,0.2634
-120.54,38.75,9.0,3006.0,540.0,1102.0,418.0,3.9812,0.2732
-120.76,38.6,14.0,2925.0,625.0,1226.0,437.0,2.5865,0.2676
-120.66,38.61,19.0,2715.0,596.0,1301.0,473.0,2.5042,0.2528
-120.72,38.57,8.0,892.0,185.0,427.0,164.0,2.6833,0.2376
-120.59,38.53,15.0,432.0,87.0,208.0,73.0,3.6125,0.2
-120.44,38.61,9.0,2598.0,548.0,796.0,297.0,3.5192,0.196
-120.32,38.71,13.0,1115.0,255.0,86.0,32.0,3.5667,0.2312
-120.08,38.8,34.0,1988.0,511.0,36.0,15.0,4.625,0.325
-120.88,38.58,8.0,3417.0,604.0,1703.0,623.0,4.0827,0.3414
-120.84,38.63,12.0,1313.0,231.0,731.0,232.0,5.7373,0.4166
-120.81,38.67,14.0,8396.0,1578.0,3952.0,1474.0,3.0565,0.2376
-120.76,38.65,17.0,2319.0,430.0,1126.0,372.0,3.5511,0.3118
-120.85,38.69,18.0,5928.0,1097.0,2697.0,1096.0,3.4872,0.2828
-120.79,38.7,13.0,5036.0,1034.0,2243.0,923.0,2.3319,0.277
-119.81,36.73,51.0,956.0,196.0,662.0,180.0,2.101,0.1134
-119.81,36.73,47.0,1314.0,416.0,1155.0,326.0,1.372,0.0992
-119.81,36.74,36.0,607.0,155.0,483.0,146.0,1.5625,0.095
-119.79,36.73,52.0,112.0,28.0,193.0,40.0,1.975,0.095
-119.8,36.73,45.0,925.0,231.0,797.0,228.0,1.7011,0.0896
-119.8,36.72,43.0,1286.0,360.0,972.0,345.0,0.9513,0.1008
-119.81,36.72,46.0,1414.0,268.0,902.0,243.0,1.5833,0.1134
-119.81,36.73,50.0,772.0,194.0,606.0,167.0,2.2206,0.1184
-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,0.106
-119.77,36.72,43.0,1763.0,389.0,1623.0,390.0,1.4427,0.0954
-119.78,36.73,52.0,1377.0,319.0,1280.0,259.0,1.2344,0.0866
-119.77,36.73,45.0,1081.0,241.0,821.0,230.0,1.7829,0.1052
-119.77,36.75,39.0,1287.0,332.0,1386.0,306.0,1.5227,0.0938
-119.77,36.74,20.0,1855.0,519.0,1091.0,443.0,1.5547,0.1878
-119.78,36.74,15.0,1461.0,415.0,924.0,356.0,2.5045,0.1806
-119.78,36.75,35.0,2114.0,506.0,2050.0,474.0,1.2375,0.1
-119.78,36.75,31.0,1404.0,379.0,1515.0,387.0,1.2813,0.1128
-119.79,36.74,35.0,853.0,296.0,1228.0,289.0,1.0513,0.0792
-119.79,36.74,52.0,173.0,87.0,401.0,84.0,2.1094,0.15
-119.8,36.74,25.0,1717.0,542.0,1343.0,471.0,0.799,0.1036
-119.8,36.75,41.0,1659.0,466.0,1391.0,447.0,1.3527,0.1224
-119.79,36.75,33.0,3161.0,934.0,3530.0,846.0,1.123,0.0934
-119.82,36.74,52.0,610.0,128.0,406.0,122.0,1.8967,0.0876
-119.82,36.72,25.0,2581.0,528.0,1642.0,509.0,1.6435,0.1052
-119.82,36.72,17.0,1276.0,242.0,927.0,238.0,2.6176,0.1082
-119.83,36.73,21.0,1702.0,358.0,1347.0,316.0,2.4137,0.1242
-119.83,36.72,28.0,60.0,10.0,46.0,13.0,4.35,0.135
-119.83,36.71,43.0,355.0,81.0,233.0,75.0,2.4167,0.1478
-119.79,36.72,19.0,1719.0,391.0,1369.0,368.0,1.25,0.106
-119.8,36.71,29.0,1541.0,291.0,1007.0,313.0,2.0043,0.107
-119.81,36.71,25.0,1026.0,221.0,789.0,183.0,1.5625,0.1056
-119.8,36.72,19.0,1334.0,336.0,1171.0,319.0,1.0481,0.097
-119.8,36.72,15.0,1908.0,417.0,1383.0,375.0,1.0472,0.1156
-119.79,36.7,23.0,1731.0,363.0,1210.0,341.0,1.3922,0.099
-119.8,36.7,28.0,1592.0,304.0,962.0,282.0,1.3304,0.1026
-119.81,36.7,52.0,314.0,57.0,178.0,66.0,1.2404,0.105
-119.78,36.72,22.0,354.0,121.0,530.0,115.0,2.1458,0.0688
-119.79,36.72,41.0,1562.0,322.0,927.0,277.0,1.3047,0.0882
-119.78,36.71,35.0,1987.0,394.0,1233.0,383.0,1.3587,0.0906
-119.74,36.71,17.0,5872.0,1250.0,5034.0,1224.0,2.1905,0.1236
-119.76,36.71,29.0,1745.0,441.0,1530.0,391.0,1.5611,0.0888
-119.76,36.72,24.0,1240.0,265.0,1035.0,232.0,2.875,0.1212
-119.75,36.71,38.0,1481.0,353.0,1543.0,372.0,1.4577,0.0996
-119.74,36.73,34.0,1254.0,272.0,1056.0,279.0,2.3269,0.1016
-119.74,36.72,25.0,3972.0,842.0,2863.0,729.0,2.1304,0.117
-119.75,36.72,22.0,3247.0,859.0,4179.0,881.0,1.3343,0.1216
-119.76,36.73,46.0,1347.0,282.0,854.0,267.0,1.8723,0.1052
-119.76,36.73,39.0,1553.0,363.0,1449.0,341.0,1.4419,0.091
-119.75,36.73,39.0,2290.0,539.0,1685.0,536.0,1.6325,0.1042
-119.74,36.73,42.0,1236.0,272.0,946.0,261.0,2.0536,0.1
-119.69,36.75,6.0,1926.0,303.0,965.0,316.0,4.7463,0.1862
-119.67,36.74,19.0,2788.0,614.0,1365.0,525.0,2.7813,0.2406
-119.69,36.74,17.0,2438.0,598.0,1563.0,538.0,1.5449,0.125
-119.69,36.75,13.0,2343.0,409.0,1347.0,405.0,4.0027,0.1862
-119.67,36.73,27.0,2845.0,417.0,1219.0,460.0,4.9196,0.2358
-119.69,36.73,30.0,2437.0,349.0,1005.0,380.0,7.2211,0.3434
-119.69,36.74,23.0,2097.0,385.0,911.0,405.0,3.5128,0.2432
-119.69,36.71,25.0,556.0,79.0,249.0,71.0,4.4583,0.2166
-119.67,36.72,31.0,843.0,140.0,453.0,149.0,2.6875,0.3076
-119.73,36.73,7.0,2461.0,647.0,1587.0,551.0,1.4007,0.45
-119.72,36.73,9.0,1914.0,491.0,1116.0,424.0,1.4646,0.1318
-119.72,36.72,15.0,1713.0,246.0,766.0,232.0,6.8162,0.2544
-119.73,36.72,26.0,2645.0,1005.0,1660.0,991.0,0.6991,0.179
-119.73,36.73,9.0,1621.0,428.0,678.0,394.0,2.2437,0.1084
-119.71,36.73,19.0,3972.0,585.0,1586.0,560.0,5.2608,0.3028
-119.72,36.71,7.0,2456.0,463.0,1350.0,424.0,3.0179,0.1832
-119.73,36.72,15.0,2246.0,456.0,1190.0,403.0,2.0294,0.1408
-119.73,36.68,32.0,755.0,205.0,681.0,207.0,1.7986,0.0986
-119.69,36.69,36.0,1432.0,269.0,836.0,237.0,2.1563,0.1766
-119.76,36.68,29.0,1243.0,312.0,836.0,277.0,1.8355,0.1484
-119.67,36.65,20.0,2512.0,449.0,1464.0,450.0,3.9211,0.1846
-119.63,36.64,33.0,1036.0,181.0,620.0,174.0,3.4107,0.2208
-119.65,36.62,6.0,1931.0,422.0,1344.0,414.0,1.6607,0.116
-119.68,36.63,39.0,1237.0,256.0,638.0,239.0,3.0139,0.1306
-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,0.179
-119.68,36.62,31.0,834.0,229.0,616.0,211.0,1.6602,0.1224
-119.73,36.62,35.0,2080.0,365.0,1026.0,333.0,3.5781,0.1856
-119.73,36.59,31.0,1551.0,296.0,1058.0,287.0,3.3438,0.1852
-119.8,36.68,31.0,2214.0,432.0,1326.0,416.0,2.1691,0.1334
-119.78,36.65,27.0,1226.0,240.0,706.0,211.0,2.77,0.1368
-119.82,36.64,30.0,1694.0,312.0,1008.0,321.0,2.2466,0.192
-119.8,36.65,34.0,2263.0,423.0,1184.0,407.0,1.7692,0.1484
-119.89,36.73,43.0,524.0,93.0,302.0,93.0,2.6146,0.1626
-119.87,36.72,30.0,1584.0,316.0,984.0,300.0,2.0658,0.1358
-119.89,36.7,32.0,1485.0,269.0,867.0,271.0,2.5809,0.1566
-119.85,36.74,35.0,1191.0,190.0,537.0,182.0,3.5375,0.1934
-119.84,36.77,6.0,1853.0,473.0,1397.0,417.0,1.4817,0.144
-119.83,36.76,15.0,3291.0,772.0,1738.0,634.0,1.976,0.1346
-119.82,36.75,41.0,1022.0,209.0,741.0,213.0,2.0781,0.0976
-119.84,36.75,34.0,1186.0,300.0,774.0,271.0,1.575,0.1142
