userId,user_churned,average_events_weekend,average_events_weekday,num_songs_played_7d,num_ads_7d,num_error_7d,num_songs_played_30d,num_songs_played_90d,num_sessions,avg_time_per_session,avg_events_per_session,avg_gap_between_session,num_events,num_songs,num_artists,num_thumbs_down,num_thumbs_up,num_add_to_playlist,num_ads,num_add_friend,num_downgrade,num_upgrade,num_error,percentage_ad,days_since_active,repeats_ratio
11255,0,74.2,90.0873786407767,8879,35,8,8879,8879,123,17813.90243902439,87.5040650406504,2.4754098360655736,10763,8879,3759,104,608,275,35,172,1,1,8,0.00325188144569358,369,0.2745804707737358
11256,1,18.0,45.83333333333334,243,3,0,243,243,6,10065.666666666666,51.83333333333334,7.2,311,243,211,2,25,10,3,4,1,1,0,0.00964630225080386,54,0.04115226337448563
11257,0,97.30769230769229,67.89189189189189,3073,38,4,3073,3073,43,17885.418604651164,87.83720930232558,7.7857142857142865,3777,3073,1873,30,207,81,38,65,1,1,4,0.010060894890124437,377,0.16205662219329642
11258,0,122.1,86.85294117647058,3423,24,4,3423,3423,38,22551.21052631579,109.84210526315788,9.18918918918919,4174,3423,2005,41,232,94,24,61,1,1,4,0.005749880210828941,366,0.1568799298860648
11259,0,91.1,77.75609756097559,3334,30,4,3334,3334,49,16758.204081632648,83.65306122448979,6.75,4099,3334,1936,33,245,84,30,74,1,1,4,0.007318858258111734,365,0.17036592681463705
11260,1,119.66666666666669,88.875,3539,17,4,3539,3539,43,20459.139534883718,99.53488372093024,2.119047619047619,4280,3539,2061,38,243,112,17,73,1,1,4,0.00397196261682243,112,0.16445323537722525
11261,0,69.81818181818181,84.7,5563,8,2,5563,5563,65,21408.415384615382,103.03076923076924,5.140625,6697,5563,2750,43,420,181,8,108,1,1,2,0.0011945647304763324,374,0.2158907064533525
11262,0,86.375,67.875,5076,84,12,5076,5076,81,15561.814814814818,77.39506172839506,4.025,6269,5076,2690,43,396,139,84,110,1,1,12,0.013399266230658798,366,0.19641449960598897
11263,1,58.16666666666666,81.03571428571429,2131,22,2,2131,2131,36,14807.388888888889,72.72222222222223,1.9714285714285715,2618,2131,1392,23,173,68,22,38,1,1,2,0.008403361344537815,92,0.12153918348193338
11264,0,64.76470588235293,98.71698113207547,5222,18,7,5222,5222,61,21409.311475409835,103.81967213114756,5.466666666666668,6333,5222,2699,58,352,185,18,108,1,1,7,0.002842254855518712,363,0.20681731137495207
11265,0,85.64285714285714,83.73170731707317,3806,13,6,3806,3806,48,19791.291666666668,96.5,6.872340425531916,4632,3806,2170,43,259,116,13,87,1,1,6,0.002806563039723661,354,0.17682606410930113
11266,0,55.384615384615394,65.16,3253,54,3,3253,3253,56,14435.178571428569,71.03571428571429,6.072727272727272,3978,3253,1951,33,225,98,54,55,1,1,3,0.013574660633484163,362,0.15647094989240706
11267,1,81.3,57.72413793103448,1990,37,3,1990,1990,40,12397.65,62.175,4.17948717948718,2487,1990,1329,22,150,63,37,33,1,1,3,0.014877362283876157,187,0.11809045226130654
11268,0,96.33333333333331,100.5108695652174,9124,33,9,9124,9124,95,23754.157894736847,115.5894736842105,3.3297872340425534,10981,9124,3877,65,642,262,33,128,1,1,9,0.003005190784081596,363,0.26479614204296364
11269,1,127.66666666666669,69.6,596,17,1,596,596,7,20994.285714285714,104.42857142857143,3.8333333333333335,731,596,497,6,39,12,17,4,1,1,1,0.02325581395348837,34,0.07214765100671139
11270,1,113.0,59.66666666666666,922,11,2,922,922,18,12837.5,62.27777777777778,5.0,1121,922,719,8,55,33,11,26,1,1,2,0.009812667261373774,96,0.07375271149674623
11271,0,95.47058823529413,98.64444444444445,8694,15,8,8694,8694,89,24152.70786516854,117.9887640449438,3.5568181818181817,10501,8694,3743,82,582,265,15,192,1,1,8,0.00142843538710599,361,0.271911663216011
11272,0,29.0,67.0,179,9,1,179,179,5,9503.2,46.0,60.5,230,179,166,3,14,8,9,2,0,1,1,0.0391304347826087,365,0.016759776536312887
11273,1,35.125,93.4,3354,22,5,3354,3354,49,16920.38775510204,81.9795918367347,2.458333333333333,4017,3354,1973,26,223,82,22,49,1,1,5,0.005476723923325865,146,0.1562313655336911
11274,0,93.28571428571428,75.75,1048,5,1,1048,1048,11,23280.545454545456,114.45454545454544,28.3,1259,1048,812,15,67,19,5,15,1,1,1,0.003971405877680699,358,0.07919847328244277
11275,1,90.3125,98.82456140350875,5811,40,10,5811,5811,66,21987.015151515152,107.24242424242424,2.6,7078,5811,2847,62,408,180,40,89,1,1,10,0.0056513139304888394,201,0.219927723283428
11276,0,78.6,84.35135135135134,6403,26,9,6403,6403,85,18630.45882352941,91.92941176470586,3.7142857142857135,7814,6403,3024,74,471,201,26,124,1,1,9,0.003327361146659841,361,0.2320787131032329
11277,0,72.9,88.8918918918919,13245,73,17,13245,13245,199,16441.170854271353,80.76381909547739,1.383838383838384,16072,13245,4869,118,934,394,73,250,1,1,17,0.004542060726729716,367,0.3243488108720272
11278,1,134.75,81.9090909090909,1192,9,1,1192,1192,15,19598.2,96.0,2.0,1440,1192,900,11,77,31,9,27,1,1,1,0.00625,39,0.08221476510067116
11279,1,95.0,81.07692307692308,2111,18,2,2111,2111,26,20050.80769230769,99.34615384615385,3.0,2583,2111,1419,27,150,64,18,49,1,1,2,0.006968641114982578,96,0.11558503079109428
11280,0,7.0,66.72727272727273,1200,40,2,1200,1200,21,13951.666666666664,70.23809523809524,15.75,1475,1200,858,9,66,39,40,15,1,1,2,0.02711864406779661,335,0.09166666666666667
11281,0,108.42622950819671,108.33684210526316,22600,37,28,22600,22600,274,20423.8394160584,99.26277372262774,0.8351648351648352,27198,22600,6555,232,1537,678,37,404,1,1,28,0.0013603941466284286,376,0.4020353982300885
11282,0,40.25,81.39622641509433,3838,10,5,3838,3838,52,18475.98076923077,89.15384615384615,6.666666666666668,4636,3838,2140,41,253,132,10,72,1,1,5,0.0021570319240724768,367,0.18082334549244394
11283,0,47.33333333333334,64.375,1073,1,2,1073,1073,18,14999.5,73.0,19.235294117647054,1314,1073,827,12,100,24,1,19,1,0,2,0.00076103500761035,361,0.07735321528424978
11284,1,85.44444444444444,90.58333333333331,3372,2,3,3372,3372,44,18937.090909090908,91.5909090909091,2.488372093023256,4030,3372,1971,38,239,100,2,50,1,0,3,0.0004962779156327543,137,0.15599051008303674
11285,1,82.0,79.0,385,11,0,385,385,8,12082.75,59.625,0.2857142857142857,477,385,346,3,24,9,11,7,1,1,0,0.023060796645702302,8,0.02857142857142858
11286,0,80.0,89.42857142857143,1225,9,5,1225,1225,14,21775.0,106.57142857142857,25.384615384615387,1492,1225,920,13,96,36,9,19,1,1,5,0.006032171581769437,338,0.08244897959183672
11287,0,52.0,77.91836734693878,3628,13,10,3628,3628,53,17257.69811320755,82.83018867924528,6.5,4390,3628,2033,36,272,124,13,56,1,1,10,0.00296127562642369,365,0.18109151047409044
11288,0,100.47826086956522,84.63414634146342,7646,17,9,7646,7646,92,20515.58695652174,100.55434782608695,3.3406593406593412,9251,7646,3424,79,523,228,17,158,1,1,9,0.0018376391741433359,366,0.2564739733193827
11289,0,59.2,83.65454545454546,4266,24,6,4266,4266,55,19157.727272727272,94.41818181818182,6.185185185185184,5193,4266,2336,43,305,135,24,73,1,1,6,0.00462160600808781,371,0.17862165963431784
11290,1,126.0,77.0909090909091,799,1,3,799,799,10,19952.4,97.4,5.0,974,799,651,4,65,29,1,8,1,1,3,0.001026694045174538,53,0.04755944931163958
11291,1,72.2,93.76,4401,36,4,4401,4401,53,20606.283018867925,102.07547169811322,3.25,5410,4401,2376,40,328,145,36,84,1,1,4,0.0066543438077634005,195,0.18586684844353552
11292,0,105.11764705882355,73.25,6302,48,7,6302,6302,86,18356.116279069767,88.9186046511628,3.6705882352941175,7647,6302,3052,74,450,185,48,115,1,1,7,0.006276971361318164,377,0.2304030466518565
11293,0,96.16666666666669,91.64705882352942,11361,77,24,11361,11361,143,19729.573426573428,97.65034965034964,2.0492957746478875,13964,11361,4424,133,792,354,77,235,1,1,24,0.00551417931824692,367,0.2953965319954229
11294,0,74.0,76.7258064516129,4718,33,2,4718,4718,67,17406.611940298506,85.3582089552239,4.96969696969697,5719,4718,2487,38,354,129,33,78,1,1,2,0.005770239552369295,365,0.1973293768545994
11295,0,59.5,72.96296296296295,1775,25,0,1775,1775,29,15063.862068965518,76.13793103448276,12.107142857142858,2208,1775,1184,19,145,52,25,33,1,1,0,0.011322463768115942,358,0.11042253521126766
11296,1,81.0,79.23913043478261,4027,1,7,4027,4027,58,17294.758620689656,83.79310344827586,2.543859649122807,4860,4027,2222,50,268,109,1,66,1,0,7,0.000205761316872428,176,0.16910851750682887
11297,0,51.66666666666666,63.67857142857143,1809,21,1,1809,1809,36,12367.611111111111,62.444444444444436,9.428571428571429,2248,1809,1205,21,148,44,21,40,1,1,1,0.009341637010676156,363,0.11387506909894972
11298,0,108.23076923076924,89.46511627906976,8749,29,8,8749,8749,103,21213.242718446603,102.01941747572815,2.9411764705882355,10508,8749,3800,95,601,265,29,147,1,1,8,0.0027598020555767034,363,0.2636872785461195
11299,1,158.0,87.6875,3245,4,2,3245,3245,35,22814.514285714286,111.77142857142857,8.852941176470589,3912,3245,1916,34,212,108,4,59,1,0,2,0.0010224948875255623,324,0.1510015408320493
11300,1,0.0,74.0,117,0,0,117,117,3,9183.333333333334,49.33333333333334,0.0,148,117,113,4,7,3,0,1,1,0,0,0.0,4,0.0
11301,1,0.0,65.16666666666667,317,7,0,317,317,6,12967.166666666664,65.16666666666667,6.8,391,317,279,3,23,8,7,8,1,1,0,0.017902813299232736,45,0.03785488958990535
12001,1,83.3913043478261,91.27950310559008,15071,25,26,15071,15071,222,16820.828828828828,83.47747747747748,1.158371040723982,18532,15071,5221,147,1389,508,25,273,1,1,26,0.0013490179149579107,365,0.33866365868223736
12002,0,64.52631578947367,87.67441860465117,4008,45,0,4008,4008,65,15351.984615384617,76.86153846153846,4.859375,4996,4008,2227,40,373,131,45,77,1,1,0,0.009007205764611687,373,0.1858782435129741
12003,0,90.46428571428572,71.98387096774194,9316,51,11,9316,9316,153,15107.111111111111,74.89542483660131,1.8421052631578947,11459,9316,3869,84,821,271,51,177,1,1,11,0.004450650143991622,366,0.2747960498067841
12004,1,97.4,91.30357142857143,4995,10,3,4995,4995,62,20113.016129032258,98.17741935483869,1.524590163934426,6087,4995,2586,47,425,139,10,83,1,1,3,0.001642845408247084,371,0.20280280280280286
12005,0,65.46666666666667,70.47058823529412,3756,19,3,3756,3756,64,14471.84375,71.5,1.1746031746031746,4576,3756,2106,34,307,86,19,70,1,1,3,0.004152097902097902,365,0.17678381256656014
12006,0,74.43478260869566,91.48148148148148,9387,42,13,9387,9387,130,18008.384615384617,89.16923076923077,2.2790697674418605,11592,9387,3923,104,874,281,42,142,1,1,13,0.0036231884057971015,374,0.2784702247789496
12007,0,76.76,92.54945054945057,8376,48,12,8376,8376,116,18091.05172413793,89.14655172413794,2.6869565217391305,10341,8376,3658,93,768,278,48,157,1,1,12,0.004641717435451117,369,0.2554918815663801
12008,0,49.444444444444436,87.0,3034,41,5,3034,3034,47,16007.893617021276,81.65957446808511,7.108695652173912,3838,3034,1814,33,301,90,41,52,1,1,5,0.010682647212089629,358,0.1532630191166776
12009,0,79.6470588235294,61.0625,4236,33,4,4236,4236,74,14252.756756756755,71.10810810810811,1.1095890410958904,5262,4236,2314,48,368,151,33,92,1,1,4,0.006271379703534778,358,0.1867327667610954
12010,0,72.2258064516129,91.27472527472528,8514,41,13,8514,8514,132,15948.833333333336,79.88636363636364,2.175572519083969,10545,8514,3659,77,751,266,41,160,1,1,13,0.00388809862494073,362,0.2715527366690157
12011,0,56.7,55.735294117647065,1963,16,2,1963,1963,40,12108.225,61.55,8.102564102564102,2462,1963,1284,28,173,65,16,31,1,1,2,0.006498781478472786,361,0.1212429954151808
12012,0,74.8,88.5546875,11064,10,14,11064,11064,153,17945.339869281044,88.7516339869281,1.8947368421052633,13579,11064,4309,111,1041,335,10,237,1,1,14,0.0007364312541424258,369,0.3028741865509761
12013,0,50.5,70.1,2440,16,5,2440,2440,35,17256.942857142858,85.88571428571429,2.676470588235294,3006,2440,1557,19,203,76,16,63,1,1,5,0.0053226879574184965,360,0.139344262295082
12014,1,66.75,73.05,1376,10,0,1376,1376,23,14835.304347826086,75.1304347826087,2.9545454545454546,1728,1376,975,13,152,38,10,32,1,1,0,0.005787037037037037,361,0.11046511627906974
12015,0,71.73684210526315,95.53763440860214,8306,42,9,8306,8306,110,18852.054545454543,93.16363636363636,0.6788990825688074,10248,8306,3588,89,751,269,42,155,1,1,9,0.004098360655737704,364,0.2640260052973754
12016,1,68.1,67.80555555555556,2522,3,5,2522,2522,40,15761.675,78.05,6.102564102564102,3122,2522,1596,27,225,84,3,56,1,1,5,0.0009609224855861627,372,0.13084853291038856
12017,1,44.7,86.875,3171,26,3,3171,3171,44,17760.204545454544,89.13636363636364,7.6976744186046515,3922,3171,1880,29,284,88,26,63,1,1,3,0.006629270780214178,371,0.16398612425102488
12018,1,67.22222222222223,78.94594594594595,2890,9,4,2890,2890,50,14414.66,70.52,-4.163265306122448,3526,2890,1771,49,243,70,9,59,1,1,4,0.002552467385138968,354,0.1470588235294118
12019,0,63.09090909090909,88.125,4006,35,2,4006,4006,47,21191.042553191488,104.76595744680851,7.2391304347826075,4924,4006,2186,45,365,119,35,85,1,1,2,0.007108042242079609,361,0.19171243135297056
12020,1,112.95555555555555,108.20786516853931,19979,23,26,19979,19979,256,19381.34765625,95.09375,0.9176470588235294,24344,19979,6104,204,1727,587,23,343,1,1,26,0.0009447913243509693,361,0.3765453726412733
12021,1,51.375,98.3125,8652,73,12,8652,8652,130,16358.0,82.08461538461539,0.4031007751937984,10671,8652,3682,90,724,293,73,139,1,1,12,0.0068409708555899175,383,0.26849283402681456
12022,0,47.36363636363637,81.34,3741,7,3,3741,3741,54,17088.11111111111,84.96296296296295,6.264150943396228,4588,3741,2092,30,352,118,7,76,1,1,3,0.0015257192676547515,363,0.18551189521518308
12023,0,89.92307692307692,62.34,3478,11,4,3478,3478,55,15774.745454545457,77.92727272727272,6.222222222222222,4286,3478,2008,34,313,115,11,69,1,1,4,0.002566495566962203,368,0.1684876365727429
12024,1,125.30555555555556,156.1304347826087,18328,25,25,18328,18328,265,17192.30188679245,84.77735849056604,0.0037878787878787884,22466,18328,5836,189,1699,554,25,301,1,1,25,0.0011127926644707556,373,0.3694893059799215
12025,0,113.6,64.70833333333333,3436,20,4,3436,3436,57,14882.315789473683,74.42105263157895,1.8035714285714288,4242,3436,1956,28,304,109,20,48,1,1,4,0.004714757190004715,366,0.1816065192083819
12026,0,83.5813953488372,104.47333333333331,15628,55,22,15628,15628,239,16206.117154811716,80.60669456066945,1.0588235294117647,19265,15628,5311,144,1363,505,55,281,1,1,22,0.0028549182455229693,375,0.352380342974149
12027,0,116.0,75.0,4237,10,10,4237,4237,69,15234.72463768116,77.28985507246377,1.3823529411764706,5333,4237,2302,39,408,165,10,90,1,1,10,0.0018751171948246765,361,0.18409251829124385
12028,0,55.42424242424242,100.23239436619718,13075,43,15,13075,13075,192,16828.833333333332,83.65625,1.3926701570680629,16062,13075,4809,129,1164,373,43,256,1,1,15,0.002677126136222139,372,0.3213001912045889
12029,1,26.25,80.25925925925925,1807,39,4,1807,1807,28,16070.464285714286,81.14285714285714,-7.703703703703702,2272,1807,1270,17,160,46,39,48,1,1,4,0.01716549295774648,349,0.08301051466519094
12030,1,62.91666666666666,79.98901098901098,7066,58,7,7066,7066,114,15358.745614035088,77.09649122807018,-1.0442477876106195,8789,7066,3265,67,644,213,58,136,1,1,7,0.006599158038457164,371,0.24639116897820545
12031,1,91.94736842105264,80.11627906976744,11187,76,15,11187,11187,175,15738.777142857143,79.02285714285716,0.971264367816092,13829,11187,4355,108,1011,348,76,194,1,1,15,0.00549569744739316,373,0.3032984714400644
12032,0,100.05263157894736,74.77894736842106,7270,31,8,7270,7270,112,16063.178571428569,80.40178571428571,2.684684684684685,9005,7270,3325,85,671,233,31,108,1,1,8,0.0034425319267073853,364,0.243191196698762
12033,0,72.36842105263158,78.27142857142857,5626,14,8,5626,5626,73,19244.767123287667,93.89041095890413,1.0555555555555556,6854,5626,2778,50,503,178,14,101,1,1,8,0.002042602859644004,368,0.2228937077852826
12034,1,98.38888888888887,81.95876288659794,7873,21,11,7873,7873,119,16352.008403361346,81.68907563025209,-1.3389830508474576,9721,7873,3524,93,729,233,21,121,1,1,11,0.0021602715769982518,369,0.25898640924679284
12035,0,96.84615384615385,75.8695652173913,5299,10,11,5299,5299,80,16635.875,81.175,3.3797468354430378,6494,5299,2715,48,480,150,10,104,1,1,11,0.001539882968894364,360,0.20720890734100766
12036,1,102.21818181818182,105.83870967741936,17934,32,31,17934,17934,250,17764.703999999998,88.10799999999999,0.9678714859437751,22027,17934,5796,188,1654,517,32,341,1,1,31,0.0014527625187270169,370,0.3662317385970781
12037,0,70.0,87.14814814814815,6962,13,11,6962,6962,103,16959.6213592233,83.48543689320388,2.9901960784313726,8599,6962,3230,79,658,213,13,154,1,1,11,0.0015118036981044307,365,0.23599540361964955
12038,1,103.3846153846154,90.86923076923077,11822,38,16,11822,11822,168,17649.14880952381,86.31547619047619,-0.38323353293413176,14501,11822,4533,120,1053,359,38,202,1,1,16,0.002620508930418592,340,0.3077313483336153
12039,1,94.11111111111113,66.17948717948718,2769,8,8,2769,2769,43,15888.860465116279,79.72093023255816,-3.6666666666666665,3428,2769,1709,35,246,87,8,56,1,1,8,0.002333722287047841,367,0.1462621885157096
12040,0,97.7837837837838,126.19148936170212,29980,82,47,29980,29980,451,16493.833702882483,81.79822616407981,0.3488888888888889,36891,29980,7551,290,2845,955,82,570,1,1,47,0.002222764359870971,370,0.4451634422948633
12041,1,73.75,60.39285714285714,1602,6,2,1602,1602,27,14749.074074074077,73.55555555555556,11.0,1986,1602,1095,20,145,46,6,25,1,1,2,0.0030211480362537764,310,0.10736579275905124
12042,0,72.3125,77.8,4451,30,6,4451,4451,70,15748.8,77.65714285714286,4.63768115942029,5436,4451,2336,34,369,158,30,65,1,1,6,0.005518763796909493,356,0.1970343742979106
12043,0,79.85714285714286,99.37777777777778,4598,11,7,4598,4598,55,20689.036363636365,101.63636363636364,6.018518518518517,5590,4598,2414,44,409,141,11,69,1,1,7,0.001967799642218247,361,0.19638973466724666
12044,0,92.73076923076924,88.59139784946238,8679,23,16,8679,8679,122,17886.319672131147,87.29508196721312,2.5041322314049586,10650,8679,3741,87,808,293,23,157,1,1,16,0.0021596244131455397,366,0.2692706533010716
12045,0,87.80952380952381,72.71074380165291,8673,11,13,8673,8673,139,15441.517985611508,76.56115107913669,2.1159420289855078,10642,8673,3675,82,766,265,11,162,1,1,13,0.001033640293177974,366,0.2649602213766863
12046,0,73.8,72.73913043478261,3008,16,5,3008,3008,52,14225.76923076923,71.44230769230771,5.470588235294118,3715,3008,1779,27,268,86,16,47,1,1,5,0.004306864064602961,365,0.16023936170212771
12047,0,21.125,53.8695652173913,1109,15,1,1109,1109,29,9347.06896551724,48.55172413793103,11.571428571428573,1408,1109,835,9,107,37,15,29,1,1,1,0.01065340909090909,349,0.08566275924256084
12048,1,67.51851851851852,79.9746835443038,6607,20,7,6607,6607,114,14415.04385964912,71.41228070175438,-1.4513274336283186,8141,6607,3101,72,569,194,20,110,1,1,7,0.002456700651025673,364,0.23596185863478125
12049,0,78.73684210526315,98.51807228915663,7875,18,10,7875,7875,99,19786.434343434343,97.70707070707071,3.153061224489796,9673,7875,3446,85,695,245,18,129,1,1,10,0.001860849788069885,365,0.25828571428571434
12050,0,61.56521739130435,95.48387096774192,8390,20,10,8390,8390,125,16659.703999999998,82.368,0.5806451612903226,10296,8390,3681,91,751,266,20,140,1,1,10,0.0019425019425019425,370,0.265792610250298
12051,0,90.025,84.68387096774194,13492,49,17,13492,13492,205,16380.892682926831,81.59512195121951,1.2745098039215683,16727,13492,4813,134,1248,410,49,251,1,1,17,0.002929395587971543,366,0.32804624962941
12052,0,101.3,77.63736263736264,7311,14,13,7311,7311,114,15974.570175438595,79.74561403508774,2.6283185840707963,9091,7311,3327,68,669,238,14,161,1,1,13,0.0015399846001539984,371,0.2449733278621256
12053,1,81.0,93.79166666666669,4726,4,2,4726,4726,60,19566.4,96.63333333333334,1.3898305084745763,5798,4726,2513,49,434,131,4,89,1,1,2,0.0006898930665746809,379,0.19784172661870505
12054,1,81.5,67.53061224489795,3466,15,11,3466,3466,59,14562.542372881355,72.66101694915254,4.103448275862069,4287,3466,2018,31,321,120,15,58,1,1,11,0.0034989503149055285,337,0.15954991344489322
12055,1,63.3448275862069,104.16483516483515,9227,25,8,9227,9227,134,17000.276119402984,84.44776119402985,2.2406015037593985,11316,9227,3816,87,796,271,25,154,1,1,8,0.0022092612230470133,363,0.2753874498753658
12056,0,91.71428571428572,81.22857142857143,8531,34,14,8531,8531,134,15769.582089552241,78.0223880597015,0.4887218045112782,10455,8531,3645,74,799,261,34,160,1,1,14,0.0032520325203252032,368,0.2671433595123667
12057,0,103.625,75.03571428571429,4717,21,5,4717,4717,71,16561.859154929578,82.53521126760563,4.5285714285714285,5860,4717,2469,51,427,135,21,90,1,1,5,0.0035836177474402727,364,0.1980072079711681
12058,0,100.69230769230771,73.3050847457627,4569,26,2,4569,4569,63,18020.603174603173,89.42857142857143,1.3548387096774193,5634,4569,2389,49,395,144,26,86,1,1,2,0.004614838480653177,358,0.1919457211643686
12059,0,85.92857142857143,79.76190476190476,2333,10,2,2333,2333,31,18910.35483870968,92.83870967741936,10.9,2878,2333,1482,33,202,69,10,48,1,1,2,0.003474635163307853,370,0.12730390055722252
12060,1,123.5,69.64444444444446,3170,20,4,3170,3170,53,14842.301886792451,73.11320754716981,6.4230769230769225,3875,3170,1877,33,277,97,20,55,1,1,4,0.005161290322580645,366,0.1608832807570978
12061,0,79.25,64.44444444444444,1193,8,2,1193,1193,21,13986.47619047619,70.33333333333333,2.7,1477,1193,910,8,121,33,8,21,1,1,2,0.0054163845633039935,359,0.08382229673093045
12062,0,70.25,72.72881355932203,4165,21,2,4165,4165,59,17427.898305084746,87.01694915254238,1.6724137931034482,5134,4165,2274,46,349,121,21,81,1,1,2,0.004090377873003506,369,0.17695078031212486
12063,0,84.36842105263158,69.890625,4930,48,4,4930,4930,80,15289.95,75.95,1.0886075949367089,6076,4930,2577,46,436,156,48,105,1,1,4,0.007899934167215274,362,0.20060851926977685
12064,0,79.3793103448276,78.2929292929293,8137,35,13,8137,8137,127,15884.488188976376,79.15748031496064,2.142857142857143,10053,8137,3559,77,739,275,35,157,1,1,13,0.003481547796677609,369,0.26102986358608826
12065,1,114.66666666666669,93.0,2524,1,0,2524,2524,31,20063.8064516129,98.09677419354837,4.033333333333333,3041,2524,1604,31,222,79,1,38,1,0,0,0.0003288391976323578,335,0.1327258320126783
12066,0,80.1025641025641,108.4959349593496,13430,12,15,13430,13430,183,18223.748633879786,89.99453551912569,1.456043956043956,16469,13430,4849,130,1247,399,12,238,1,1,15,0.0007286416904487219,367,0.33112434847356664
12067,1,86.33333333333331,71.34285714285714,2442,2,2,2442,2442,37,16645.08108108108,81.48648648648648,-2.305555555555556,3015,2442,1521,16,226,85,2,58,1,0,2,0.0006633499170812604,354,0.14004914004914004
12068,0,61.83333333333334,105.0,3354,3,10,3354,3354,39,21526.128205128207,106.43589743589745,8.473684210526315,4151,3354,1948,30,303,113,3,79,1,0,10,0.0007227174174897615,360,0.1630888491353608
12069,0,66.0,73.5,2372,5,2,2372,2372,37,15693.405405405403,80.02702702702703,2.7777777777777777,2961,2372,1505,30,238,83,5,45,1,1,2,0.0016886187098953055,356,0.12436762225969646
12070,0,87.23529411764706,71.65,4703,3,6,4703,4703,79,14746.367088607596,73.18987341772151,1.0,5782,4703,2519,51,446,129,3,77,1,0,6,0.0005188516084399862,365,0.18690197746119494
12071,0,83.21428571428571,73.54716981132076,8310,7,6,8310,8310,133,15503.421052631576,76.13533834586467,2.2575757575757582,10126,8310,3653,78,722,271,7,134,1,1,6,0.0006912897491605768,368,0.25752105896510225
12072,0,25.0,73.80952380952381,1345,2,0,1345,1345,24,13670.25,68.75,14.608695652173912,1650,1345,956,11,125,37,2,17,1,1,0,0.001212121212121212,360,0.09591078066914492
12073,1,75.44117647058823,88.17164179104479,11678,24,8,11678,11678,190,15338.773684210524,75.6842105263158,1.3227513227513228,14380,11678,4502,115,1066,350,24,219,1,1,8,0.0016689847009735744,368,0.3054461380373351
12074,1,72.63636363636364,91.89189189189187,10129,53,12,10129,10129,147,17092.47619047619,85.6938775510204,2.0205479452054798,12597,10129,4031,100,1013,330,53,186,1,1,12,0.004207350956576963,374,0.2898607957350182
12075,0,91.72727272727272,81.84761904761905,8664,12,9,8664,8664,126,17034.25396825397,84.22222222222223,0.44799999999999995,10612,8664,3763,85,745,275,12,163,1,1,9,0.0011307953260459858,364,0.2676592797783933
12076,0,64.9090909090909,72.34210526315789,2832,6,4,2832,2832,43,16392.372093023256,80.53488372093024,2.261904761904762,3463,2832,1737,30,263,87,6,54,1,0,4,0.0017326017903551833,346,0.15713276836158194
12077,0,71.5909090909091,78.5,8657,15,10,8657,8657,128,16770.78125,83.4453125,0.5196850393700787,10681,8657,3750,69,801,282,15,160,1,1,10,0.0014043628873700964,365,0.2626776019406261
12078,0,73.5,67.1,4217,10,3,4217,4217,76,13755.0,68.44736842105263,0.8266666666666667,5202,4217,2320,47,391,139,10,68,1,1,3,0.0019223375624759706,368,0.187099834005217
12079,1,97.13333333333334,96.35384615384615,6295,26,5,6295,6295,79,19872.13924050633,97.72151898734177,4.166666666666667,7720,6295,3001,60,560,227,26,113,1,1,5,0.003367875647668394,366,0.22875297855440824
12080,1,88.41176470588233,94.82474226804123,8703,45,8,8703,8703,113,19124.752212389383,94.6991150442478,2.642857142857143,10701,8703,3676,96,803,258,45,118,1,1,8,0.004205214465937763,372,0.2758818798115592
12081,0,74.32558139534882,96.11111111111113,13200,31,12,13200,13200,188,17269.98404255319,86.01595744680851,0.2406417112299465,16171,13200,4836,127,1210,396,31,242,1,1,12,0.0019170119349452726,369,0.3246212121212121
12082,1,104.5,86.6543209876543,7336,54,3,7336,7336,100,18270.53,91.09,2.888888888888889,9109,7336,3332,69,671,237,54,126,1,1,3,0.00592820287627621,358,0.2521810250817884
12083,0,74.92307692307692,89.84905660377359,4692,29,7,4692,4692,57,20383.368421052633,100.63157894736842,5.7142857142857135,5736,4692,2497,50,373,130,29,88,1,1,7,0.005055788005578801,373,0.19330775788576304
12084,1,75.5,58.794871794871796,2558,16,5,2558,2558,45,14047.266666666665,71.08888888888889,3.477272727272727,3199,2558,1614,22,258,80,16,58,1,1,5,0.005001562988433885,361,0.13995308835027365
12085,0,56.0,90.38,8472,7,12,8472,8472,123,17109.560975609755,85.3170731707317,0.3278688524590164,10494,8472,3711,80,795,284,7,210,1,1,12,0.0006670478368591576,365,0.2651085930122757
12086,0,68.36363636363636,96.70588235294115,3251,28,4,3251,3251,35,22878.457142857143,115.42857142857143,9.294117647058824,4040,3251,1911,26,286,99,28,67,1,1,4,0.006930693069306932,371,0.16856351891725618
12087,0,94.44444444444444,79.95774647887323,5953,18,8,5953,5953,84,17575.20238095238,87.82142857142857,1.0120481927710845,7377,5953,2926,54,562,167,18,115,1,1,8,0.002440016266775112,357,0.2173693935830674
12088,0,50.0,85.06185567010309,7732,14,6,7732,7732,140,13623.078571428572,67.86428571428571,2.079136690647482,9501,7732,3430,80,665,264,14,134,1,1,6,0.0014735291021997685,369,0.2448266942576306
12089,0,110.22641509433964,96.86875,17307,23,16,17307,17307,240,17983.604166666668,88.92083333333332,0.0,21341,17307,5634,193,1595,576,23,332,1,1,16,0.0010777376880183685,366,0.3565609291038309
