Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),BASEMENT_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),CORE_BOTTOM_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),CORE_MID_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),CORE_TOP_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_1_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_2_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_3_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_4_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_1_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_2_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_3_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_4_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_1_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_2_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_3_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_4_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),EMS:currentDayOfMonth [](TimeStep),EMS:currentDayOfWeek [](TimeStep),EMS:currentTimeOfDay [](TimeStep),EMS:currentHoliday [](TimeStep),BASEMENT:Zone Air Temperature [C](TimeStep),CORE_BOTTOM:Zone Air Temperature [C](TimeStep),CORE_MID:Zone Air Temperature [C](TimeStep),CORE_TOP:Zone Air Temperature [C](TimeStep),GROUNDFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),MIDFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_4:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_4:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_4:Zone Air Temperature [C](TimeStep),TOPFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),Whole Building:Facility Total Building Electric Demand Power [W](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),HW-LOOP-TEMP-SCHEDULE:Schedule Value [](TimeStep),CW-LOOP-TEMP-SCHEDULE:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),BLDG_LIGHT_SCH:Schedule Value [](TimeStep),COOLSYS1 CHILLER 1:Chiller Evaporator Outlet Temperature [C](TimeStep),COOLSYS1 CHILLER 2:Chiller Evaporator Outlet Temperature [C](TimeStep),HEATSYS1 BOILER:Boiler Outlet Temperature [C](TimeStep) 
 07/01  05:55:00,22.5416666666667,20.166935912121,80.9166666666667,1.5,180.833333333333,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,5.91666666666667,0.0,23.6472403805663,24.0234642153318,24.2073343902389,23.9938703060233,24.666916160785,24.6681613124813,23.3886839623423,23.6475756368358,23.7944107897311,21.6780167616833,23.3001404768275,23.4805392958531,23.8045472459464,21.5062599113678,23.2690977515124,23.6086273352168,23.6802673246661,21.4056466895229,24.2839571856472,302124.563397154,326932.676132171,629057.239529325,21.,82.2,6.7,27.,1.000000000000000E-002,6.7,6.7,76.6966489883692 
 07/01  06:00:00,22.6,20.2328633377194,81.,1.5,170.,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.,0.0,23.6388381437015,24.0049012838961,24.1886227054767,23.9692751150715,24.6598660526559,24.661184295874,23.3869841234723,23.7755744806537,23.7865279272874,21.6600304965398,23.2963902635879,23.6074863537667,23.7979873156271,21.4848686166324,23.2612276861575,23.7319287287515,23.6689472719828,21.380525009962,24.2646409894241,302124.563397154,328433.643132957,630558.206530111,21.,82.2,6.7,27.,1.000000000000000E-002,6.7,6.7,76.6966489883692 
 07/01  06:05:00,22.6333333333333,20.2534358296915,80.9166666666667,1.5,171.666666666667,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.08333333333333,0.0,23.6442996891579,24.0003748688051,24.0085383817024,23.9617497467514,24.6556165272315,24.6459029129117,23.4009170550956,23.9195783158141,23.7945113543332,21.6574851656033,23.3087164926885,23.7520177099044,23.8078008031155,21.4798414424205,23.2686493248425,23.8718079157411,23.6732773957731,21.3703282646602,24.2480853326907,371425.613362919,334688.728402679,706114.341765598,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:10:00,22.6666666666667,20.2739942558836,80.8333333333333,1.5,173.333333333333,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.16666666666667,0.0,23.6471442759389,23.9995487763742,24.0005809970467,23.9523077936555,24.6562435776759,24.6292031932417,23.4124808383812,23.992096176115,23.800896305482,21.6523948333404,23.3168569134358,23.8923997137709,23.8144712974691,21.4687715729632,23.2734355219341,23.9870598707226,23.675658398233,21.3572615589012,24.2374363246508,371425.613362919,335845.876555186,707271.489918105,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:15:00,22.7,20.294529905683,80.75,1.5,175.,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.25,0.0,23.6473342732499,23.9953332942901,24.0002592340096,23.9400806023684,24.6570221906599,24.6241926012507,23.425729399594,23.9998843574537,23.81641858306,21.6500232404039,23.327342796986,23.9885483951203,23.8305597556044,21.4622001514041,23.2797806314662,23.9992911190095,23.6866397564953,21.346707676968,24.2287164660262,371425.613362919,336381.859066114,707807.472429033,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:20:00,22.7333333333333,20.3150314427629,80.6666666666667,1.5,176.666666666667,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.33333333333333,0.0,23.6459502956362,23.9897999094775,24.0002461100296,23.9267747014079,24.6568002826857,24.6233248491177,23.4386659026844,24.0007485654566,23.8308384608089,21.6478556324978,23.3372513904103,23.9993360260936,23.8450343067534,21.4552666598938,23.2859049614955,24.0006629618491,23.6959745073134,21.3363265737873,24.2193072986651,371425.613362919,337412.445229138,708838.058592057,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:25:00,22.7666666666667,20.3355231025305,80.5833333333333,1.5,178.333333333333,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.41666666666667,0.0,23.6436210937045,23.9837368852416,24.0002457601718,23.9131098056412,24.655952624976,24.6224417260372,23.4516221945068,24.0008158749137,23.8434562401698,21.646338154418,23.3470558602821,24.0006040318846,23.8575640082128,21.4487419043868,23.2921483376149,24.0007953675156,23.7044265623669,21.3266137475364,24.2095218079063,371425.613362919,338511.13961045,709936.752973369,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:30:00,22.8,20.3559873920468,80.5,1.5,180.,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.5,0.0,23.6407302956524,23.9775013697587,24.0002460225987,23.899406445165,24.6547355395923,24.621541421997,23.4652233824309,24.0007906806146,23.8575439208337,21.6461339353065,23.357524320615,24.0007405241117,23.8713988482511,21.4434804929234,23.2991338451632,24.0007818247729,23.7142312559318,21.3182563656297,24.2000096268918,371425.613362919,339599.114190838,711024.727553757,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:35:00,22.8333333333333,20.3764276791881,80.4166666666667,1.5,181.666666666667,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.58333333333333,0.0,23.6375114962092,23.9712316310094,24.0002463753458,23.8857919089214,24.6534473339492,24.6208505256671,23.4763705797778,24.0007555732805,23.8698696523206,21.6438234982618,23.3656840305698,24.000734684535,23.8835551809796,21.4362285076977,23.3038666951333,24.000750955073,23.722144297803,21.307985496386,24.190897725153,371425.613362919,340645.095851057,712070.709213976,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:40:00,22.8666666666667,20.3968486904141,80.3333333333333,1.5,183.333333333333,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.66666666666667,0.0,23.6341075275826,23.9649586815625,24.0002467342475,23.8722936182846,24.651939661504,24.6201498916513,23.4858703604393,24.0007240357359,23.8811973498839,21.6406669942385,23.3724101935991,24.0007127806926,23.8946222305207,21.4282830396504,23.3071893187488,24.0007220301632,23.7289529028593,21.2970621846481,24.1822189674312,371425.613362919,341657.625816563,713083.239179482,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:45:00,22.9,20.4172520830293,80.25,1.5,185.,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.75,0.0,23.6306059915225,23.95866489153,24.0002470959976,23.8588976725618,24.6502026889641,24.6193752319411,23.4945264053417,24.0006979431513,23.8922162320045,21.6374309508415,23.3785117709933,24.0006918899973,23.9054021050712,21.4204121954099,23.3099053401051,24.0006977821842,23.735470894424,21.2862445397307,24.1738258598533,371425.613362919,342651.967012476,714077.580375395,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:50:00,22.9333333333333,20.4376216877143,80.1666666666667,1.5,186.666666666667,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.83333333333333,0.0,23.6270608847804,23.9523201377893,24.0002474513722,23.8455776977755,24.6483170797656,24.6185739667088,23.5027103736401,24.0006768497235,23.9029539549494,21.6344314899221,23.3843474637914,24.0006740812943,23.9159661185912,21.4129218956401,23.3123752451976,24.0006780055735,23.7417824590239,21.2758380799247,24.1659727826933,371425.613362919,343634.5315256,715060.144888518,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  06:55:00,22.9666666666667,20.4579767475249,80.0833333333333,1.5,188.333333333333,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,6.91666666666667,0.0,23.6235056320362,23.945894625365,24.0002477884295,23.8323109386086,24.6463401337574,24.6177782051027,23.5105977069402,24.0006600112912,23.9131242642662,21.631741884544,23.39007850863,24.0006593250551,23.9260557961269,21.4058801651592,23.314766615478,24.0006620946138,23.747650542883,21.265913201431,24.1585697133111,371425.613362919,344608.628784914,716034.242147833,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  07:00:00,23.,20.4783141362544,80.,1.5,190.,15335.6083286733,10899.1190589978,10899.1190589978,10899.1190589978,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1348.9583405952,869.30104275936,1348.9288435616,869.30104275936,1.,7.,7.,0.0,23.6199609829725,23.9393615141368,24.0002481002423,23.8190760155037,24.6443126255813,24.6170142258866,23.5183080684159,24.0006466354969,23.9222800962307,21.6294568307718,23.3958139071907,24.0006472081902,23.935250839886,21.399375761292,23.3171964212952,24.0006493693035,23.7526822144767,21.2565653428155,24.1518291334316,371425.613362919,345575.719943981,717001.3333069,21.,82.2,6.7,24.,0.1,6.7,6.7,76.6966489883692 
 07/01  07:05:00,23.0416666666667,20.4954010224635,79.8333333333333,1.45833333333333,191.666666666667,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.08333333333333,0.0,23.7414140004555,23.9979630601522,24.0003077148939,23.960139486983,24.6330159139322,24.6027834778857,23.6668385847523,24.0006705712888,23.9968539106782,21.762384962243,23.5424873361256,24.0006776291813,23.9973227306225,21.5288317307972,23.4593895737332,24.0006654496157,23.895941447924,21.380452665105,24.1471487693436,520947.794567483,353607.263178594,874555.057746077,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:10:00,23.0833333333333,20.5124453775427,79.6666666666667,1.41666666666667,193.333333333333,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.16666666666667,0.0,23.8178896788228,24.0002785772459,24.0003925688246,23.9986405905135,24.6408138937341,24.606444191538,23.7434702202767,24.0008764435614,24.0008430307288,21.8145404487533,23.6150255087312,24.0009038963931,24.0008434777991,21.5741294595459,23.5294103704704,24.0008483472864,23.9684197805227,21.4243278349397,24.1713349510985,520947.794567483,359894.803823921,880842.598391404,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:15:00,23.125,20.529419217707,79.5,1.375,195.,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.25,0.0,23.8651106470463,24.0004342817618,24.0004588005171,24.0003376351018,24.6495863190892,24.613111395652,23.7896198425224,24.0010200827008,24.0011039995316,21.8419457072653,23.6584147528632,24.0010367742901,24.0010872458273,21.596812339555,23.5701771891147,24.0009935289289,23.9991718258299,21.4447883641048,24.1934512978434,520947.794567483,363539.924393159,884487.718960642,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:20:00,23.1666666666667,20.5463167358823,79.3333333333333,1.33333333333333,196.666666666667,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.33333333333333,0.0,23.8949070733422,24.0004937208272,24.0005163393138,24.0004702152669,24.6568887445694,24.6190705698083,23.8222967049043,24.0010993350133,24.0011452482305,21.8600670813709,23.6888131924063,24.0011121357773,24.0011301906774,21.6105049465125,23.5982108823465,24.0010856771812,24.0009118101152,21.4563474923892,24.2098206562398,520947.794567483,366034.296604371,886982.091171855,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:25:00,23.2083333333333,20.5631613233982,79.1666666666667,1.29166666666667,198.333333333333,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.41666666666667,0.0,23.9141465830901,24.0005440512214,24.0005677555877,24.000527687027,24.662437460681,24.6236368578251,23.8486667185447,24.0011446419992,24.0011674190503,21.8744586273964,23.7132545996021,24.0011559084216,24.0011548838848,21.6207062689257,23.6207182448891,24.0011388672769,24.0010473483096,21.4648442636222,24.2222576527351,520947.794567483,368000.823677129,888948.618244612,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:30:00,23.25,20.5799467986084,79.,1.25,200.,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.5,0.0,23.9268967403354,24.000589557993,24.0006139047042,24.0005765911968,24.6666073020432,24.6270385175922,23.8715061920601,24.0011702475496,24.0011836360304,21.8868212210894,23.7344716578903,24.0011805681048,24.0011732852368,21.6291050261624,23.6403386651545,24.0011689008036,24.0010852036862,21.4718514359202,24.2329143123037,520947.794567483,369672.027825918,890619.822393401,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:35:00,23.2916666666667,20.5966509751133,78.8333333333333,1.20833333333333,201.666666666667,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.58333333333333,0.0,23.9355975779853,24.0006307685288,24.0006552826819,24.0006204902657,24.6699533253378,24.6297407221881,23.8926670166384,24.0011773909415,24.0011966548762,21.898491221006,23.7542887547191,24.0011872386716,24.0011883327589,21.6370241545515,23.6588079736268,24.0011790144706,24.001112806253,21.4786022323899,24.2426069804535,520947.794567483,371039.470473664,891987.265041147,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:40:00,23.3333333333333,20.613302927522,78.6666666666667,1.16666666666667,203.333333333333,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.66666666666667,0.0,23.9417264924625,24.000667948133,24.0006922268604,24.0006599561162,24.6727045088077,24.6319399361766,23.9126064888819,24.0011769054525,24.0012075094086,21.9096429794443,23.7731459583944,24.0011863108635,24.0012009620214,21.6446371956392,23.6765054540903,24.0011806741179,24.0011362067435,21.4852006347009,24.2520864032794,520947.794567483,372190.581380913,893138.375948396,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:45:00,23.375,20.6298905736548,78.5,1.125,205.,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.75,0.0,23.946179375494,24.0007016568367,24.0007253948817,24.000695580443,24.6749880902883,24.6337443514701,23.9315349484401,24.0011743479251,24.0012179497576,21.9203422285815,23.7912339644125,24.0011833086503,24.0012129430463,21.651999566159,23.6935931433153,24.0011794876753,24.0011575926505,21.4916798918699,24.261469713665,520947.794567483,373222.697267072,894170.491834556,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:50:00,23.4166666666667,20.6464024751882,78.3333333333333,1.08333333333333,206.666666666667,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.83333333333333,0.0,23.9495240598916,24.0007322945023,24.0007552604728,24.0007278079403,24.67692089043,24.6352603561737,23.951347014501,24.0011713855534,24.0012303340725,21.9306544116264,23.8103601345978,24.0011799159994,24.001226221615,21.6591676653899,23.7118528319609,24.001177287753,24.0011790023112,21.498094860182,24.2711525535049,520947.794567483,374194.3010253,895142.095592784,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  07:55:00,23.4583333333333,20.6628621981596,78.1666666666667,1.04166666666667,208.333333333333,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,7.91666666666667,0.0,23.9521123379189,24.0007601698935,24.0007821840436,24.0007570040466,24.678656589028,24.6366289441116,23.9746816290693,24.0011686484305,24.0012428680169,21.9406626031025,23.8330822073983,24.0011767330288,24.0012394039749,21.6662079242113,23.7338015841723,24.001174864422,24.0011993461178,21.5045075537795,24.2811570146561,520947.794567483,375128.688012863,896076.482580347,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  08:00:00,23.5,20.679253140759,78.,1.,210.,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,8.,0.0,23.9541689319587,24.0007855367737,24.000806452324,24.0007834685274,24.6803429304933,24.6380121635474,23.9996931596171,24.0011661487714,24.0012542469371,21.9504295232757,23.859172518448,24.0011737363534,24.0012512393385,21.6731683024725,23.7592940138097,24.0011723821667,24.0012175306408,21.510971516154,24.2918666589426,520947.794567483,376029.701061876,896977.49562936,21.,82.2,6.7,24.,0.3,6.7,6.7,76.6966489883692 
 07/01  08:05:00,23.5166666666667,20.6835581421233,77.9166666666667,0.958333333333333,214.166666666667,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,8.08333333333333,0.0,23.9992094304611,24.0009164047842,24.0009298331041,24.000907892302,24.6721817058758,24.6317850557144,24.0012350505325,24.0012077285166,24.001376928987,22.0484819901146,23.9787832567954,24.0012112232111,24.0013679376055,21.7674011913252,23.8775818777781,24.0012092627441,24.0013397432707,21.6034177722679,24.3011884363762,783325.563570019,384725.210132861,1168050.77370288,21.,82.2,6.7,24.,0.9,6.7,6.7,76.6966482983671 
 07/01  08:10:00,23.5333333333333,20.6878470458322,77.8333333333333,0.916666666666667,218.333333333333,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,8.16666666666667,0.0,24.0003374631652,24.0009771493043,24.0009875454409,24.0009608856559,24.6752032023872,24.6379349127625,24.0013934398549,24.0012755931513,24.0014267211509,22.1051887754709,23.9998562903481,24.0012747629722,24.0014159555868,21.8206140949316,23.9647553794257,24.0012495560814,24.0013847353715,21.6561564311238,24.3230566922574,783325.563570019,393053.803583038,1176379.36715306,21.,82.2,6.7,24.,0.9,6.7,6.7,76.6966475308084 
 07/01  08:15:00,23.55,20.6921184911522,77.75,0.875,222.5,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,8.25,0.0,24.0003883726773,24.0010078534829,24.0010170447335,24.0009899040848,24.6829427965542,24.6472160816365,24.0014263498963,24.0012716536541,24.001436907841,22.1420194616773,24.0012501122802,24.0012737365874,24.0014267838959,21.8544285375553,23.9989466402969,24.0012426932943,24.001397398525,21.6899930812399,24.3484679240481,783325.563570019,398309.737619248,1181635.30118927,21.,82.2,6.7,24.,0.9,6.7,6.7,76.6966475308084 
 07/01  08:20:00,23.5666666666667,20.6963842179296,77.6666666666667,0.833333333333333,226.666666666667,19169.5104108416,13623.8988237472,13623.8988237472,13623.8988237472,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1686.197925744,1086.6263034492,1686.161054452,1086.6263034492,1.,7.,8.33333333333333,0.0,24.0004043049548,24.0010286076425,24.0010361339662,24.0010114580745,24.6904060901718,24.6552435584331,24.0014387001652,24.0012459573298,24.0014359204628,22.1718936446191,24.0013663697362,24.0012490686951,24.0014260415863,21.8816403591384,24.00115237979,24.0012244388481,24.0014016793642,21.717385396058,24.3729677755543,783325.563570019,402006.424906795,1185331.98847681,21.,82.2,6.7,24.,0.9,6.7,6.7,76.6966475308084 
