Time,VAV_1:Des Heat Mass Flow [kg/s],VAV_1:Des Cool Mass Flow [kg/s],VAV_1:Des Heat Cap [W],VAV_1:Des Sens Cool Cap [W],VAV_2:Des Heat Mass Flow [kg/s],VAV_2:Des Cool Mass Flow [kg/s],VAV_2:Des Heat Cap [W],VAV_2:Des Sens Cool Cap [W],VAV_3:Des Heat Mass Flow [kg/s],VAV_3:Des Cool Mass Flow [kg/s],VAV_3:Des Heat Cap [W],VAV_3:Des Sens Cool Cap [W],VAV_5:Des Heat Mass Flow [kg/s],VAV_5:Des Cool Mass Flow [kg/s],VAV_5:Des Heat Cap [W],VAV_5:Des Sens Cool Cap [W] 
08:15:00,3.473767E+00,1.090883E+01,1.111080E+05,1.221623E+05,3.742863E+01,1.120628E+02,1.124288E+06,1.255094E+06,4.839659E+00,1.054007E+01,9.732776E+04,1.180126E+05,1.414254E+00,5.079364E+00,5.300796E+04,5.686407E+04 
08:20:00,3.473700E+00,1.092823E+01,1.111076E+05,1.228620E+05,3.742801E+01,1.123505E+02,1.124285E+06,1.263147E+06,4.836451E+00,1.057082E+01,9.734162E+04,1.188401E+05,1.414254E+00,5.081045E+00,5.300796E+04,5.712373E+04 
08:25:00,3.473636E+00,1.094641E+01,1.111072E+05,1.235481E+05,3.742744E+01,1.126267E+02,1.124283E+06,1.271068E+06,4.833377E+00,1.060087E+01,9.735489E+04,1.196598E+05,1.414254E+00,5.082748E+00,5.300796E+04,5.738362E+04 
08:30:00,3.473577E+00,1.096312E+01,1.111069E+05,1.242176E+05,3.742690E+01,1.128886E+02,1.124280E+06,1.278830E+06,4.830427E+00,1.062999E+01,9.736763E+04,1.204689E+05,1.414254E+00,5.084468E+00,5.300796E+04,5.764372E+04 
08:35:00,3.473521E+00,1.097798E+01,1.111066E+05,1.248663E+05,3.742639E+01,1.131326E+02,1.124278E+06,1.286391E+06,4.827593E+00,1.065783E+01,9.737987E+04,1.212636E+05,1.414254E+00,5.086204E+00,5.300796E+04,5.790399E+04 
08:40:00,3.473469E+00,1.099087E+01,1.111063E+05,1.254928E+05,3.742591E+01,1.133569E+02,1.124276E+06,1.293730E+06,4.824853E+00,1.068423E+01,9.739170E+04,1.220423E+05,1.414254E+00,5.087953E+00,5.300796E+04,5.816442E+04 
08:45:00,3.473419E+00,1.100167E+01,1.111060E+05,1.260959E+05,3.742546E+01,1.135604E+02,1.124274E+06,1.300835E+06,4.822204E+00,1.070910E+01,9.740314E+04,1.228035E+05,1.414254E+00,5.089713E+00,5.300796E+04,5.842497E+04 
08:50:00,3.473371E+00,1.101030E+01,1.111057E+05,1.266745E+05,3.742503E+01,1.137419E+02,1.124272E+06,1.307692E+06,4.819643E+00,1.073230E+01,9.741420E+04,1.235462E+05,1.414254E+00,5.091482E+00,5.300796E+04,5.868563E+04 
08:55:00,3.473326E+00,1.101666E+01,1.111054E+05,1.272276E+05,3.742462E+01,1.139003E+02,1.124270E+06,1.314290E+06,4.817166E+00,1.075376E+01,9.742490E+04,1.242691E+05,1.414254E+00,5.093258E+00,5.300796E+04,5.894637E+04 
09:00:00,3.473283E+00,1.102068E+01,1.111052E+05,1.277543E+05,3.742422E+01,1.140348E+02,1.124269E+06,1.320618E+06,4.814771E+00,1.077337E+01,9.743525E+04,1.249713E+05,1.414254E+00,5.095040E+00,5.300796E+04,5.920717E+04 
09:05:00,3.473242E+00,1.102150E+01,1.111050E+05,1.281944E+05,3.742385E+01,1.141359E+02,1.124267E+06,1.326065E+06,4.812451E+00,1.079022E+01,9.744527E+04,1.255917E+05,1.414254E+00,5.096825E+00,5.300796E+04,5.944267E+04 
09:10:00,3.473203E+00,1.101946E+01,1.111047E+05,1.286023E+05,3.742348E+01,1.142072E+02,1.124265E+06,1.331175E+06,4.810205E+00,1.080463E+01,9.745497E+04,1.261848E+05,1.414254E+00,5.098612E+00,5.300796E+04,5.967818E+04 
09:15:00,3.473165E+00,1.101462E+01,1.111045E+05,1.289787E+05,3.742313E+01,1.142491E+02,1.124264E+06,1.335955E+06,4.808028E+00,1.081669E+01,9.746437E+04,1.267513E+05,1.414254E+00,5.100399E+00,5.300796E+04,5.991370E+04 
09:20:00,3.473129E+00,1.100695E+01,1.111043E+05,1.293232E+05,3.742280E+01,1.142613E+02,1.124263E+06,1.340401E+06,4.805916E+00,1.082635E+01,9.747349E+04,1.272909E+05,1.414254E+00,5.102183E+00,5.300796E+04,6.014920E+04 
09:25:00,3.473094E+00,1.099644E+01,1.111041E+05,1.296358E+05,3.742247E+01,1.142436E+02,1.124261E+06,1.344511E+06,4.803867E+00,1.083363E+01,9.748235E+04,1.278036E+05,1.414254E+00,5.103965E+00,5.300796E+04,6.038466E+04 
09:30:00,3.473060E+00,1.098314E+01,1.111039E+05,1.299169E+05,3.742215E+01,1.141963E+02,1.124260E+06,1.348286E+06,4.801877E+00,1.083854E+01,9.749094E+04,1.282897E+05,1.414254E+00,5.105742E+00,5.300796E+04,6.062007E+04 
09:35:00,3.473027E+00,1.096789E+01,1.111037E+05,1.301762E+05,3.742184E+01,1.141284E+02,1.124258E+06,1.351831E+06,4.799944E+00,1.084199E+01,9.749929E+04,1.287593E+05,1.414254E+00,5.107511E+00,5.300796E+04,6.085540E+04 
09:40:00,3.472995E+00,1.095047E+01,1.111036E+05,1.304110E+05,3.742154E+01,1.140370E+02,1.124257E+06,1.355111E+06,4.798065E+00,1.084368E+01,9.750741E+04,1.292092E+05,1.414254E+00,5.109271E+00,5.300796E+04,6.109061E+04 
09:45:00,3.472964E+00,1.093096E+01,1.111034E+05,1.306223E+05,3.742125E+01,1.139229E+02,1.124256E+06,1.358136E+06,4.796237E+00,1.084368E+01,9.751530E+04,1.296400E+05,1.414254E+00,5.111019E+00,5.300796E+04,6.132570E+04 
09:50:00,3.472933E+00,1.090963E+01,1.111032E+05,1.308132E+05,3.742096E+01,1.137888E+02,1.124255E+06,1.360935E+06,4.794459E+00,1.084225E+01,9.752299E+04,1.300548E+05,1.414254E+00,5.112754E+00,5.300796E+04,6.156064E+04 
09:55:00,3.472904E+00,1.088686E+01,1.111030E+05,1.309878E+05,3.742068E+01,1.136381E+02,1.124253E+06,1.363547E+06,4.792727E+00,1.083969E+01,9.753047E+04,1.304568E+05,1.414254E+00,5.114472E+00,5.300796E+04,6.179539E+04 
10:00:00,3.472875E+00,1.086308E+01,1.111029E+05,1.311511E+05,3.742040E+01,1.134751E+02,1.124252E+06,1.366021E+06,4.791040E+00,1.083642E+01,9.753776E+04,1.308509E+05,1.414254E+00,5.116173E+00,5.300796E+04,6.202994E+04 
10:05:00,3.472847E+00,1.083864E+01,1.111027E+05,1.312562E+05,3.742013E+01,1.133028E+02,1.124251E+06,1.367884E+06,4.789396E+00,1.083276E+01,9.754486E+04,1.311898E+05,1.414254E+00,5.117853E+00,5.300796E+04,6.223893E+04 
10:10:00,3.472819E+00,1.081415E+01,1.111026E+05,1.313607E+05,3.741986E+01,1.131267E+02,1.124250E+06,1.369704E+06,4.787793E+00,1.082921E+01,9.755178E+04,1.315301E+05,1.414254E+00,5.119513E+00,5.300796E+04,6.244768E+04 
10:15:00,3.472791E+00,1.079022E+01,1.111024E+05,1.314716E+05,3.741960E+01,1.129525E+02,1.124249E+06,1.371546E+06,4.786229E+00,1.082635E+01,9.755854E+04,1.318780E+05,1.414254E+00,5.121148E+00,5.300796E+04,6.265616E+04 
10:20:00,3.472764E+00,1.076749E+01,1.111023E+05,1.315960E+05,3.741934E+01,1.127862E+02,1.124248E+06,1.373475E+06,4.784703E+00,1.082472E+01,9.756513E+04,1.322398E+05,1.414254E+00,5.122759E+00,5.300796E+04,6.286435E+04 
10:25:00,3.472738E+00,1.074658E+01,1.111021E+05,1.317408E+05,3.741908E+01,1.126333E+02,1.124247E+06,1.375556E+06,4.783213E+00,1.082486E+01,9.757157E+04,1.326216E+05,1.414254E+00,5.124342E+00,5.300796E+04,6.307225E+04 
10:30:00,3.472712E+00,1.072805E+01,1.111020E+05,1.319125E+05,3.741883E+01,1.124995E+02,1.124246E+06,1.377853E+06,4.781758E+00,1.082727E+01,9.757786E+04,1.330288E+05,1.414254E+00,5.125896E+00,5.300796E+04,6.327981E+04 
10:35:00,3.472686E+00,1.071256E+01,1.111018E+05,1.321183E+05,3.741857E+01,1.123910E+02,1.124244E+06,1.380433E+06,4.780336E+00,1.083254E+01,9.758400E+04,1.334682E+05,1.414254E+00,5.127421E+00,5.300796E+04,6.348704E+04 
10:40:00,3.472660E+00,1.070045E+01,1.111017E+05,1.323622E+05,3.741833E+01,1.123116E+02,1.124243E+06,1.383342E+06,4.778946E+00,1.084107E+01,9.759000E+04,1.339445E+05,1.414254E+00,5.128913E+00,5.300796E+04,6.369391E+04 
10:45:00,3.472635E+00,1.069201E+01,1.111015E+05,1.326474E+05,3.741808E+01,1.122646E+02,1.124242E+06,1.386614E+06,4.777588E+00,1.085319E+01,9.759587E+04,1.344609E+05,1.414254E+00,5.130374E+00,5.300796E+04,6.390043E+04 
10:50:00,3.472610E+00,1.068745E+01,1.111014E+05,1.329762E+05,3.741783E+01,1.122522E+02,1.124241E+06,1.390276E+06,4.776259E+00,1.086913E+01,9.760161E+04,1.350204E+05,1.414254E+00,5.131803E+00,5.300796E+04,6.410658E+04 
10:55:00,3.472585E+00,1.068687E+01,1.111012E+05,1.333499E+05,3.741759E+01,1.122758E+02,1.124240E+06,1.394343E+06,4.774959E+00,1.088904E+01,9.760723E+04,1.356246E+05,1.414254E+00,5.133198E+00,5.300796E+04,6.431236E+04 
11:00:00,3.472561E+00,1.069028E+01,1.111011E+05,1.337683E+05,3.741735E+01,1.123354E+02,1.124239E+06,1.398815E+06,4.773687E+00,1.091297E+01,9.761272E+04,1.362741E+05,1.414254E+00,5.134562E+00,5.300796E+04,6.451777E+04 
11:05:00,3.472536E+00,1.069710E+01,1.111010E+05,1.340985E+05,3.741711E+01,1.124256E+02,1.124238E+06,1.402364E+06,4.772441E+00,1.094040E+01,9.761810E+04,1.368362E+05,1.414254E+00,5.135892E+00,5.300796E+04,6.465947E+04 
11:10:00,3.472512E+00,1.070703E+01,1.111008E+05,1.344637E+05,3.741687E+01,1.125435E+02,1.124237E+06,1.406224E+06,4.771221E+00,1.097101E+01,9.762337E+04,1.374340E+05,1.414254E+00,5.137191E+00,5.300796E+04,6.480080E+04 
11:15:00,3.472488E+00,1.071958E+01,1.111007E+05,1.348583E+05,3.741663E+01,1.126843E+02,1.124236E+06,1.410343E+06,4.770027E+00,1.100433E+01,9.762853E+04,1.380624E+05,1.414254E+00,5.138459E+00,5.300796E+04,6.494179E+04 
11:20:00,3.472464E+00,1.073406E+01,1.111006E+05,1.352747E+05,3.741639E+01,1.128417E+02,1.124235E+06,1.414649E+06,4.768856E+00,1.103975E+01,9.763359E+04,1.387144E+05,1.414254E+00,5.139697E+00,5.300796E+04,6.508243E+04 
11:25:00,3.472440E+00,1.074966E+01,1.111004E+05,1.357036E+05,3.741616E+01,1.130081E+02,1.124234E+06,1.419056E+06,4.767709E+00,1.107651E+01,9.763854E+04,1.393815E+05,1.414254E+00,5.140906E+00,5.300796E+04,6.522276E+04 
11:30:00,3.472417E+00,1.076542E+01,1.111003E+05,1.361344E+05,3.741592E+01,1.131747E+02,1.124233E+06,1.423465E+06,4.766585E+00,1.111376E+01,9.764340E+04,1.400541E+05,1.414254E+00,5.142089E+00,5.300796E+04,6.536278E+04 
11:35:00,3.472393E+00,1.078084E+01,1.111002E+05,1.365613E+05,3.741569E+01,1.133373E+02,1.124232E+06,1.427829E+06,4.765483E+00,1.115109E+01,9.764816E+04,1.407275E+05,1.414254E+00,5.143245E+00,5.300796E+04,6.550251E+04 
11:40:00,3.472370E+00,1.079509E+01,1.111000E+05,1.369751E+05,3.741546E+01,1.134886E+02,1.124231E+06,1.432066E+06,4.764402E+00,1.118776E+01,9.765283E+04,1.413936E+05,1.414254E+00,5.144379E+00,5.300796E+04,6.564198E+04 
11:45:00,3.472347E+00,1.080753E+01,1.110999E+05,1.373686E+05,3.741523E+01,1.136229E+02,1.124230E+06,1.436112E+06,4.763341E+00,1.122323E+01,9.765741E+04,1.420462E+05,1.414254E+00,5.145490E+00,5.300796E+04,6.578121E+04 
11:50:00,3.472323E+00,1.081794E+01,1.110998E+05,1.377392E+05,3.741499E+01,1.137381E+02,1.124229E+06,1.439942E+06,4.762301E+00,1.125727E+01,9.766190E+04,1.426826E+05,1.414254E+00,5.146581E+00,5.300796E+04,6.592021E+04 
11:55:00,3.472301E+00,1.082663E+01,1.110996E+05,1.380904E+05,3.741477E+01,1.138371E+02,1.124228E+06,1.443590E+06,4.761292E+00,1.129015E+01,9.766626E+04,1.433060E+05,1.414254E+00,5.147654E+00,5.300796E+04,6.605900E+04 
12:00:00,3.472278E+00,1.083475E+01,1.110995E+05,1.384352E+05,3.741454E+01,1.139307E+02,1.124227E+06,1.447178E+06,4.760312E+00,1.132288E+01,9.767050E+04,1.439278E+05,1.414254E+00,5.148710E+00,5.300796E+04,6.619760E+04 
12:05:00,3.472256E+00,1.084320E+01,1.110994E+05,1.387331E+05,3.741432E+01,1.140272E+02,1.124226E+06,1.450292E+06,4.759357E+00,1.135627E+01,9.767462E+04,1.445063E+05,1.414254E+00,5.149751E+00,5.300796E+04,6.631068E+04 
12:10:00,3.472235E+00,1.085260E+01,1.110993E+05,1.390416E+05,3.741410E+01,1.141323E+02,1.124225E+06,1.453501E+06,4.758424E+00,1.139094E+01,9.767865E+04,1.450991E+05,1.414254E+00,5.150778E+00,5.300796E+04,6.642361E+04 
12:15:00,3.472213E+00,1.086318E+01,1.110991E+05,1.393634E+05,3.741389E+01,1.142484E+02,1.124224E+06,1.456835E+06,4.757513E+00,1.142696E+01,9.768259E+04,1.457073E+05,1.414254E+00,5.151792E+00,5.300796E+04,6.653640E+04 
12:20:00,3.472191E+00,1.087479E+01,1.110990E+05,1.396967E+05,3.741367E+01,1.143743E+02,1.124224E+06,1.460280E+06,4.756622E+00,1.146425E+01,9.768644E+04,1.463297E+05,1.414254E+00,5.152794E+00,5.300796E+04,6.664905E+04 
12:25:00,3.472170E+00,1.088681E+01,1.110989E+05,1.400347E+05,3.741345E+01,1.145047E+02,1.124223E+06,1.463774E+06,4.755739E+00,1.150230E+01,9.769026E+04,1.469605E+05,1.414254E+00,5.153787E+00,5.300796E+04,6.676159E+04 
12:30:00,3.472148E+00,1.089795E+01,1.110988E+05,1.403629E+05,3.741323E+01,1.146278E+02,1.124222E+06,1.467187E+06,4.754864E+00,1.153996E+01,9.769403E+04,1.475871E+05,1.414254E+00,5.154770E+00,5.300796E+04,6.687403E+04 
12:35:00,3.472126E+00,1.090738E+01,1.110987E+05,1.406717E+05,3.741301E+01,1.147357E+02,1.124221E+06,1.470429E+06,4.754001E+00,1.157647E+01,9.769776E+04,1.482006E+05,1.414254E+00,5.155746E+00,5.300796E+04,6.698639E+04 
12:40:00,3.472104E+00,1.091468E+01,1.110985E+05,1.409566E+05,3.741279E+01,1.148254E+02,1.124220E+06,1.473466E+06,4.753150E+00,1.161142E+01,9.770144E+04,1.487966E+05,1.414254E+00,5.156715E+00,5.300796E+04,6.709867E+04 
12:45:00,3.472082E+00,1.091995E+01,1.110984E+05,1.412187E+05,3.741257E+01,1.148978E+02,1.124219E+06,1.476308E+06,4.752312E+00,1.164501E+01,9.770506E+04,1.493774E+05,1.414254E+00,5.157680E+00,5.300796E+04,6.721090E+04 
12:50:00,3.472060E+00,1.092364E+01,1.110983E+05,1.414630E+05,3.741234E+01,1.149566E+02,1.124218E+06,1.478997E+06,4.751486E+00,1.167758E+01,9.770862E+04,1.499467E+05,1.414254E+00,5.158642E+00,5.300796E+04,6.732310E+04 
12:55:00,3.472038E+00,1.092643E+01,1.110982E+05,1.416971E+05,3.741212E+01,1.150080E+02,1.124217E+06,1.481603E+06,4.750674E+00,1.170970E+01,9.771213E+04,1.505108E+05,1.414254E+00,5.159601E+00,5.300796E+04,6.743527E+04 
13:00:00,3.472016E+00,1.092912E+01,1.110980E+05,1.419301E+05,3.741190E+01,1.150593E+02,1.124216E+06,1.484208E+06,4.749874E+00,1.174203E+01,9.771559E+04,1.510774E+05,1.414254E+00,5.160559E+00,5.300796E+04,6.754743E+04 
13:05:00,3.471994E+00,1.093230E+01,1.110979E+05,1.420926E+05,3.741168E+01,1.151161E+02,1.124215E+06,1.486115E+06,4.749086E+00,1.177512E+01,9.771899E+04,1.515765E+05,1.414254E+00,5.161517E+00,5.300796E+04,6.762157E+04 
13:10:00,3.471972E+00,1.093679E+01,1.110978E+05,1.422698E+05,3.741146E+01,1.151851E+02,1.124214E+06,1.488158E+06,4.748311E+00,1.180966E+01,9.772234E+04,1.520919E+05,1.414254E+00,5.162477E+00,5.300796E+04,6.769572E+04 
13:15:00,3.471950E+00,1.094330E+01,1.110977E+05,1.424699E+05,3.741124E+01,1.152728E+02,1.124213E+06,1.490412E+06,4.747548E+00,1.184624E+01,9.772564E+04,1.526302E+05,1.414254E+00,5.163439E+00,5.300796E+04,6.776991E+04 
13:20:00,3.471928E+00,1.095246E+01,1.110975E+05,1.426996E+05,3.741101E+01,1.153850E+02,1.124212E+06,1.492941E+06,4.746796E+00,1.188536E+01,9.772888E+04,1.531971E+05,1.414254E+00,5.164404E+00,5.300796E+04,6.784412E+04 
13:25:00,3.471907E+00,1.096475E+01,1.110974E+05,1.429646E+05,3.741079E+01,1.155263E+02,1.124211E+06,1.495798E+06,4.746057E+00,1.192746E+01,9.773208E+04,1.537976E+05,1.414254E+00,5.165372E+00,5.300796E+04,6.791838E+04 
13:30:00,3.471885E+00,1.098056E+01,1.110973E+05,1.432693E+05,3.741057E+01,1.157004E+02,1.124210E+06,1.499025E+06,4.745329E+00,1.197288E+01,9.773522E+04,1.544354E+05,1.414254E+00,5.166347E+00,5.300796E+04,6.799271E+04 
13:35:00,3.471863E+00,1.100043E+01,1.110972E+05,1.436195E+05,3.741035E+01,1.159121E+02,1.124209E+06,1.502674E+06,4.744612E+00,1.202206E+01,9.773832E+04,1.551155E+05,1.414254E+00,5.167328E+00,5.300796E+04,6.806710E+04 
13:40:00,3.471841E+00,1.102454E+01,1.110971E+05,1.440175E+05,3.741013E+01,1.161635E+02,1.124209E+06,1.506770E+06,4.743907E+00,1.207511E+01,9.774137E+04,1.558391E+05,1.414254E+00,5.168316E+00,5.300796E+04,6.814158E+04 
13:45:00,3.471819E+00,1.105293E+01,1.110969E+05,1.444637E+05,3.740991E+01,1.164550E+02,1.124208E+06,1.511317E+06,4.743212E+00,1.213206E+01,9.774437E+04,1.566067E+05,1.414254E+00,5.169314E+00,5.300796E+04,6.821617E+04 
13:50:00,3.471798E+00,1.108556E+01,1.110968E+05,1.449575E+05,3.740969E+01,1.167858E+02,1.124207E+06,1.516307E+06,4.742529E+00,1.219288E+01,9.774732E+04,1.574178E+05,1.414254E+00,5.170323E+00,5.300796E+04,6.829088E+04 
13:55:00,3.471776E+00,1.112223E+01,1.110967E+05,1.454969E+05,3.740947E+01,1.171540E+02,1.124206E+06,1.521717E+06,4.741855E+00,1.225733E+01,9.775023E+04,1.582698E+05,1.414254E+00,5.171344E+00,5.300796E+04,6.836574E+04 
14:00:00,3.471754E+00,1.116264E+01,1.110966E+05,1.460782E+05,3.740925E+01,1.175566E+02,1.124205E+06,1.527514E+06,4.741192E+00,1.232515E+01,9.775309E+04,1.591595E+05,1.414254E+00,5.172380E+00,5.300796E+04,6.844075E+04 
14:05:00,3.471733E+00,1.120592E+01,1.110964E+05,1.465652E+05,3.740903E+01,1.179854E+02,1.124204E+06,1.532339E+06,4.740540E+00,1.239545E+01,9.775591E+04,1.599506E+05,1.414254E+00,5.173431E+00,5.300796E+04,6.845258E+04 
14:10:00,3.471711E+00,1.125153E+01,1.110963E+05,1.470785E+05,3.740881E+01,1.184348E+02,1.124203E+06,1.537396E+06,4.739897E+00,1.246772E+01,9.775869E+04,1.607638E+05,1.414254E+00,5.174500E+00,5.300796E+04,6.846461E+04 
14:15:00,3.471690E+00,1.129885E+01,1.110962E+05,1.476109E+05,3.740859E+01,1.188997E+02,1.124202E+06,1.542627E+06,4.739264E+00,1.254143E+01,9.776142E+04,1.615933E+05,1.414254E+00,5.175588E+00,5.300796E+04,6.847686E+04 
14:20:00,3.471668E+00,1.134724E+01,1.110961E+05,1.481555E+05,3.740838E+01,1.193744E+02,1.124201E+06,1.547968E+06,4.738641E+00,1.261601E+01,9.776411E+04,1.624325E+05,1.414254E+00,5.176696E+00,5.300796E+04,6.848932E+04 
14:25:00,3.471647E+00,1.139608E+01,1.110960E+05,1.487050E+05,3.740816E+01,1.198534E+02,1.124200E+06,1.553358E+06,4.738027E+00,1.269092E+01,9.776677E+04,1.632754E+05,1.414254E+00,5.177825E+00,5.300796E+04,6.850203E+04 
14:30:00,3.471625E+00,1.144476E+01,1.110958E+05,1.492528E+05,3.740794E+01,1.203313E+02,1.124199E+06,1.558736E+06,4.737423E+00,1.276560E+01,9.776938E+04,1.641158E+05,1.414254E+00,5.178976E+00,5.300796E+04,6.851498E+04 
14:35:00,3.471604E+00,1.149317E+01,1.110957E+05,1.497975E+05,3.740772E+01,1.208078E+02,1.124198E+06,1.564098E+06,4.736828E+00,1.284005E+01,9.777195E+04,1.649535E+05,1.414254E+00,5.180150E+00,5.300796E+04,6.852819E+04 
14:40:00,3.471582E+00,1.154083E+01,1.110956E+05,1.503338E+05,3.740750E+01,1.212791E+02,1.124197E+06,1.569401E+06,4.736242E+00,1.291386E+01,9.777448E+04,1.657841E+05,1.414254E+00,5.181347E+00,5.300796E+04,6.854166E+04 
14:45:00,3.471561E+00,1.158739E+01,1.110955E+05,1.508577E+05,3.740728E+01,1.217415E+02,1.124196E+06,1.574605E+06,4.735664E+00,1.298668E+01,9.777697E+04,1.666035E+05,1.414254E+00,5.182566E+00,5.300796E+04,6.855539E+04 
14:50:00,3.471539E+00,1.163304E+01,1.110954E+05,1.513715E+05,3.740707E+01,1.221970E+02,1.124195E+06,1.579730E+06,4.735096E+00,1.305866E+01,9.777943E+04,1.674135E+05,1.414254E+00,5.183809E+00,5.300796E+04,6.856937E+04 
14:55:00,3.471518E+00,1.167722E+01,1.110952E+05,1.518686E+05,3.740685E+01,1.226401E+02,1.124195E+06,1.584717E+06,4.734535E+00,1.312928E+01,9.778185E+04,1.682082E+05,1.414254E+00,5.185075E+00,5.300796E+04,6.858362E+04 
15:00:00,3.471497E+00,1.171957E+01,1.110951E+05,1.523452E+05,3.740663E+01,1.230675E+02,1.124194E+06,1.589526E+06,4.733984E+00,1.319817E+01,9.778423E+04,1.689834E+05,1.414254E+00,5.186363E+00,5.300796E+04,6.859811E+04 
15:05:00,3.471476E+00,1.175935E+01,1.110950E+05,1.526408E+05,3.740641E+01,1.234711E+02,1.124193E+06,1.592547E+06,4.733440E+00,1.326450E+01,9.778658E+04,1.695778E+05,1.414254E+00,5.187673E+00,5.300796E+04,6.853682E+04 
15:10:00,3.471454E+00,1.179643E+01,1.110949E+05,1.529060E+05,3.740620E+01,1.238495E+02,1.124192E+06,1.595285E+06,4.732905E+00,1.332813E+01,9.778890E+04,1.701418E+05,1.414254E+00,5.189003E+00,5.300796E+04,6.847576E+04 
15:15:00,3.471433E+00,1.183068E+01,1.110948E+05,1.531393E+05,3.740598E+01,1.242015E+02,1.124191E+06,1.597725E+06,4.732377E+00,1.338884E+01,9.779117E+04,1.706729E+05,1.414254E+00,5.190352E+00,5.300796E+04,6.841491E+04 
15:20:00,3.471412E+00,1.186148E+01,1.110946E+05,1.533339E+05,3.740576E+01,1.245212E+02,1.124190E+06,1.599802E+06,4.731858E+00,1.344606E+01,9.779342E+04,1.711647E+05,1.414254E+00,5.191720E+00,5.300796E+04,6.835427E+04 
15:25:00,3.471391E+00,1.188910E+01,1.110945E+05,1.534926E+05,3.740555E+01,1.248107E+02,1.124189E+06,1.601539E+06,4.731346E+00,1.349998E+01,9.779563E+04,1.716194E+05,1.414254E+00,5.193105E+00,5.300796E+04,6.829383E+04 
15:30:00,3.471370E+00,1.191361E+01,1.110944E+05,1.536164E+05,3.740533E+01,1.250708E+02,1.124188E+06,1.602945E+06,4.730841E+00,1.355066E+01,9.779781E+04,1.720377E+05,1.414254E+00,5.194506E+00,5.300796E+04,6.823356E+04 
15:35:00,3.471349E+00,1.193553E+01,1.110943E+05,1.537110E+05,3.740511E+01,1.253069E+02,1.124187E+06,1.604082E+06,4.730344E+00,1.359865E+01,9.779996E+04,1.724257E+05,1.414254E+00,5.195921E+00,5.300796E+04,6.817345E+04 
15:40:00,3.471327E+00,1.195489E+01,1.110942E+05,1.537768E+05,3.740490E+01,1.255194E+02,1.124186E+06,1.604953E+06,4.729855E+00,1.364395E+01,9.780207E+04,1.727834E+05,1.414254E+00,5.197348E+00,5.300796E+04,6.811349E+04 
15:45:00,3.471306E+00,1.197168E+01,1.110940E+05,1.538137E+05,3.740468E+01,1.257078E+02,1.124185E+06,1.605552E+06,4.729372E+00,1.368658E+01,9.780416E+04,1.731110E+05,1.414254E+00,5.198788E+00,5.300796E+04,6.805366E+04 
15:50:00,3.471285E+00,1.198590E+01,1.110939E+05,1.538217E+05,3.740446E+01,1.258721E+02,1.124184E+06,1.605880E+06,4.728897E+00,1.372649E+01,9.780621E+04,1.734080E+05,1.414254E+00,5.200237E+00,5.300796E+04,6.799394E+04 
15:55:00,3.471264E+00,1.199758E+01,1.110938E+05,1.538010E+05,3.740425E+01,1.260124E+02,1.124183E+06,1.605938E+06,4.728428E+00,1.376365E+01,9.780823E+04,1.736742E+05,1.414254E+00,5.201694E+00,5.300796E+04,6.793431E+04 
16:00:00,3.471243E+00,1.200678E+01,1.110937E+05,1.537525E+05,3.740403E+01,1.261291E+02,1.124183E+06,1.605732E+06,4.727967E+00,1.379811E+01,9.781023E+04,1.739098E+05,1.414254E+00,5.203158E+00,5.300796E+04,6.787475E+04 
16:05:00,3.471222E+00,1.201349E+01,1.110936E+05,1.536253E+05,3.740382E+01,1.262219E+02,1.124182E+06,1.604749E+06,4.727512E+00,1.382977E+01,9.781219E+04,1.740635E+05,1.414254E+00,5.204625E+00,5.300796E+04,6.778989E+04 
16:10:00,3.471202E+00,1.201787E+01,1.110935E+05,1.534718E+05,3.740360E+01,1.262917E+02,1.124181E+06,1.603507E+06,4.727063E+00,1.385872E+01,9.781413E+04,1.741865E+05,1.414254E+00,5.206096E+00,5.300796E+04,6.770507E+04 
16:15:00,3.471181E+00,1.202024E+01,1.110933E+05,1.532958E+05,3.740339E+01,1.263415E+02,1.124180E+06,1.602040E+06,4.726622E+00,1.388524E+01,9.781604E+04,1.742821E+05,1.414254E+00,5.207567E+00,5.300796E+04,6.762025E+04 
16:20:00,3.471160E+00,1.202030E+01,1.110932E+05,1.530937E+05,3.740317E+01,1.263677E+02,1.124179E+06,1.600307E+06,4.726186E+00,1.390890E+01,9.781792E+04,1.743457E+05,1.414254E+00,5.209038E+00,5.300796E+04,6.753543E+04 
16:25:00,3.471139E+00,1.201928E+01,1.110931E+05,1.528795E+05,3.740296E+01,1.263818E+02,1.124178E+06,1.598438E+06,4.725757E+00,1.393085E+01,9.781977E+04,1.743900E+05,1.414254E+00,5.210507E+00,5.300796E+04,6.745059E+04 
16:30:00,3.471118E+00,1.201772E+01,1.110930E+05,1.526592E+05,3.740274E+01,1.263883E+02,1.124177E+06,1.596484E+06,4.725334E+00,1.395160E+01,9.782160E+04,1.744207E+05,1.414254E+00,5.211972E+00,5.300796E+04,6.736570E+04 
16:35:00,3.471097E+00,1.201569E+01,1.110929E+05,1.524336E+05,3.740253E+01,1.263887E+02,1.124176E+06,1.594462E+06,4.724917E+00,1.397119E+01,9.782340E+04,1.744384E+05,1.414254E+00,5.213431E+00,5.300796E+04,6.728074E+04 
