,policy_id,driver_relationship_child,policy_state_nv,authorities_contacted_fire,collision_type_front,incident_day,policy_deductable,num_vehicles_involved,num_claims_past_year,policy_state_wa,policy_state_id,policy_liability,incident_type_collision,collision_type_side,customer_gender_female,authorities_contacted_ambulance,driver_relationship_na,num_insurers_past_5_years,policy_state_az,incident_type_theft,authorities_contacted_police,policy_state_ca,num_injuries,incident_month,customer_age,authorities_contacted_none,num_witnesses,total_claim_amount,policy_annual_premium,customer_gender_male,months_as_customer,driver_relationship_spouse,vehicle_claim,policy_state_or,police_report_available,incident_dow,fraud,injury_claim,incident_severity,incident_type_breakin,collision_type_rear,incident_hour,driver_relationship_self,driver_relationship_other,auto_year,customer_education,collision_type_na
4622,4202,0,0,0,0,12,750,2,0,1,0,1,1,0,0,0,0,4,0,0,1,0,2,9,42,0,0,33356.0,3000,1,23,0,16756.0,0,1,3,0,16600.0,1,0,1,8,1,0,2017,3,0
4623,4202,0,0,0,0,12,750,2,0,0,0,0,1,0,0,0,0,4,0,0,1,1,2,9,46,0,0,33356.0,3000,1,34,0,16756.0,0,1,3,0,16600.0,1,0,1,8,1,0,2018,3,0
4624,3876,0,0,0,0,20,750,1,2,0,0,1,0,0,1,0,1,2,0,0,1,0,0,11,27,0,0,14812.0,3000,0,32,0,9512.0,1,0,2,0,5300.0,0,1,0,7,0,0,2017,4,1
4625,2575,1,0,0,0,4,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,10,65,0,0,45719.0,3000,1,137,0,10919.0,0,1,4,0,34800.0,0,0,0,4,0,0,2019,3,0
4626,3055,0,0,0,0,13,750,1,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,12,48,0,0,74818.0,2750,1,315,0,12118.0,0,0,4,0,62700.0,0,1,0,14,0,0,2015,3,1
4627,2807,0,0,0,0,5,750,3,0,0,0,3,1,1,1,0,0,2,0,0,1,1,1,6,31,0,2,65304.0,3000,0,18,0,33204.0,0,1,2,0,32100.0,2,0,0,2,1,0,2019,4,0
4628,2578,0,0,0,0,19,750,3,0,0,0,3,1,0,1,0,0,3,0,0,1,1,1,1,26,0,2,39126.0,3000,0,15,0,36026.0,0,1,5,0,3100.0,2,0,1,18,1,0,2020,1,0
4629,3268,0,0,0,0,25,750,3,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,11,48,0,1,66582.0,3000,0,35,0,40582.0,0,1,0,0,26000.0,2,0,0,12,1,0,2020,2,0
4630,3417,0,0,0,1,20,750,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,10,39,1,0,22732.0,3000,0,92,0,10732.0,0,0,6,0,12000.0,0,0,0,14,1,0,2013,1,0
4631,3991,0,0,0,0,4,750,3,3,0,0,0,1,1,0,0,0,5,0,0,1,1,1,12,24,0,2,74937.0,3000,1,9,0,21637.0,0,1,2,0,53300.0,2,0,0,17,1,0,2020,3,0
4632,4359,0,0,0,1,21,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,53,0,0,66596.0,2850,1,156,0,23996.0,0,0,0,0,42600.0,2,0,0,3,1,0,2017,1,0
4633,3893,0,0,0,1,8,750,2,1,0,0,1,1,0,0,0,0,3,0,0,1,1,1,1,20,0,0,48259.0,3000,1,11,0,19259.0,0,1,1,0,29000.0,1,0,0,15,1,0,2018,1,0
4634,3069,0,0,0,1,26,750,3,0,1,0,1,1,0,1,0,0,1,0,0,1,0,4,3,46,0,2,94255.0,3000,0,180,0,39655.0,0,1,1,0,54600.0,2,0,0,10,1,0,2013,3,0
4635,4361,0,0,1,0,23,750,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,4,49,0,2,47676.0,2700,0,113,0,41176.0,0,0,1,0,6500.0,2,0,0,11,1,0,2018,2,0
4636,3997,0,0,0,1,22,750,2,0,0,0,1,1,0,1,1,0,3,0,0,0,1,1,4,23,0,1,51749.0,3000,0,6,0,34949.0,0,0,0,0,16800.0,2,0,0,14,1,0,2016,3,0
4637,2596,0,0,0,0,13,750,3,0,0,0,0,1,1,1,0,0,2,0,0,1,1,1,12,56,0,1,25926.0,3000,0,1,0,19626.0,0,1,4,0,6300.0,1,0,0,12,1,0,2017,2,0
4638,3898,0,0,0,0,23,750,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,9,48,0,0,105579.0,3000,1,141,0,23979.0,0,0,0,1,81600.0,1,0,0,15,0,0,2014,3,1
4639,4480,1,0,0,1,4,750,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,8,53,1,3,19258.0,3000,1,97,0,12058.0,0,0,6,0,7200.0,0,0,0,12,0,0,2018,3,0
4640,4783,0,1,0,0,13,750,1,0,0,0,2,0,0,1,0,1,3,0,0,1,0,0,6,69,0,0,127467.0,3000,0,35,0,14867.0,0,0,3,0,112600.0,1,1,0,13,0,0,2019,3,1
4641,4783,0,0,0,0,13,750,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,6,50,0,0,127467.0,3000,0,48,0,14867.0,0,0,3,0,112600.0,1,1,0,13,0,0,2016,3,1
4642,3076,0,0,0,0,1,750,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,28,0,0,126498.0,3000,1,33,0,13698.0,0,0,1,0,112800.0,0,1,0,1,0,0,2014,1,1
4643,2960,0,0,0,0,26,750,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,3,67,1,0,32996.0,3000,1,103,0,6596.0,0,0,1,0,26400.0,0,0,0,2,1,0,2015,3,0
4644,3432,0,0,0,0,2,750,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,8,60,0,0,20321.0,2550,0,334,0,11021.0,0,0,4,0,9300.0,0,1,0,7,0,0,2018,4,1
4645,3432,0,0,0,0,2,750,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,8,58,0,0,20321.0,3000,0,146,0,11021.0,0,0,4,0,9300.0,0,1,0,7,0,0,2016,4,1
4646,4635,0,0,0,0,20,750,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,12,44,0,0,75677.0,3000,1,43,0,30677.0,0,0,4,0,45000.0,2,0,1,7,1,0,2014,3,0
4647,4635,0,0,0,0,20,750,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,12,23,0,0,75677.0,2650,1,33,0,30677.0,0,0,4,0,45000.0,2,0,1,7,1,0,2016,3,0
4648,4939,0,0,0,0,28,750,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,49,0,4,59474.0,3000,0,153,0,21974.0,0,0,0,0,37500.0,1,0,1,6,1,0,2016,3,0
4649,4497,0,0,0,1,8,750,3,0,0,0,2,1,0,1,0,0,2,0,0,1,1,0,12,41,0,4,28331.0,3000,0,21,0,17431.0,0,1,6,0,10900.0,1,0,0,13,1,0,2015,4,0
4650,2613,0,0,0,1,20,750,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,3,58,0,0,35671.0,3000,1,81,0,16771.0,0,1,2,0,18900.0,1,0,0,13,1,0,2016,3,0
4651,2613,0,0,0,1,20,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,3,50,0,0,35671.0,3000,1,304,0,16771.0,0,1,2,0,18900.0,1,0,0,13,1,0,2013,3,0
4652,3603,0,0,0,0,3,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,7,51,0,2,60310.0,3000,1,104,0,16810.0,0,0,2,0,43500.0,1,0,0,0,1,0,2018,1,0
4653,4021,0,0,0,1,21,750,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,8,50,0,0,29955.0,2600,1,69,0,12455.0,0,0,2,0,17500.0,1,0,0,4,1,0,2015,1,0
4654,4645,0,0,0,1,19,750,3,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,7,46,0,2,32851.0,3000,1,99,0,31551.0,0,1,4,0,1300.0,2,0,0,10,1,0,2003,3,0
4655,2620,0,0,0,0,13,750,2,0,0,0,0,1,0,1,0,0,3,0,0,1,1,0,1,48,0,0,19401.0,3000,0,25,0,6601.0,0,0,6,0,12800.0,0,0,1,17,1,0,2006,2,0
4656,3102,0,0,0,0,1,750,1,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,8,47,0,1,30821.0,3000,0,42,0,19621.0,0,0,3,0,11200.0,0,1,0,18,0,0,2016,3,1
4657,3615,0,0,0,1,16,750,3,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,10,48,0,0,49163.0,3000,1,48,0,40163.0,0,1,2,1,9000.0,2,0,0,18,1,0,2018,1,0
4658,3615,0,0,0,1,16,750,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,10,38,0,0,49163.0,3000,1,62,0,40163.0,0,1,2,1,9000.0,2,0,0,18,1,0,2015,1,0
4659,3619,0,0,0,0,17,750,3,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,11,22,0,2,35709.0,3000,1,27,0,30409.0,0,1,6,0,5300.0,2,0,0,6,1,0,2015,3,0
4660,4521,0,0,0,0,29,750,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,7,70,1,0,49822.0,3000,0,215,0,14522.0,0,0,0,0,35300.0,0,0,1,13,1,0,2019,3,0
4661,4521,0,0,0,0,29,750,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,7,48,1,0,49822.0,3000,0,227,0,14522.0,0,0,0,0,35300.0,0,0,1,13,1,0,2020,3,0
4662,4038,0,0,0,1,3,750,2,0,0,0,1,1,0,0,0,0,3,0,0,1,1,1,4,29,0,0,16125.0,3000,1,44,0,8525.0,0,1,2,1,7600.0,0,0,0,18,1,0,2018,3,0
4663,3624,0,0,0,1,28,750,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,42,1,2,22172.0,2950,1,95,0,13672.0,0,0,6,0,8500.0,0,0,0,6,1,0,2018,4,0
4664,3630,0,0,0,0,15,750,1,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,7,68,0,0,32073.0,2500,0,22,0,10273.0,0,0,0,0,21800.0,0,1,0,8,0,0,2017,4,1
4665,4820,0,0,0,0,31,750,3,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,3,51,0,3,28403.0,2650,1,267,0,12803.0,1,1,6,0,15600.0,1,0,0,9,1,0,2019,4,0
4666,3671,0,0,0,0,5,750,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,7,57,0,0,30218.0,3000,0,126,0,15118.0,0,0,4,0,15100.0,0,1,0,12,0,0,2019,1,1
4667,3671,0,0,0,0,5,750,1,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,7,58,0,0,30218.0,2550,1,303,0,15118.0,0,0,4,0,15100.0,0,1,0,12,0,0,2015,1,1
4668,3674,0,0,0,1,5,750,2,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,3,65,0,0,66214.0,2800,1,342,1,21014.0,1,0,1,0,45200.0,1,0,0,2,0,0,2016,4,0
4669,3674,0,0,0,1,5,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,48,0,0,66214.0,3000,1,337,1,21014.0,0,0,1,0,45200.0,1,0,0,2,0,0,2017,4,0
4670,3678,0,0,0,1,9,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,3,38,0,1,53843.0,3000,0,68,0,34743.0,0,0,5,1,19100.0,2,0,0,12,1,0,2018,4,0
4671,3697,0,0,0,0,30,750,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,9,48,0,0,32717.0,2750,0,157,0,11817.0,0,0,0,0,20900.0,1,0,0,17,0,0,2012,3,1
4672,3701,0,0,0,0,21,750,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,10,45,0,0,9351.0,3000,1,17,0,6251.0,1,0,0,0,3100.0,0,1,0,4,0,0,2014,3,1
4673,3705,0,0,0,1,2,750,2,0,0,0,2,1,0,0,0,0,1,0,0,1,1,2,12,22,0,0,41290.0,3000,1,18,0,19490.0,0,0,0,0,21800.0,1,0,0,9,1,0,2018,3,0
4674,3719,0,0,0,0,9,750,3,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,10,26,0,2,33321.0,3000,1,16,0,7321.0,0,1,2,0,26000.0,0,0,0,9,1,0,2019,3,0
4675,3719,0,0,0,0,9,750,3,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,10,56,0,2,33321.0,3000,1,113,0,7321.0,0,1,2,0,26000.0,0,0,0,9,1,0,2011,3,0
4676,3721,0,0,0,1,8,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,60,0,0,39231.0,3000,0,79,0,21531.0,0,1,1,0,17700.0,1,0,0,13,1,0,2017,1,0
4677,3721,0,0,0,1,8,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,60,0,0,39231.0,3000,0,75,0,21531.0,0,1,1,0,17700.0,1,0,0,13,1,0,2018,1,0
4678,1,0,0,0,1,17,750,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,3,54,1,0,80513.0,3000,0,381,1,8913.0,0,0,6,0,71600.0,0,0,0,8,0,0,2019,2,0
4679,1,0,0,0,1,17,750,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,3,54,1,0,80513.0,3000,0,94,1,8913.0,0,0,6,0,71600.0,0,0,0,8,0,0,2006,2,0
4680,1725,0,0,0,1,14,750,4,0,0,0,3,1,0,1,0,0,1,0,0,1,1,2,4,48,0,4,47204.0,3000,0,98,0,32504.0,0,1,6,0,14700.0,2,0,0,8,1,0,2016,2,0
4681,639,0,0,0,0,7,750,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5,32,1,0,8506.0,3000,1,88,0,5606.0,0,0,1,0,2900.0,0,0,0,12,1,0,2019,1,0
4682,1567,0,0,0,0,6,750,2,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,10,49,0,0,18858.0,3000,1,69,0,15558.0,0,1,6,0,3300.0,1,0,0,14,1,0,2014,1,0
4683,953,0,0,0,1,26,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,11,43,0,0,93196.0,3000,0,70,0,35696.0,0,1,1,0,57500.0,2,0,0,1,1,0,2017,3,0
4684,2039,0,0,0,1,7,750,2,0,0,0,2,1,0,1,0,0,1,0,0,1,1,1,4,31,0,1,39997.0,3000,0,60,0,10397.0,0,1,6,0,29600.0,1,0,0,4,1,0,2015,3,0
4685,1737,1,0,0,0,20,750,2,0,1,0,2,1,0,0,0,0,2,0,0,1,0,1,4,34,0,2,50121.0,3000,1,15,0,19221.0,0,0,5,0,30900.0,1,0,1,17,0,0,2018,3,0
4686,1740,0,0,0,1,8,750,2,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,1,66,0,0,38377.0,3000,0,97,0,29777.0,0,0,1,0,8600.0,2,0,0,19,1,0,2016,4,0
4687,807,0,0,0,1,31,750,4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,7,45,0,5,77136.0,3000,1,122,0,40836.0,0,1,2,0,36300.0,2,0,0,16,1,0,2019,3,0
4688,809,0,0,0,0,25,750,1,0,0,0,2,0,0,1,0,1,1,0,1,1,0,1,2,43,0,0,25207.0,3000,0,66,0,15407.0,1,0,0,0,9800.0,1,0,0,16,0,0,2020,3,1
4689,1265,0,0,0,1,12,750,2,3,0,0,0,1,0,1,0,0,1,0,0,1,1,0,10,44,0,0,36830.0,3000,0,80,0,16530.0,0,1,5,0,20300.0,1,0,0,9,1,0,2017,3,0
4690,169,0,0,0,1,31,750,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,66,1,0,27131.0,2500,1,322,0,11631.0,0,0,3,0,15500.0,0,0,0,16,1,0,2007,1,0
4691,1128,0,0,0,0,3,750,2,0,0,0,0,1,0,0,0,0,3,0,0,1,1,3,7,25,0,0,59463.0,2900,1,16,0,18663.0,0,1,2,0,40800.0,1,0,1,22,1,0,2016,2,0
4692,1128,0,0,0,0,3,750,2,0,0,0,2,1,0,1,0,0,1,0,0,1,1,3,7,29,0,0,59463.0,2950,0,84,0,18663.0,0,1,2,0,40800.0,1,0,1,22,1,0,2020,2,0
4693,973,0,0,0,1,30,750,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3,56,1,0,17542.0,3000,1,180,0,7942.0,0,0,5,0,9600.0,0,0,0,11,1,0,2016,1,0
4694,31,0,0,0,0,30,750,2,0,0,0,3,1,0,1,0,0,3,0,0,0,0,0,11,48,1,1,23544.0,3000,0,4,0,13044.0,1,0,5,0,10500.0,0,0,1,15,1,0,2015,4,0
4695,31,0,0,0,0,30,750,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,11,59,1,1,23544.0,2650,0,157,0,13044.0,0,0,5,0,10500.0,0,0,1,15,1,0,2016,4,0
4696,666,0,0,0,0,26,750,1,0,0,0,3,0,0,0,0,1,1,0,0,1,1,0,8,56,0,0,19177.0,3000,1,101,0,12477.0,0,0,0,0,6700.0,0,1,0,10,0,0,2016,3,1
4697,819,0,0,0,0,20,750,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,6,55,1,0,10228.0,3000,1,195,0,8228.0,0,0,3,0,2000.0,0,0,0,11,1,0,2013,1,0
4698,503,0,1,0,0,7,750,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,35,1,3,23435.0,3000,1,87,0,17235.0,0,0,6,0,6200.0,0,0,1,8,1,0,2011,3,0
4699,1133,0,0,0,1,10,750,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4,48,1,2,44475.0,3000,0,87,0,15475.0,0,0,2,0,29000.0,0,0,0,6,1,0,2015,3,0
4700,1136,1,0,0,0,27,750,5,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,11,47,0,4,49744.0,3000,1,111,0,17944.0,0,1,2,0,31800.0,1,0,1,19,0,0,2017,3,0
4701,1136,1,0,0,0,27,750,5,0,1,0,2,1,0,0,0,0,2,0,0,1,0,0,11,31,0,4,49744.0,3000,1,37,0,17944.0,0,1,2,0,31800.0,1,0,1,19,0,0,2014,3,0
4702,1917,0,0,0,0,30,750,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,12,74,0,0,16400.0,2900,1,184,0,1000.0,0,0,0,0,15400.0,1,0,0,9,0,0,2012,3,1
4703,1919,0,0,0,0,2,750,2,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,8,19,0,1,17638.0,3000,0,2,0,9938.0,0,0,4,0,7700.0,1,0,0,8,1,0,2017,1,0
4704,1919,0,1,0,0,2,750,2,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,8,34,0,1,17638.0,3000,0,68,0,9938.0,0,0,4,0,7700.0,1,0,0,8,1,0,2014,4,0
4705,2066,0,0,0,0,11,750,2,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,2,43,1,1,37717.0,3000,1,8,0,14317.0,0,0,0,0,23400.0,0,0,0,14,1,0,2018,3,0
4706,1920,0,0,0,0,30,750,1,0,0,0,3,0,0,0,0,1,3,0,0,1,0,0,8,27,0,0,26940.0,3000,1,37,0,7140.0,1,0,4,0,19800.0,0,1,0,17,0,0,2016,3,1
4707,2068,0,1,0,0,18,750,2,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,3,56,1,2,18962.0,2550,1,122,0,9762.0,0,0,0,0,9200.0,0,0,0,18,1,0,2013,4,0
4708,187,1,0,0,0,26,750,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,57,1,1,20657.0,2900,1,149,0,13757.0,0,0,5,0,6900.0,0,0,0,15,0,0,2014,3,0
4709,187,1,0,0,0,26,750,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,66,1,1,20657.0,3000,0,103,0,13757.0,0,0,5,0,6900.0,0,0,0,15,0,0,2015,3,0
4710,680,0,0,0,1,17,750,3,0,1,0,1,1,0,0,0,0,3,0,0,1,0,1,12,26,0,1,33899.0,3000,1,2,0,32399.0,0,1,1,0,1500.0,2,0,0,14,1,0,2019,2,0
4711,681,0,0,0,1,6,750,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,8,45,1,0,20838.0,2550,1,40,1,6638.0,0,0,1,0,14200.0,0,0,0,12,0,0,2016,3,0
4712,48,0,0,0,0,1,750,1,0,1,0,3,0,0,0,0,1,1,0,1,1,0,1,9,38,0,0,30526.0,2550,1,127,0,20326.0,0,0,6,0,10200.0,1,0,0,15,0,0,2014,2,1
4713,48,0,0,0,0,1,750,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9,64,0,0,30526.0,3000,1,363,0,20326.0,0,0,6,0,10200.0,1,0,0,15,0,0,2014,2,1
4714,1612,0,0,0,0,14,750,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10,42,1,2,71956.0,3000,1,61,0,12456.0,1,0,0,0,59500.0,0,0,1,0,1,0,2014,1,0
4715,1288,0,0,0,0,27,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,11,74,0,1,12837.0,3000,1,85,0,3937.0,0,1,2,1,8900.0,0,0,0,13,0,1,2003,3,0
4716,992,0,0,0,0,13,750,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,10,50,1,1,18354.0,2850,1,208,0,16354.0,0,0,6,0,2000.0,0,0,0,11,1,0,2016,3,0
4717,527,0,0,0,0,4,750,2,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,11,39,0,0,27400.0,3000,0,62,1,19800.0,0,0,0,0,7600.0,1,0,0,8,0,0,2020,1,0
4718,1620,0,0,0,1,19,750,2,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,5,54,0,3,24930.0,3000,0,129,0,13130.0,0,0,6,0,11800.0,1,0,0,4,1,0,2015,2,0
4719,2084,0,0,0,0,18,750,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,7,53,0,0,68614.0,3000,1,265,0,21214.0,0,0,3,0,47400.0,1,0,0,19,0,0,2018,3,1
4720,1158,0,0,0,1,28,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,12,40,0,0,45830.0,3000,0,67,0,6630.0,0,1,5,0,39200.0,1,0,0,19,1,0,2013,1,0
4721,2185,0,0,0,0,24,750,4,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,5,49,0,3,63183.0,2550,1,68,0,21383.0,0,1,4,0,41800.0,1,0,1,10,1,0,2015,1,0
4722,1624,0,0,0,0,19,750,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,59,0,0,4400.0,2800,1,212,0,1000.0,0,0,1,0,3400.0,0,1,0,19,0,0,2009,3,1
4723,695,0,0,0,0,25,750,2,0,0,0,3,1,1,0,0,0,1,0,0,0,1,1,7,31,1,0,30094.0,2950,1,19,0,21394.0,0,0,3,0,8700.0,0,0,0,14,1,0,2016,2,0
4724,61,0,0,0,0,25,750,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,8,46,0,0,12525.0,3000,0,148,0,10225.0,0,0,6,0,2300.0,0,1,0,18,0,0,2018,3,1
4725,66,0,0,0,0,28,750,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,34,0,1,34478.0,2900,0,64,0,29778.0,0,1,0,0,4700.0,2,0,1,10,1,0,2013,4,0
4726,848,0,0,0,1,5,750,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,5,30,1,0,126860.0,3000,1,19,0,17160.0,0,0,6,0,109700.0,0,0,0,11,1,0,2019,4,0
4727,1421,0,0,0,0,31,750,2,0,1,0,3,1,1,0,0,0,1,0,0,1,0,0,3,37,0,1,29153.0,2950,1,109,0,15853.0,0,0,6,0,13300.0,1,0,0,18,1,0,2020,4,0
4728,2096,0,0,0,1,27,750,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,12,32,0,0,61122.0,2700,1,143,0,8222.0,0,0,4,0,52900.0,1,0,0,18,1,0,2017,3,0
4729,852,0,0,0,0,17,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,2,62,0,0,12782.0,3000,0,238,0,9982.0,0,0,6,0,2800.0,1,0,1,16,1,0,2015,3,0
4730,208,0,0,0,1,27,750,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,12,61,0,1,33423.0,3000,1,60,1,22623.0,0,1,4,0,10800.0,1,0,0,9,0,0,2020,3,0
4731,2348,0,0,0,1,2,750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,27,1,0,31615.0,3000,1,63,0,6315.0,0,0,1,0,25300.0,0,0,0,11,1,0,2017,3,0
4732,707,0,0,0,0,28,750,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5,32,0,0,3900.0,3000,1,37,0,1000.0,0,0,1,0,2900.0,0,1,0,11,0,0,2008,3,1
4733,320,0,0,1,0,27,750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,58,0,0,48669.0,3000,1,77,0,41769.0,0,0,2,0,6900.0,2,0,1,17,1,0,2012,2,0
4734,2104,0,0,0,1,12,750,3,0,1,0,2,1,0,1,0,0,1,0,0,1,0,4,10,61,0,0,35479.0,3000,0,200,0,24479.0,0,1,5,0,11000.0,2,0,0,9,1,0,2008,3,0
4735,1644,0,0,0,1,18,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,6,53,0,2,37821.0,2650,0,314,0,20521.0,0,1,1,0,17300.0,1,0,0,7,1,0,2017,1,0
4736,1020,0,0,0,0,13,750,3,0,1,0,3,1,1,0,0,0,1,0,0,1,0,1,2,71,0,1,67037.0,2900,1,74,0,37537.0,0,1,2,0,29500.0,2,0,0,13,1,0,2015,3,0
4737,1799,0,0,0,0,9,750,3,0,1,0,2,1,1,1,0,0,1,0,0,1,0,0,7,58,0,3,17187.0,3000,0,221,0,8087.0,0,1,1,0,9100.0,0,0,0,6,1,0,2012,1,0
4738,553,0,0,0,1,12,750,1,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,4,39,1,0,13671.0,3000,0,98,0,10171.0,0,0,4,0,3500.0,0,0,0,8,1,0,2008,4,0
4739,1647,0,0,0,0,10,750,2,0,0,0,2,1,1,0,0,0,1,0,0,1,1,1,10,50,0,0,20535.0,2900,1,66,0,12935.0,0,0,3,0,7600.0,1,0,0,14,1,0,2017,3,0
4740,1647,0,0,0,0,10,750,2,1,0,0,2,1,1,0,0,0,3,0,0,1,0,1,10,39,0,0,20535.0,3000,1,33,0,12935.0,1,0,3,0,7600.0,1,0,0,14,1,0,2018,3,0
4741,326,0,0,0,0,11,750,2,0,0,0,2,1,1,0,0,0,1,0,0,1,1,1,7,51,0,0,138422.0,3000,1,112,0,33422.0,0,0,3,0,105000.0,2,0,0,18,1,0,2019,2,0
4742,557,0,0,0,0,14,750,2,0,0,0,0,1,1,1,0,0,3,0,0,1,1,0,10,34,0,0,28682.0,3000,0,46,0,12982.0,0,0,0,0,15700.0,1,0,0,4,1,0,2013,3,0
4743,1027,0,0,0,0,4,750,3,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,6,42,0,0,42069.0,3000,1,28,0,22869.0,0,1,1,0,19200.0,1,0,1,18,1,0,2017,3,0
4744,87,0,0,0,1,22,750,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,11,39,1,0,18252.0,2550,0,113,0,12252.0,0,0,4,0,6000.0,0,0,0,2,1,0,2016,3,0
4745,89,0,0,0,1,1,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,43,0,3,32696.0,3000,1,115,0,26396.0,0,1,1,0,6300.0,2,0,0,9,0,1,2012,4,0
4746,334,0,0,0,1,7,750,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,3,1,27,0,3,37409.0,3000,0,56,0,34409.0,0,1,0,0,3000.0,2,0,0,18,1,0,2012,3,0
