fraud,driver_relationship_child,policy_state_nv,authorities_contacted_fire,collision_type_front,incident_day,policy_deductable,num_vehicles_involved,num_claims_past_year,policy_state_wa,policy_state_id,policy_liability,incident_type_collision,collision_type_side,customer_gender_female,authorities_contacted_ambulance,driver_relationship_na,num_insurers_past_5_years,policy_state_az,incident_type_theft,authorities_contacted_police,policy_state_ca,num_injuries,incident_month,customer_age,authorities_contacted_none,num_witnesses,total_claim_amount,policy_annual_premium,customer_gender_male,months_as_customer,driver_relationship_spouse,vehicle_claim,policy_state_or,police_report_available,incident_dow,injury_claim,incident_severity,incident_type_breakin,collision_type_rear,incident_hour,driver_relationship_self,driver_relationship_other,auto_year,customer_education,collision_type_na
0,0,0,0,1,3,750,3,0,1,0,3,1,0,0,0,0,1,0,0,1,0,1,4,40,0,0,66000.0,2650,1,107,1,36000.0,0,1,2,30000.0,2,0,0,8,0,0,2019,3,0
1,0,0,0,0,3,750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12,75,1,0,5500.0,3000,1,152,0,5500.0,0,0,1,0.0,0,0,1,17,1,0,2014,3,0
1,0,0,0,1,15,750,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,42,1,0,6000.0,3000,1,112,0,6000.0,0,0,1,0.0,0,0,0,18,1,0,2012,3,0
0,0,0,0,1,8,750,2,0,0,0,2,1,0,0,0,0,2,0,0,1,1,0,7,22,0,0,79013.0,3000,1,34,0,22113.0,0,1,0,56900.0,1,0,0,18,1,0,2019,3,0
0,0,0,0,0,29,750,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,4,38,0,1,17000.0,3000,0,216,0,12000.0,0,1,0,5000.0,1,0,1,2,1,0,2019,4,0
0,0,0,0,1,16,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,6,56,0,0,28962.0,3000,1,68,0,22262.0,0,0,6,6700.0,2,0,0,11,1,0,2012,2,0
0,0,1,0,0,14,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,38,0,1,48295.0,3000,0,98,0,16495.0,0,0,0,31800.0,1,0,1,17,1,0,2016,4,0
0,0,0,1,1,11,750,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,12,40,0,0,57028.0,3000,0,126,0,41928.0,0,0,2,15100.0,2,0,0,20,1,0,2020,3,0
0,0,0,0,0,2,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,37,0,1,28048.0,3000,1,39,0,14848.0,0,0,1,13200.0,1,0,1,7,1,0,2020,3,0
0,0,0,0,0,6,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,51,0,0,28702.0,3000,1,196,0,10202.0,0,1,6,18500.0,1,0,1,8,1,0,2011,1,0
0,0,1,0,0,24,750,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,4,58,0,0,25000.0,3000,0,172,0,25000.0,0,0,2,0.0,1,0,0,7,0,0,2011,3,1
0,0,0,0,1,1,750,4,0,1,0,1,1,0,0,0,0,1,0,0,1,0,4,10,57,0,0,90500.0,2700,1,93,0,46500.0,0,1,1,44000.0,2,0,0,10,1,0,2020,2,0
0,0,0,0,0,6,750,2,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,9,47,1,0,16366.0,3000,0,103,0,11566.0,0,0,4,4800.0,0,0,0,16,1,0,2018,4,0
0,1,0,0,0,18,750,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,7,54,0,0,17500.0,3000,1,72,0,17500.0,0,0,3,0.0,1,0,0,16,0,0,2017,1,0
0,0,0,0,0,14,750,2,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,5,38,0,0,18000.0,3000,1,32,0,18000.0,0,1,1,0.0,1,0,1,11,1,0,2013,3,0
0,0,0,0,0,27,750,3,0,0,0,1,1,0,0,0,0,4,0,0,1,1,0,11,23,0,1,87140.0,3000,1,2,0,9340.0,0,1,2,77800.0,0,0,1,6,0,1,2016,4,0
0,0,0,0,1,1,750,1,0,1,0,3,1,0,0,0,0,1,0,0,1,0,0,3,55,0,0,3000.0,3000,1,309,0,3000.0,0,0,4,0.0,0,0,0,14,1,0,2013,4,0
0,0,0,0,1,17,750,3,0,0,0,0,1,0,0,0,0,3,0,0,1,1,1,5,37,0,1,40000.0,3000,1,28,0,31500.0,0,1,4,8500.0,2,0,0,7,1,0,2020,4,0
0,0,0,0,0,21,750,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,8,46,0,1,19500.0,3000,1,137,1,19500.0,0,0,2,0.0,1,0,0,4,0,0,2018,1,0
0,0,0,0,0,17,750,2,1,1,0,1,1,1,0,0,0,2,0,0,1,0,4,6,36,0,1,44000.0,3000,1,17,0,41000.0,0,0,0,3000.0,2,0,0,4,1,0,2018,3,0
0,0,0,0,1,11,750,1,2,1,0,3,1,0,0,0,0,4,0,0,1,0,1,12,22,0,0,4300.0,3000,1,21,0,1100.0,0,0,2,3200.0,1,0,0,6,1,0,2017,2,0
0,0,0,0,0,21,750,2,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,10,34,0,0,107068.0,3000,0,110,0,18968.0,0,0,0,88100.0,1,0,0,8,1,0,2017,3,0
0,0,0,0,1,20,750,2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2,10,59,0,2,12497.0,2550,1,175,0,5897.0,1,1,6,6600.0,1,0,0,23,1,0,2012,3,0
0,0,0,0,1,6,750,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,3,49,1,0,27165.0,3000,0,56,0,10065.0,0,0,2,17100.0,0,0,0,9,1,0,2016,4,0
0,0,0,0,0,3,750,3,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,8,38,0,0,15473.0,3000,0,133,1,10673.0,0,1,5,4800.0,0,0,0,5,0,0,2016,3,0
0,0,0,0,1,4,750,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,10,26,0,3,36807.0,3000,0,103,0,11307.0,0,1,4,25500.0,0,0,0,8,1,0,2019,3,0
1,0,0,0,0,30,750,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,46,0,0,57760.0,2850,1,156,0,20560.0,0,0,2,37200.0,1,0,0,10,0,0,2020,2,1
0,0,0,0,0,25,750,3,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,7,42,0,2,78883.0,3000,1,91,1,32483.0,0,1,3,46400.0,2,0,0,7,0,0,2019,3,0
0,0,0,0,0,25,750,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,6,37,0,0,13731.0,3000,1,125,0,4931.0,0,0,1,8800.0,0,1,0,11,0,0,2013,2,1
0,0,0,0,0,24,750,2,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,7,40,0,2,33171.0,3000,0,108,0,15271.0,0,0,2,17900.0,1,0,0,6,1,0,2015,3,0
0,0,0,0,0,19,750,1,0,1,0,2,0,0,0,0,1,1,0,1,1,0,0,4,22,0,0,40424.0,3000,1,30,0,24524.0,0,0,4,15900.0,1,0,0,6,0,0,2016,3,1
0,0,0,0,1,8,750,3,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,12,45,0,3,24500.0,2550,0,156,0,12500.0,0,1,6,12000.0,2,0,0,14,1,0,2010,3,0
0,0,0,0,1,8,750,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,54,0,4,45574.0,3000,0,103,0,15774.0,0,1,4,29800.0,0,0,0,11,1,0,2016,3,0
0,0,0,0,0,7,750,4,0,0,0,2,1,0,1,0,0,1,0,0,1,1,2,10,69,0,2,71000.0,3000,0,188,0,26500.0,0,1,0,44500.0,2,0,1,6,1,0,2013,3,0
0,0,0,0,1,21,750,2,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,8,32,0,4,1000.0,2650,0,80,0,1000.0,1,0,2,0.0,0,0,0,18,1,0,2006,3,0
0,0,1,0,0,12,750,2,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,6,59,0,2,29171.0,2550,1,90,0,16071.0,0,1,2,13100.0,1,0,1,5,1,0,2020,2,0
0,0,0,0,1,11,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,38,0,2,44500.0,3000,1,92,1,34000.0,0,1,4,10500.0,2,0,0,17,0,0,2016,1,0
0,0,0,0,0,23,750,3,0,0,0,2,1,0,0,0,0,1,0,0,1,1,1,12,54,0,0,62000.0,2900,1,100,0,32000.0,0,1,0,30000.0,2,0,1,14,1,0,2015,3,0
0,0,0,0,1,29,750,2,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,8,42,0,0,49500.0,3000,1,47,0,34500.0,0,0,3,15000.0,2,0,0,19,1,0,2019,4,0
0,1,0,0,0,16,750,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,8,33,1,0,18628.0,2600,1,31,0,13028.0,0,0,4,5600.0,0,0,1,23,0,0,2015,3,0
0,1,0,0,1,10,750,4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,53,0,1,8741.0,3000,1,218,0,6941.0,0,1,3,1800.0,0,0,0,18,0,0,2014,3,0
0,0,0,0,0,9,750,3,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,2,65,0,1,32812.0,2750,1,87,1,14312.0,0,1,5,18500.0,0,0,0,11,0,0,2017,4,0
0,0,0,0,0,13,750,2,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,4,64,0,0,27852.0,3000,1,111,0,21252.0,1,1,5,6600.0,2,0,0,11,1,0,2015,1,0
0,0,0,0,1,19,750,2,0,0,0,0,1,0,0,1,0,2,0,0,0,1,3,12,47,0,1,97500.0,3000,1,50,0,37500.0,0,0,3,60000.0,2,0,0,22,1,0,2014,3,0
0,0,0,0,1,16,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,12,64,0,0,19500.0,3000,1,134,1,19500.0,0,0,0,0.0,1,0,0,7,0,0,2016,1,0
0,0,0,0,0,4,750,1,2,0,0,2,0,0,1,0,1,1,0,1,1,0,0,8,20,0,0,16500.0,3000,0,5,0,16500.0,1,0,6,0.0,1,0,0,6,0,0,2019,3,1
0,0,0,0,1,4,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,12,56,0,0,18000.0,2450,1,68,0,18000.0,0,1,2,0.0,1,0,0,14,1,0,2012,3,0
0,0,1,0,1,23,750,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,5,44,0,1,38303.0,3000,1,98,0,21303.0,0,1,3,17000.0,1,0,0,17,0,1,2015,2,0
0,1,0,0,0,27,750,2,0,0,0,2,1,1,1,0,0,1,0,0,1,1,1,9,43,0,1,32283.0,2550,0,134,0,17683.0,0,1,4,14600.0,1,0,0,14,0,0,2016,3,0
0,0,0,0,0,23,750,3,0,0,0,3,1,0,1,0,0,1,0,0,1,1,0,1,68,0,1,27000.0,2950,0,226,0,27000.0,0,1,2,0.0,2,0,1,15,1,0,2013,3,0
0,0,0,0,0,23,750,3,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,3,42,0,4,37607.0,3000,1,79,0,23607.0,0,1,5,14000.0,2,0,1,11,1,0,2014,3,0
0,0,0,0,1,27,750,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,12,40,1,0,4000.0,3000,0,58,0,4000.0,0,0,4,0.0,0,0,0,16,1,0,2016,1,0
0,0,0,0,0,13,750,3,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,6,70,0,0,77670.0,3000,0,166,0,35670.0,0,1,3,42000.0,2,0,1,10,1,0,2020,3,0
1,0,0,0,0,11,750,1,0,0,0,3,0,0,0,0,1,4,0,0,1,1,0,11,37,0,0,9500.0,3000,1,22,0,9500.0,0,0,0,0.0,0,1,0,0,0,0,2009,1,1
0,0,0,0,1,6,750,2,0,0,0,1,1,0,0,0,0,3,0,0,1,1,1,11,28,0,0,65500.0,2950,1,41,0,40500.0,0,1,2,25000.0,2,0,0,6,1,0,2019,3,0
0,0,0,0,0,19,750,2,0,0,0,2,1,1,0,0,0,2,0,0,1,1,0,11,39,0,2,18000.0,3000,1,52,0,18000.0,0,0,1,0.0,1,0,0,10,1,0,2015,3,0
0,0,0,1,1,26,750,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,3,51,0,0,44440.0,3000,0,320,0,39340.0,0,0,1,5100.0,2,0,0,6,1,0,2013,3,0
0,0,0,0,1,20,750,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,2,48,0,1,19500.0,3000,0,120,0,19500.0,0,0,2,0.0,1,0,0,5,1,0,2017,1,0
0,0,0,0,1,3,750,2,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0,2,55,0,1,12000.0,3000,1,47,0,12000.0,0,0,6,0.0,1,0,0,18,1,0,2007,3,0
0,0,0,0,1,3,750,2,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,4,68,0,0,17000.0,3000,0,218,0,17000.0,0,1,2,0.0,0,0,0,21,1,0,2020,3,0
0,0,0,0,1,5,750,2,0,0,0,2,1,0,1,0,0,1,0,0,1,1,2,5,41,0,2,26125.0,3000,0,247,0,19925.0,0,1,6,6200.0,1,0,0,8,1,0,2016,3,0
0,0,0,0,1,16,750,2,0,0,0,3,1,0,0,0,0,1,1,0,1,0,1,10,46,0,2,39704.0,2850,1,67,0,23004.0,0,1,2,16700.0,1,0,0,16,1,0,2020,1,0
0,0,0,0,0,29,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,4,7,68,0,1,88871.0,2650,1,41,0,32671.0,0,1,0,56200.0,2,0,1,5,1,0,2019,1,0
0,0,0,0,1,29,750,3,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,7,68,0,4,23313.0,2900,0,165,0,12813.0,0,1,0,10500.0,0,0,0,7,1,0,2018,3,0
0,0,0,0,1,6,750,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,26,1,0,19678.0,3000,1,51,0,6678.0,1,0,6,13000.0,0,0,0,16,1,0,2011,2,0
0,0,0,0,1,31,750,4,1,1,0,1,1,0,0,0,0,2,0,0,1,0,4,5,31,0,5,25000.0,3000,1,56,0,17500.0,0,1,4,7500.0,1,0,0,13,1,0,2016,1,0
0,0,0,0,0,29,750,3,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,5,62,0,0,52071.0,2850,0,333,1,22071.0,0,1,2,30000.0,0,0,0,23,0,0,2020,3,0
0,0,0,0,1,27,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,6,61,0,0,15119.0,3000,0,149,0,4119.0,0,1,3,11000.0,0,0,0,14,1,0,2012,3,0
0,0,0,0,1,5,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,4,42,0,0,15500.0,3000,1,64,0,15500.0,0,0,4,0.0,1,0,0,13,1,0,2016,1,0
0,0,0,0,0,27,750,2,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,12,27,1,0,8000.0,3000,1,37,0,8000.0,1,0,4,0.0,0,0,1,14,1,0,2016,3,0
0,0,0,0,1,2,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,36,0,1,47572.0,3000,1,134,0,10872.0,0,1,1,36700.0,1,0,0,13,1,0,2018,2,0
0,0,0,0,0,20,750,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,11,36,0,0,9000.0,3000,0,56,0,9000.0,0,0,2,0.0,0,1,0,17,0,0,2018,3,1
0,0,0,0,0,12,750,2,0,1,0,3,1,1,1,0,0,1,0,0,1,0,0,12,31,0,2,22594.0,3000,0,105,0,16994.0,0,1,3,5600.0,1,0,0,15,1,0,2018,3,0
1,0,0,0,1,7,750,2,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,8,33,1,3,17194.0,2550,1,4,0,1494.0,0,0,2,15700.0,0,0,0,5,1,0,2015,2,0
0,0,0,0,1,7,750,3,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,6,31,0,2,24651.0,2800,1,61,0,11051.0,0,1,4,13600.0,0,0,0,12,1,0,2009,4,0
0,0,0,0,1,10,750,3,1,0,0,2,1,0,0,0,0,1,0,0,1,1,1,10,53,0,3,59500.0,3000,1,188,0,42000.0,0,1,3,17500.0,2,0,0,12,1,0,2018,3,0
0,0,1,0,1,23,750,2,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,7,43,1,1,24733.0,3000,0,71,0,13433.0,0,0,1,11300.0,0,0,0,13,1,0,2020,2,0
0,0,1,0,0,30,750,1,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,10,30,0,0,18000.0,3000,1,4,0,18000.0,0,0,2,0.0,1,0,0,20,0,0,2018,2,1
0,0,0,0,0,18,750,3,0,0,0,2,1,1,1,0,0,5,0,0,1,1,1,2,18,0,3,33500.0,2850,0,11,0,23500.0,0,1,0,10000.0,1,0,0,15,1,0,2019,1,0
0,0,0,0,0,24,750,1,0,1,0,2,0,0,0,0,1,1,0,1,1,0,0,4,63,0,0,25000.0,3000,1,147,0,25000.0,0,0,2,0.0,1,0,0,7,0,0,2018,3,1
0,0,0,0,0,15,750,2,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,2,38,0,1,23173.0,2900,0,66,0,18373.0,0,0,4,4800.0,1,0,0,11,1,0,2018,4,0
0,0,0,0,1,11,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,2,57,0,0,46793.0,3000,1,53,0,25393.0,0,0,0,21400.0,2,0,0,18,1,0,2013,1,0
0,0,0,0,0,12,750,2,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,8,28,0,0,27011.0,3000,1,50,1,16411.0,0,1,0,10600.0,0,0,0,15,0,0,2017,1,0
0,0,0,0,0,6,750,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4,31,0,0,24607.0,3000,0,74,0,17507.0,0,0,5,7100.0,0,1,0,5,0,0,2020,4,1
0,1,0,0,0,7,750,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,2,42,1,0,17000.0,3000,0,91,0,1000.0,0,0,3,16000.0,0,0,0,19,0,0,2009,1,0
0,0,0,0,0,30,750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,50,1,0,15000.0,3000,1,154,0,15000.0,0,0,2,0.0,0,0,1,16,1,0,2018,2,0
0,0,0,0,0,31,750,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,8,49,1,2,34267.0,3000,1,58,0,16567.0,0,0,5,17700.0,0,0,0,9,1,0,2019,1,0
0,0,0,0,0,11,750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,40,1,0,24752.0,2800,1,131,0,4452.0,0,0,4,20300.0,0,0,1,18,1,0,2013,2,0
0,1,0,0,0,23,750,3,0,0,0,0,1,1,0,0,0,1,1,0,1,0,4,8,35,0,2,46000.0,3000,1,105,0,16000.0,0,1,4,30000.0,2,0,0,9,0,0,2011,4,0
0,0,0,0,1,26,750,1,1,0,0,3,1,0,0,0,0,3,0,0,0,1,0,3,60,1,0,23833.0,3000,1,38,0,14133.0,0,0,1,9700.0,0,0,0,9,1,0,2011,3,0
0,0,0,0,0,9,750,2,0,1,0,2,1,0,0,0,0,1,0,0,1,0,1,5,36,0,0,16038.0,2950,1,92,0,9838.0,0,0,3,6200.0,1,0,1,11,1,0,2017,1,0
0,0,0,0,0,21,750,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,19,1,2,7500.0,3000,1,11,0,7500.0,1,0,3,0.0,0,0,0,14,1,0,2013,1,0
0,0,0,0,1,15,750,2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,4,49,0,0,31501.0,2850,0,45,0,18801.0,1,1,0,12700.0,1,0,0,12,1,0,2020,2,0
0,0,0,0,0,27,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,55,0,0,14500.0,3000,1,118,0,14500.0,0,0,6,0.0,1,0,1,2,1,0,2015,4,0
0,0,0,0,0,31,750,1,0,0,0,1,0,0,1,0,1,3,0,0,1,1,0,10,23,0,0,17000.0,3000,0,20,0,17000.0,0,0,3,0.0,0,1,0,18,0,0,2018,3,1
0,0,0,0,1,7,750,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,4,60,0,0,42574.0,3000,1,240,1,20374.0,0,1,6,22200.0,1,0,0,9,0,0,2020,3,0
0,0,1,0,0,4,750,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,8,59,1,3,13500.0,3000,1,80,0,13500.0,0,0,6,0.0,0,0,1,4,1,0,2009,4,0
0,0,0,0,0,6,750,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,12,43,1,1,13000.0,3000,1,69,0,13000.0,0,0,4,0.0,0,0,0,15,1,0,2018,3,0
0,0,0,0,0,23,750,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,11,38,0,0,80828.0,3000,1,86,0,25028.0,1,0,5,55800.0,0,1,0,4,0,0,2019,3,1
0,0,0,0,0,4,750,2,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,6,66,1,1,3000.0,2700,0,90,1,3000.0,1,0,1,0.0,0,0,0,5,0,0,2015,3,0
1,0,0,0,0,8,750,1,0,1,0,1,1,0,1,0,0,3,0,0,0,0,0,4,64,1,0,16056.0,3000,0,39,0,12256.0,0,0,0,3800.0,0,0,1,11,1,0,2016,4,0
0,0,0,0,0,23,750,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,8,42,0,2,41000.0,3000,1,88,0,30000.0,0,1,4,11000.0,2,0,1,1,1,0,2015,2,0
0,0,0,0,1,12,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,12,64,0,1,65889.0,3000,1,173,0,30789.0,0,1,3,35100.0,2,0,0,17,1,0,2020,4,0
0,0,0,0,1,25,750,3,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,62,0,0,18000.0,3000,1,122,1,18000.0,0,1,4,0.0,0,0,0,10,0,0,2017,2,0
0,0,1,1,1,18,750,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,26,0,1,93850.0,3000,1,30,0,40150.0,0,0,0,53700.0,2,0,0,19,1,0,2017,1,0
0,0,0,0,0,3,750,3,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,12,54,0,1,113145.0,3000,0,91,0,13045.0,0,1,1,100100.0,0,0,1,16,1,0,2017,3,0
0,0,0,0,0,24,750,2,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,9,53,0,0,16000.0,2300,0,115,0,16000.0,0,0,1,0.0,1,0,0,16,1,0,2006,4,0
0,0,0,0,0,14,750,2,0,0,0,0,1,1,1,0,0,2,0,0,1,1,0,12,65,0,0,20000.0,3000,0,48,0,20000.0,0,0,5,0.0,1,0,0,16,1,0,2017,3,0
0,0,0,0,1,17,750,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,7,55,1,0,22600.0,2950,0,108,0,1000.0,0,0,2,21600.0,0,0,0,11,1,0,2019,3,0
0,0,0,0,1,18,750,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,2,7,59,0,1,50226.0,3000,0,95,0,36426.0,0,1,3,13800.0,2,0,0,10,1,0,2015,4,0
0,0,0,0,1,14,750,3,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,11,23,0,1,58000.0,2900,0,26,0,43000.0,1,1,3,15000.0,2,0,0,14,1,0,2017,1,0
0,0,0,0,0,5,750,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,11,59,0,0,12000.0,3000,1,237,0,12000.0,1,0,1,0.0,0,1,0,10,0,0,2019,3,1
0,0,0,1,0,4,750,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,68,0,0,66292.0,3000,0,160,0,31692.0,0,0,4,34600.0,2,0,1,16,1,0,2016,1,0
0,0,0,0,1,9,750,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,6,65,0,2,13000.0,3000,1,136,0,13000.0,0,1,6,0.0,0,0,0,7,1,0,2020,3,0
0,0,0,0,0,24,750,3,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,9,48,0,0,101319.0,3000,1,118,0,15319.0,0,1,1,86000.0,1,0,1,4,1,0,2015,3,0
0,0,0,0,0,2,750,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,4,45,1,0,5000.0,3000,1,135,0,5000.0,0,0,1,0.0,0,0,1,4,1,0,2019,3,0
0,0,0,0,0,30,750,3,0,0,0,1,1,0,0,0,0,4,0,0,1,1,3,5,51,0,2,84733.0,3000,1,19,0,45533.0,0,1,3,39200.0,2,0,1,19,1,0,2016,2,0
1,0,0,0,1,28,750,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,3,37,1,0,10000.0,3000,0,88,0,10000.0,0,0,3,0.0,0,0,0,8,1,0,2017,3,0
0,0,0,0,0,4,750,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,33,0,0,8500.0,3000,0,63,0,8500.0,0,0,4,0.0,0,1,0,5,0,0,2015,4,1
0,0,0,0,1,13,750,3,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1,5,68,0,2,49500.0,2550,0,49,1,34500.0,0,1,0,15000.0,2,0,0,10,0,0,2017,3,0
0,0,0,0,0,29,750,2,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,1,54,1,2,19000.0,2850,0,110,0,19000.0,0,0,1,0.0,0,0,1,15,1,0,2018,1,0
0,0,0,0,0,14,750,3,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1,5,37,0,2,63000.0,3000,0,52,0,38000.0,0,1,1,25000.0,2,0,1,17,1,0,2018,1,0
0,0,0,0,0,4,750,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,26,0,0,8500.0,2850,1,61,0,8500.0,0,0,4,0.0,0,1,0,5,0,0,2018,4,1
0,0,0,0,0,22,750,4,0,0,0,2,1,0,0,0,0,1,1,0,1,0,4,10,50,0,3,42500.0,3000,1,129,0,29000.0,0,1,1,13500.0,2,0,1,19,1,0,2017,2,0
0,0,0,0,1,9,750,2,3,0,0,1,1,0,0,0,0,1,0,0,1,1,0,4,75,0,1,154082.0,3000,1,203,0,9282.0,0,0,1,144800.0,1,0,0,15,1,0,2017,3,0
0,0,0,0,0,26,750,3,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,2,55,0,0,31500.0,3000,1,217,0,31500.0,0,1,1,0.0,2,0,1,6,1,0,2020,4,0
0,0,0,0,0,24,750,2,1,0,0,1,1,0,0,0,0,4,0,0,1,1,1,7,37,0,1,27500.0,3000,1,25,0,18000.0,0,0,2,9500.0,1,0,1,17,1,0,2019,3,0
0,1,0,0,0,17,750,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9,61,1,0,8000.0,3000,1,53,0,8000.0,0,0,1,0.0,0,0,1,15,0,0,2015,4,0
0,0,0,0,0,7,750,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,10,45,0,0,64000.0,3000,1,133,0,18500.0,0,1,0,45500.0,1,0,1,9,1,0,2013,1,0
1,0,0,0,0,3,750,1,2,0,0,2,1,0,0,0,0,4,0,0,0,1,0,5,39,1,0,34579.0,3000,1,30,0,7779.0,0,0,4,26800.0,0,0,1,7,1,0,2013,2,0
0,0,0,0,1,4,750,3,0,1,0,1,1,0,1,0,0,2,0,0,1,0,0,3,28,0,2,21589.0,3000,0,38,1,10589.0,0,1,0,11000.0,0,0,0,9,0,0,2015,4,0
0,1,0,0,1,17,750,3,0,0,0,2,1,0,0,0,0,1,0,0,1,1,4,3,54,0,2,48073.0,3000,1,143,0,41173.0,0,1,6,6900.0,2,0,0,3,0,0,2019,1,0
