policy_id,customer_age,months_as_customer,num_claims_past_year,num_insurers_past_5_years,policy_state,policy_deductable,policy_annual_premium,policy_liability,customer_zip,customer_gender,customer_education,auto_year
1142,29,129,0,1,CA,750,3000,30/60,92301,Male,Bachelor,2019
1143,38,157,0,1,WA,750,3000,30/60,98146,Female,Bachelor,2017
1144,39,40,0,2,WA,750,3000,25/50,98335,Female,Bachelor,2016
1145,55,258,0,1,AZ,750,3000,15/30,85634,Female,Advanced Degree,2017
1146,53,149,1,1,CA,750,3000,100/200,90044,Unkown,Associate,2016
1147,31,7,0,4,CA,750,2850,15/30,95120,Male,High School,2020
1148,63,191,0,1,WA,750,2650,30/60,99207,Male,Advanced Degree,2018
1149,45,108,0,1,CA,750,3000,15/30,94605,Female,Advanced Degree,2015
1150,49,131,0,1,CA,750,2500,30/60,95608,Female,Advanced Degree,2012
1151,54,58,0,2,CA,750,2400,30/60,90280,Unkown,High School,2012
1152,55,105,0,1,CA,750,2500,100/200,92571,Female,High School,2017
1153,65,220,0,1,CA,750,3000,30/60,90221,Unkown,High School,2017
1154,37,183,0,1,OR,750,3000,30/60,97504,Female,High School,2017
1155,27,30,0,4,WA,750,3000,25/50,99301,Female,Bachelor,2016
1156,23,38,0,2,CA,750,2700,15/30,92008,Female,High School,2011
1157,22,34,0,2,OR,750,3000,25/50,97303,Male,Bachelor,2016
1158,40,67,0,1,CA,750,3000,15/30,92008,Unkown,High School,2013
1159,38,63,0,1,CA,750,3000,25/50,92251,Male,Bachelor,2015
1160,50,112,0,1,CA,750,2700,30/60,92651,Female,Advanced Degree,2017
1161,60,85,0,1,CA,750,3000,15/30,94707,Male,High School,2019
1162,61,149,0,1,CA,750,3000,15/30,90804,Female,Bachelor,2012
1163,32,14,0,4,AZ,750,3000,25/50,85042,Female,Associate,2011
1164,41,70,0,1,WA,750,3000,100/200,98101,Male,High School,2018
1165,50,23,0,4,CA,750,2600,15/30,90049,Female,Bachelor,2012
1166,39,62,0,1,CA,750,2750,15/30,93704,Male,Bachelor,2020
1167,54,378,0,1,CA,750,3000,15/30,91335,Female,Bachelor,2014
1168,59,116,0,1,ID,750,3000,25/50,83607,Male,Advanced Degree,2016
1169,57,71,0,1,CA,750,3000,25/50,94086,Male,Bachelor,2017
1170,67,121,0,1,CA,750,3000,25/50,92570,Male,High School,2015
1171,48,45,0,1,CA,750,2700,30/60,95472,Female,Bachelor,2016
1172,18,1,0,2,CA,750,3000,100/200,94587,Male,High School,2018
1173,52,179,0,1,NV,750,3000,100/200,89104,Other,Bachelor,2017
1174,31,35,0,2,CA,750,3000,25/50,90706,Male,Bachelor,2016
1175,33,46,0,2,WA,750,3000,25/50,99201,Male,High School,2019
1176,56,100,0,1,AZ,750,2950,15/30,85251,Male,Advanced Degree,2018
1177,69,283,0,1,AZ,750,2600,25/50,85248,Male,Advanced Degree,2013
1178,44,98,0,1,AZ,750,2950,100/200,85716,Female,Advanced Degree,2016
1179,50,120,0,1,WA,750,3000,30/60,98002,Female,Associate,2017
1180,49,55,0,1,CA,750,3000,100/200,92582,Female,Bachelor,2016
1181,55,156,0,1,OR,750,2600,25/50,97415,Male,Advanced Degree,2016
1182,59,143,0,1,OR,750,3000,25/50,97524,Male,Associate,2017
1183,52,161,0,1,CA,750,3000,30/60,95358,Female,Advanced Degree,2014
1184,70,162,0,1,CA,750,3000,30/60,92626,Unkown,Below High School,2019
1185,57,200,0,1,CA,750,2700,15/30,95129,Male,Below High School,2009
1186,41,60,0,1,CA,750,3000,15/30,90034,Female,Bachelor,2017
1187,20,6,0,4,CA,750,3000,15/30,92024,Male,Bachelor,2014
1188,40,91,0,1,CA,750,2600,15/30,90008,Male,Bachelor,2016
1189,27,4,0,1,AZ,750,3000,15/30,85043,Female,Advanced Degree,2017
1190,32,13,0,4,CA,750,3000,15/30,94518,Male,High School,2014
1191,56,100,0,1,AZ,750,3000,25/50,85006,Female,High School,2017
1192,52,123,0,1,AZ,750,3000,25/50,85308,Male,Advanced Degree,2015
1193,20,18,0,2,CA,750,2900,25/50,92395,Female,High School,2015
1194,53,154,0,1,CA,750,3000,25/50,90650,Male,Bachelor,2015
1195,68,38,0,1,CA,750,3000,25/50,94086,Unkown,Bachelor,2017
1196,32,116,0,1,NV,750,3000,25/50,89156,Male,High School,2020
1197,41,92,0,1,AZ,750,3000,15/30,85629,Female,Associate,2019
1198,44,125,0,1,AZ,750,3000,15/30,85705,Female,Bachelor,2016
1199,28,12,0,4,AZ,750,2800,15/30,85207,Unkown,Advanced Degree,2019
1200,57,149,0,1,CA,750,3000,15/30,96033,Female,Bachelor,2018
1201,42,12,0,3,CA,750,2600,15/30,90232,Female,Bachelor,2017
1202,52,181,0,1,CA,750,3000,15/30,93711,Male,Bachelor,2019
1203,26,18,1,1,CA,750,3000,25/50,95838,Male,Associate,2011
1204,35,40,3,2,CA,750,3000,100/200,91604,Male,High School,2007
1205,58,139,0,1,AZ,750,2700,100/200,85202,Male,Bachelor,2013
1206,37,55,0,1,CA,750,2900,30/60,93267,Unkown,High School,2019
1207,36,36,0,2,CA,750,3000,30/60,94606,Male,High School,2003
1208,48,91,0,1,AZ,750,3000,100/200,85210,Female,Bachelor,2016
1209,63,83,0,1,WA,750,3000,30/60,98926,Female,Bachelor,2019
1210,69,5,0,4,CA,750,2900,25/50,91730,Female,High School,2019
1211,33,84,0,1,ID,750,3000,30/60,83815,Female,Bachelor,2017
1212,33,66,0,1,CA,750,3000,15/30,91746,Male,Bachelor,2020
1213,48,120,0,1,WA,750,3000,25/50,98498,Female,High School,2017
1214,68,107,0,1,OR,750,3000,25/50,97215,Male,Advanced Degree,2018
1215,64,213,0,1,CA,750,3000,15/30,92065,Unkown,High School,2017
1216,56,110,0,1,OR,750,2950,30/60,97214,Female,Advanced Degree,2017
1217,60,64,0,1,WA,750,3000,100/200,98360,Unkown,Below High School,2019
1218,33,45,0,2,CA,750,3000,100/200,95127,Male,Advanced Degree,2014
1219,28,59,0,2,WA,750,3000,25/50,98682,Male,Below High School,2020
1220,44,128,0,1,OR,750,3000,100/200,97229,Male,Bachelor,2010
1221,41,139,0,1,AZ,750,3000,30/60,85203,Male,Associate,2018
1222,35,38,1,1,AZ,750,3000,15/30,85745,Male,Bachelor,2014
1223,58,199,0,1,CA,750,2900,25/50,95307,Female,Bachelor,2015
1224,63,70,0,1,CA,750,3000,15/30,92586,Male,High School,2017
1225,46,13,0,2,CA,750,3000,15/30,94112,Female,Bachelor,2010
1226,21,37,0,3,CA,750,3000,25/50,92223,Female,High School,2019
1227,40,89,1,1,NV,750,3000,30/60,89048,Female,Advanced Degree,2015
1228,30,98,0,1,CA,750,3000,15/30,92065,Male,High School,2017
1229,42,131,0,1,CA,750,3000,100/200,94070,Male,Bachelor,2011
1230,42,47,0,2,CA,750,3000,25/50,94587,Female,Bachelor,2018
1231,57,127,0,1,CA,750,3000,15/30,95135,Male,Bachelor,2019
1232,24,37,0,1,CA,750,2750,25/50,90018,Female,High School,2013
1233,68,150,0,1,CA,750,3000,25/50,92679,Male,Bachelor,2012
1234,56,157,0,1,CA,750,3000,25/50,91784,Female,Bachelor,2020
1235,39,69,0,1,AZ,750,2750,30/60,85395,Female,Advanced Degree,2018
1236,25,84,0,1,CA,750,3000,15/30,91733,Female,Bachelor,2014
1237,37,58,0,1,OR,750,3000,25/50,97317,Male,Bachelor,2020
1238,66,174,0,1,CA,750,2600,30/60,94306,Male,Associate,2020
1239,34,127,0,1,CA,750,3000,25/50,94587,Female,High School,2018
1240,22,38,0,1,CA,750,3000,15/30,91770,Female,Bachelor,2009
1241,47,121,0,1,ID,750,3000,30/60,83252,Male,Associate,2017
1242,50,80,0,1,AZ,750,3000,100/200,85122,Male,Bachelor,2020
1243,41,63,0,1,CA,750,3000,25/50,93405,Male,Bachelor,2011
1244,35,38,0,3,CA,750,3000,30/60,90037,Female,Bachelor,2020
1245,54,275,0,1,CA,750,2650,15/30,91006,Male,Advanced Degree,2017
1246,33,65,0,1,WA,750,2650,25/50,99362,Female,Bachelor,2018
1247,21,32,0,3,ID,750,3000,25/50,83530,Female,Bachelor,2020
1248,43,118,0,1,CA,750,2900,30/60,92704,Female,Bachelor,2014
1249,35,32,0,3,WA,750,3000,100/200,98003,Female,Bachelor,2014
1250,32,57,0,1,CA,750,3000,30/60,93309,Female,High School,2015
1251,53,103,0,1,AZ,750,2650,15/30,85209,Female,High School,2002
1252,24,67,0,1,CA,750,3000,25/50,92870,Male,High School,2010
1253,50,137,0,1,CA,750,3000,100/200,92865,Male,Bachelor,2020
1254,59,18,0,4,CA,750,3000,15/30,95831,Female,Advanced Degree,2014
1255,69,100,0,1,CA,750,3000,25/50,91768,Female,Associate,2016
1256,42,81,0,1,WA,750,2550,100/200,98404,Female,Bachelor,2014
1257,40,33,1,4,CA,750,3000,30/60,92260,Male,Advanced Degree,2019
1258,26,79,0,1,WA,750,3000,25/50,98272,Female,Advanced Degree,2017
1259,27,2,0,5,OR,750,3000,25/50,97013,Male,Bachelor,2013
1260,39,87,0,1,CA,750,3000,25/50,94102,Female,High School,2018
1261,51,84,0,1,CA,750,3000,100/200,91343,Male,High School,2019
1262,62,183,0,1,ID,750,3000,30/60,83617,Female,Below High School,2018
1263,28,22,0,3,WA,750,3000,25/50,98277,Male,High School,2010
1264,39,30,2,4,CA,750,3000,30/60,92627,Male,Associate,2013
1265,44,80,3,1,CA,750,3000,15/30,92240,Female,Bachelor,2017
1266,29,31,0,2,ID,750,3000,30/60,83401,Male,High School,2014
1267,62,118,0,1,CA,750,3000,15/30,92570,Female,High School,2016
1268,59,259,0,1,AZ,750,3000,15/30,85017,Female,High School,2018
1269,38,25,0,4,CA,750,3000,15/30,91731,Female,Bachelor,2016
1270,45,64,0,1,CA,750,3000,15/30,94610,Male,Bachelor,2019
1271,54,293,0,1,OR,750,2700,100/200,97520,Female,Bachelor,2018
1272,33,13,0,4,CA,750,2750,15/30,94404,Female,High School,2015
1273,60,194,0,1,CA,750,2700,15/30,93635,Female,Bachelor,2015
1274,19,4,0,2,CA,750,3000,25/50,95018,Female,High School,2012
1275,50,96,0,1,WA,750,3000,30/60,98040,Male,High School,2015
1276,53,153,0,1,CA,750,3000,25/50,92860,Male,Advanced Degree,2019
1277,43,110,0,1,CA,750,2900,25/50,90630,Male,Advanced Degree,2020
1278,67,78,1,1,CA,750,3000,15/30,94601,Male,Bachelor,2018
1279,29,12,0,3,CA,750,3000,15/30,92840,Male,Advanced Degree,2013
1280,28,42,0,3,CA,750,3000,15/30,95014,Female,Bachelor,2016
1281,48,196,0,1,NV,750,3000,100/200,89433,Female,High School,2018
1282,67,69,0,1,CA,750,2600,25/50,92626,Male,Advanced Degree,2017
1283,24,10,0,3,CA,750,3000,15/30,92704,Unkown,High School,2017
1284,45,96,0,1,CA,750,3000,15/30,90026,Female,Bachelor,2013
1285,53,149,0,1,CA,750,2600,25/50,92843,Other,High School,2012
1286,58,121,0,1,CA,750,3000,15/30,94044,Female,Bachelor,2013
1287,48,90,0,1,CA,750,3000,30/60,91709,Female,Bachelor,2014
1288,37,57,3,2,CA,750,3000,15/30,95988,Male,Bachelor,2018
1289,27,37,0,2,WA,750,3000,25/50,99344,Male,High School,2018
1290,46,33,0,1,NV,750,3000,100/200,89106,Male,Associate,2018
1291,23,20,0,3,CA,750,3000,15/30,94401,Female,Associate,2015
1292,53,56,0,1,WA,750,2800,30/60,98007,Male,Advanced Degree,2017
1293,62,56,1,1,CA,750,3000,15/30,93960,Female,Bachelor,2018
1294,24,64,0,1,CA,750,3000,25/50,93561,Male,Bachelor,2017
1295,56,176,0,1,CA,750,3000,15/30,95054,Female,High School,2019
1296,44,15,0,1,CA,750,2500,15/30,92021,Male,Advanced Degree,2015
1297,29,79,0,1,CA,750,3000,15/30,95341,Male,High School,2012
1298,40,121,0,1,WA,750,2400,100/200,99004,Male,High School,2006
1299,31,56,0,2,CA,750,2450,100/200,94015,Male,Associate,2002
1300,28,60,0,1,CA,750,3000,15/30,92646,Male,Advanced Degree,2019
1301,34,58,0,1,WA,750,2700,25/50,98498,Female,High School,2013
1302,25,55,0,2,CA,750,3000,25/50,94530,Male,High School,2016
1303,46,29,0,2,CA,750,3000,25/50,95901,Male,Bachelor,2020
1304,50,79,0,1,CA,750,3000,25/50,90640,Female,Associate,2013
1305,39,158,0,1,CA,750,2750,30/60,92037,Male,Bachelor,2003
1306,38,17,0,2,AZ,750,3000,30/60,85710,Unkown,Bachelor,2019
1307,62,314,0,1,CA,750,3000,15/30,92376,Unkown,Bachelor,2017
1308,42,123,0,1,AZ,750,3000,15/30,85387,Male,High School,2015
1309,40,61,0,1,CA,750,3000,30/60,90712,Male,High School,2020
1310,50,154,1,1,CA,750,3000,25/50,94134,Male,Advanced Degree,2018
1311,29,88,0,1,CA,750,3000,100/200,94028,Female,Advanced Degree,2019
1312,35,32,0,1,CA,750,2850,25/50,93305,Female,High School,2016
1313,67,215,0,1,CA,750,2550,25/50,94579,Female,High School,2014
1314,46,172,0,1,CA,750,3000,25/50,95350,Female,High School,2020
1315,62,138,0,1,CA,750,3000,15/30,95111,Male,Bachelor,2009
1316,31,44,0,2,CA,750,2950,15/30,90680,Female,Bachelor,2020
1317,66,152,0,1,AZ,750,2600,30/60,85648,Female,Bachelor,2017
1318,35,46,0,1,CA,750,3000,15/30,92571,Female,Bachelor,2018
1319,70,245,1,1,WA,750,3000,25/50,98203,Female,Bachelor,2013
1320,45,66,0,1,AZ,750,3000,25/50,85755,Female,Advanced Degree,2014
1321,61,154,0,1,CA,750,3000,25/50,93105,Male,High School,2015
1322,54,140,0,1,CA,750,3000,15/30,92707,Male,High School,2019
1323,27,85,0,1,CA,750,3000,25/50,94610,Female,High School,2018
1324,31,110,0,1,CA,750,3000,15/30,93041,Male,Advanced Degree,2020
1325,65,150,0,1,CA,750,3000,30/60,95206,Unkown,Bachelor,2019
1326,37,99,0,1,CA,750,3000,30/60,90404,Male,Bachelor,2010
1327,36,68,0,1,CA,750,3000,30/60,94597,Female,High School,2015
1328,25,46,0,1,CA,750,2700,30/60,91040,Female,Associate,2016
1329,52,102,0,1,CA,750,3000,30/60,91605,Male,Associate,2019
1330,23,45,0,1,CA,750,3000,30/60,91306,Unkown,Bachelor,2017
1331,44,35,0,3,CA,750,2650,15/30,91722,Female,High School,2014
1332,42,99,0,1,WA,750,3000,25/50,98661,Female,High School,2016
1333,53,78,0,1,WA,750,3000,30/60,98520,Male,Bachelor,2018
1334,23,17,0,1,CA,750,3000,100/200,91702,Male,Associate,2019
1335,53,62,0,1,AZ,750,3000,25/50,85201,Male,Bachelor,2007
1336,40,45,0,2,CA,750,3000,15/30,90302,Male,High School,2020
1337,64,26,0,1,CA,750,2700,100/200,92395,Female,Advanced Degree,2009
1338,68,165,0,1,CA,750,2900,30/60,92251,Unkown,Bachelor,2018
1339,56,110,0,1,CA,750,3000,25/50,90803,Female,Advanced Degree,2015
1340,51,185,0,1,WA,750,2550,30/60,98926,Female,Bachelor,2017
1341,48,17,0,2,ID,750,3000,30/60,83811,Female,Advanced Degree,2017
1342,37,28,0,4,WA,750,3000,25/50,98034,Female,Advanced Degree,2019
1343,51,123,0,1,CA,750,2800,15/30,91766,Female,Bachelor,2019
1344,38,129,0,1,CA,750,3000,100/200,94536,Female,Advanced Degree,2020
1345,47,90,0,1,CA,800,2450,15/30,95307,Female,Associate,2012
1346,70,150,0,1,WA,750,3000,30/60,98026,Male,Associate,2016
1347,24,20,1,4,CA,750,3000,15/30,95431,Male,High School,2014
1348,67,211,0,1,AZ,750,3000,30/60,85020,Female,Bachelor,2012
1349,70,152,2,1,CA,750,3000,25/50,93637,Female,Bachelor,2013
1350,42,136,0,1,AZ,750,2700,25/50,85009,Female,Bachelor,2018
1351,32,121,0,1,CA,750,2500,15/30,95635,Unkown,High School,2011
1352,70,160,0,1,CA,750,3000,15/30,92126,Male,Bachelor,2018
1353,44,39,0,1,CA,750,3000,30/60,93720,Female,High School,2014
1354,24,11,1,2,WA,750,3000,25/50,98074,Male,Bachelor,2008
1355,34,42,0,3,AZ,750,3000,25/50,85209,Female,High School,2017
1356,61,111,0,1,OR,750,3000,30/60,97448,Female,Advanced Degree,2016
1357,55,165,0,1,CA,750,2900,30/60,95842,Male,High School,2019
1358,39,58,0,1,WA,750,3000,25/50,99362,Female,Associate,2020
1359,37,169,0,1,ID,750,3000,30/60,83713,Female,Advanced Degree,2015
1360,36,10,0,4,CA,750,2950,25/50,95129,Male,Bachelor,2020
1361,26,6,0,3,CA,750,3000,15/30,95834,Female,High School,2013
1362,38,51,0,1,OR,750,3000,30/60,97007,Female,Bachelor,2016
1363,68,109,0,1,CA,750,3000,15/30,91202,Unkown,High School,2016
1364,64,119,0,1,CA,750,3000,15/30,90048,Male,Advanced Degree,2014
1365,35,4,0,1,CA,750,3000,15/30,92707,Male,Bachelor,2017
1366,52,96,0,1,CA,750,3000,15/30,95822,Female,High School,2019
1367,44,44,0,2,CA,750,3000,30/60,93291,Male,Bachelor,2015
1368,26,29,0,2,CA,750,2700,25/50,93063,Unkown,High School,2017
1369,50,199,1,1,CA,750,3000,15/30,95076,Male,Bachelor,2020
1370,20,12,0,1,OR,750,3000,25/50,97739,Female,Bachelor,2017
1371,68,238,0,1,WA,750,3000,30/60,98604,Female,Advanced Degree,2015
1372,35,31,0,3,AZ,750,3000,30/60,85932,Male,Associate,2018
1373,48,114,0,1,CA,750,3000,15/30,91301,Male,Associate,2017
1374,50,152,0,1,CA,750,3000,15/30,92708,Female,High School,2018
1375,39,90,0,1,CA,750,3000,100/200,92173,Female,Bachelor,2017
1376,56,126,0,1,WA,750,2850,25/50,98201,Male,Bachelor,2013
1377,35,75,0,1,CA,750,3000,15/30,91402,Other,Bachelor,2014
1378,61,144,0,1,CA,750,3000,15/30,95382,Male,Advanced Degree,2017
1379,47,101,0,1,CA,750,3000,25/50,92571,Male,High School,2012
1380,24,49,0,1,CA,750,3000,30/60,92870,Female,Below High School,2018
1381,30,42,0,1,CA,750,3000,25/50,91789,Male,High School,2015
1382,54,15,0,3,OR,750,2650,25/50,97814,Unkown,High School,2018
1383,48,71,0,1,CA,750,2800,25/50,93505,Male,High School,2017
1384,51,31,1,4,AZ,750,3000,15/30,85003,Male,Bachelor,2014
1385,54,145,0,1,CA,750,2550,25/50,91768,Male,Associate,2012
1386,57,110,0,1,CA,750,3000,25/50,96150,Female,High School,2015
1387,66,133,0,1,NV,750,2550,100/200,89706,Female,Bachelor,2018
1388,52,110,0,1,CA,750,3000,25/50,93013,Female,High School,2017
1389,39,15,0,2,CA,750,2800,25/50,93210,Male,Bachelor,2018
1390,57,150,0,1,CA,750,3000,25/50,95422,Male,Associate,2018
1391,41,188,0,1,CA,750,2600,15/30,94133,Female,Bachelor,2013
1392,25,3,0,5,CA,750,3000,25/50,95661,Male,Advanced Degree,2018
1393,66,187,0,1,CA,750,3000,15/30,92656,Female,High School,2020
1394,42,50,0,2,WA,750,2800,30/60,99344,Male,Bachelor,2018
1395,61,42,1,2,CA,750,3000,15/30,93001,Female,Advanced Degree,2016
1396,33,165,0,1,CA,750,3000,15/30,93705,Male,Bachelor,2014
1397,42,52,0,1,NV,750,2850,30/60,89030,Female,Associate,2011
1398,51,163,1,1,CA,750,3000,25/50,93514,Male,Bachelor,2013
1399,48,303,0,1,CA,750,3000,25/50,94583,Male,Bachelor,2017
1400,58,62,0,1,CA,750,3000,25/50,92551,Male,Advanced Degree,2020
1401,35,65,1,1,OR,750,3000,25/50,97267,Male,High School,2016
1402,54,11,0,3,NV,750,2350,100/200,89117,Male,High School,2009
1403,39,66,0,1,CA,750,3000,15/30,95833,Female,Associate,2018
1404,59,295,0,1,CA,750,3000,15/30,92651,Female,High School,2017
1405,56,123,0,1,AZ,750,3000,15/30,85034,Female,High School,2016
1406,25,41,0,1,CA,750,3000,25/50,90026,Female,High School,2015
1407,66,265,0,1,WA,750,3000,25/50,98684,Female,High School,2016
1408,33,180,0,1,OR,750,3000,25/50,97305,Male,High School,2019
1409,60,240,0,1,CA,750,2600,25/50,90002,Female,Advanced Degree,2020
1410,51,73,0,1,OR,750,3000,30/60,97219,Male,High School,2016
1411,40,269,0,1,CA,750,3000,25/50,95602,Female,High School,2016
1412,37,59,0,1,OR,750,3000,30/60,97756,Male,High School,2014
1413,44,79,0,1,CA,750,3000,100/200,90049,Male,Advanced Degree,2012
1414,38,67,0,1,CA,750,3000,30/60,90650,Female,Bachelor,2015
1415,60,110,0,1,OR,750,3000,25/50,97005,Male,Bachelor,2019
1416,23,57,0,1,CA,750,3000,30/60,95301,Female,High School,2018
1417,23,44,0,3,AZ,750,3000,25/50,85021,Female,Advanced Degree,2015
1418,63,84,0,1,AZ,750,3000,15/30,85032,Male,Bachelor,2014
1419,42,161,0,1,WA,750,3000,25/50,98108,Male,High School,2019
1420,41,217,0,1,CA,750,3000,30/60,95610,Female,Bachelor,2015
1421,45,76,0,1,WA,750,3000,30/60,98587,Female,Advanced Degree,2017
1422,67,146,0,1,CA,750,3000,25/50,93536,Male,Bachelor,2012
1423,25,25,0,2,CA,750,3000,15/30,94610,Female,Advanced Degree,2019
1424,49,122,0,1,WA,750,3000,100/200,98597,Female,Advanced Degree,2016
1425,64,111,0,1,OR,750,3000,30/60,97448,Male,High School,2015
1426,54,96,0,1,AZ,800,3000,100/200,85022,Male,Bachelor,2012
1427,48,104,0,1,CA,750,3000,15/30,93307,Female,Below High School,2013
1428,64,253,0,1,AZ,750,3000,25/50,85704,Male,Advanced Degree,2018
1429,58,116,0,1,NV,750,3000,30/60,89134,Female,High School,2020
1430,31,11,0,2,CA,750,2700,15/30,90011,Male,Advanced Degree,2013
1431,54,100,0,1,CA,750,2600,15/30,91390,Female,Associate,2015
1432,41,108,0,1,CA,750,3000,15/30,95826,Female,Associate,2014
1433,63,199,0,1,CA,750,2650,100/200,94123,Female,High School,2013
1434,70,172,0,1,CA,750,2700,25/50,94102,Male,Associate,2009
1435,59,28,0,3,CA,750,3000,15/30,93907,Male,Advanced Degree,2019
1436,46,104,0,1,WA,750,2600,30/60,98040,Female,High School,2013
1437,39,66,0,1,CA,750,3000,25/50,90003,Male,Bachelor,2017
1438,27,16,1,4,NV,750,3000,25/50,89120,Male,High School,2016
1439,40,96,0,1,CA,750,3000,100/200,92557,Other,Bachelor,2018
1440,46,112,0,1,CA,750,3000,30/60,95020,Male,High School,2019
1441,55,244,0,1,CA,750,2650,15/30,91316,Male,High School,2016
1442,45,118,0,1,NV,750,3000,30/60,89104,Male,Advanced Degree,2017
1443,32,159,0,1,CA,750,3000,25/50,90248,Female,Bachelor,2020
1444,48,177,1,1,CA,750,3000,15/30,92344,Female,Associate,2018
1445,29,3,0,3,WA,750,3000,100/200,98118,Male,Bachelor,2015
1446,18,5,0,4,CA,750,3000,30/60,91764,Male,High School,2015
1447,32,109,0,1,AZ,750,3000,30/60,85142,Male,High School,2019
1448,43,25,0,1,CA,750,3000,15/30,91706,Female,Bachelor,2017
1449,35,120,0,1,AZ,750,3000,15/30,85208,Male,High School,2017
1450,30,33,0,4,CA,750,2950,15/30,92882,Unkown,Bachelor,2019
1451,42,124,0,1,CA,750,3000,15/30,92544,Male,Bachelor,2007
1452,59,73,1,1,CA,750,3000,100/200,90068,Unkown,Bachelor,2017
1453,46,102,0,1,CA,750,3000,30/60,92504,Male,Advanced Degree,2014
1454,38,98,0,1,AZ,750,2800,15/30,85742,Female,High School,2016
1455,29,11,3,2,WA,750,3000,30/60,98033,Male,Associate,2020
1456,50,171,0,1,AZ,750,2850,15/30,86320,Male,Associate,2013
1457,46,62,0,1,CA,750,2950,15/30,92026,Female,High School,2017
1458,41,152,0,1,WA,750,2800,25/50,98003,Female,Advanced Degree,2017
1459,57,71,0,1,CA,750,3000,15/30,91746,Male,Bachelor,2017
1460,48,130,0,1,CA,750,3000,15/30,90220,Female,Bachelor,2017
1461,29,2,0,5,CA,750,2850,15/30,93215,Female,Bachelor,2013
1462,38,33,0,2,AZ,750,3000,25/50,85208,Female,High School,2012
1463,28,39,5,3,CA,750,3000,15/30,95003,Male,Bachelor,2014
1464,66,309,0,1,CA,950,2500,25/50,94533,Female,Bachelor,2018
1465,44,137,0,1,OR,750,3000,100/200,97233,Female,Bachelor,2018
1466,43,108,0,1,CA,750,2750,15/30,93110,Male,High School,2019
1467,30,41,0,3,CA,750,3000,30/60,93458,Female,Bachelor,2013
1468,49,165,0,1,ID,750,3000,25/50,83404,Male,Associate,2020
1469,54,179,0,1,CA,750,3000,25/50,90731,Male,Bachelor,2020
1470,62,194,0,1,AZ,750,3000,15/30,85234,Female,Bachelor,2013
1471,34,37,0,1,CA,750,2750,25/50,90280,Female,Bachelor,2018
1472,47,139,0,1,CA,750,3000,30/60,92054,Male,Bachelor,2020
1473,62,113,0,1,AZ,750,2800,15/30,85331,Male,Advanced Degree,2013
1474,39,53,0,1,NV,750,3000,25/50,89130,Unkown,Below High School,2014
1475,26,69,0,1,CA,750,3000,25/50,90638,Male,Advanced Degree,2020
1476,30,6,0,4,CA,750,2800,15/30,90006,Female,Bachelor,2017
1477,40,23,0,2,CA,750,2850,15/30,90270,Female,Bachelor,2016
1478,24,50,0,1,ID,750,3000,25/50,83202,Male,Advanced Degree,2016
1479,41,111,0,1,OR,750,3000,25/50,97222,Unkown,Bachelor,2018
1480,46,125,0,1,CA,750,3000,15/30,92311,Female,Advanced Degree,2012
1481,40,193,1,1,AZ,750,3000,25/50,85138,Female,High School,2010
1482,31,4,0,5,CA,750,2950,25/50,91405,Female,High School,2020
1483,47,15,0,1,CA,750,2950,25/50,92336,Female,Bachelor,2015
1484,53,165,0,1,CA,750,3000,30/60,90262,Female,Advanced Degree,2018
1485,22,51,0,2,CA,750,3000,100/200,91402,Female,Associate,2015
1486,42,167,0,1,OR,750,3000,25/50,97222,Male,Bachelor,2011
1487,44,111,0,1,CA,750,3000,25/50,90280,Male,Bachelor,2019
1488,58,121,0,1,OR,750,3000,30/60,97520,Male,Associate,2009
1489,49,54,0,1,NV,750,2800,100/200,89148,Male,Advanced Degree,2015
1490,63,130,0,1,CA,750,3000,30/60,92270,Male,Associate,2017
1491,50,219,0,1,WA,750,2700,30/60,98052,Female,Bachelor,2011
1492,32,111,0,1,CA,750,3000,25/50,91342,Female,Bachelor,2017
1493,51,109,0,1,NV,750,3000,25/50,89031,Female,Bachelor,2015
1494,21,22,0,5,AZ,750,3000,15/30,85042,Female,Bachelor,2020
1495,46,8,0,3,WA,750,3000,30/60,98272,Female,Advanced Degree,2014
1496,43,130,0,1,NV,750,3000,25/50,89102,Female,Bachelor,2016
1497,40,40,0,2,CA,750,3000,15/30,95356,Female,Advanced Degree,2017
1498,41,108,0,1,CA,750,3000,100/200,95823,Male,Below High School,2014
1499,33,11,0,3,AZ,750,3000,100/200,85501,Unkown,Bachelor,2016
1500,46,57,0,2,CA,750,2850,15/30,95008,Female,Bachelor,2012
1501,47,184,0,1,NV,750,3000,100/200,89103,Male,Bachelor,2015
1502,23,18,0,3,AZ,750,3000,100/200,85382,Female,Advanced Degree,2015
1503,69,136,0,1,CA,750,2850,25/50,90063,Female,Below High School,2015
1504,27,94,1,1,CA,750,3000,15/30,95823,Male,Below High School,2015
1505,63,217,0,1,CA,750,3000,100/200,94015,Female,Bachelor,2015
1506,53,104,1,1,CA,750,3000,15/30,92056,Male,High School,2017
1507,31,118,0,1,CA,750,3000,30/60,94590,Male,Advanced Degree,2018
1508,20,20,0,2,AZ,750,3000,15/30,85008,Unkown,High School,2014
1509,62,139,0,1,CA,750,3000,25/50,92240,Female,Bachelor,2016
1510,64,179,0,1,CA,750,3000,15/30,95401,Female,High School,2009
1511,31,138,0,1,CA,750,3000,25/50,91764,Female,Bachelor,2019
